ride_idx,ride_id,ride_ts,start_row,end_row,num_rows,path
0,ride_d0b93b_20240521122415,20240521122415,0,68,68,videos/ride_d0b93b_20240521122415_front_camera.mp4
1,ride_33d7c1_20240522012552,20240522012552,68,8096,8028,videos/ride_33d7c1_20240522012552_front_camera.mp4
2,ride_7b0131_20240521071716,20240521071716,8096,11707,3611,videos/ride_7b0131_20240521071716_front_camera.mp4
3,ride_e7808b_20240520101759,20240520101759,11707,13607,1900,videos/ride_e7808b_20240520101759_front_camera.mp4
4,ride_7b0131_20240522025008,20240522025008,13607,15231,1624,videos/ride_7b0131_20240522025008_front_camera.mp4
5,ride_ea1a8e_20240521042959,20240521042959,15231,20930,5699,videos/ride_ea1a8e_20240521042959_front_camera.mp4
6,ride_6e901d_20240522081241,20240522081241,20930,27662,6732,videos/ride_6e901d_20240522081241_front_camera.mp4
7,ride_ea1a8e_20240522013551,20240522013551,27662,28430,768,videos/ride_ea1a8e_20240522013551_front_camera.mp4
8,ride_11b492_20240522035028,20240522035028,28430,35538,7108,videos/ride_11b492_20240522035028_front_camera.mp4
9,ride_d7d93b_20240519065520,20240519065520,35538,37464,1926,videos/ride_d7d93b_20240519065520_front_camera.mp4
10,ride_e7808b_20240520122950,20240520122950,37464,54091,16627,videos/ride_e7808b_20240520122950_front_camera.mp4
11,ride_7b0131_20240520010030,20240520010030,54091,58840,4749,videos/ride_7b0131_20240520010030_front_camera.mp4
12,ride_ea1a8e_20240520030248,20240520030248,58840,61451,2611,videos/ride_ea1a8e_20240520030248_front_camera.mp4
13,ride_b36a50_20240520073332,20240520073332,61451,63329,1878,videos/ride_b36a50_20240520073332_front_camera.mp4
14,ride_7b0131_20240522035627,20240522035627,63329,64534,1205,videos/ride_7b0131_20240522035627_front_camera.mp4
15,ride_5fa87e_20240521122547,20240521122547,64534,64981,447,videos/ride_5fa87e_20240521122547_front_camera.mp4
16,ride_8b391d_20240519011133,20240519011133,64981,68709,3728,videos/ride_8b391d_20240519011133_front_camera.mp4
17,ride_94ff43_20240522101536,20240522101536,68709,69919,1210,videos/ride_94ff43_20240522101536_front_camera.mp4
18,ride_8b391d_20240519083743,20240519083743,69919,72429,2510,videos/ride_8b391d_20240519083743_front_camera.mp4
19,ride_25901d_20240522093915,20240522093915,72429,76065,3636,videos/ride_25901d_20240522093915_front_camera.mp4
20,ride_f6a757_20240522154824,20240522154824,76065,83218,7153,videos/ride_f6a757_20240522154824_front_camera.mp4
21,ride_d0b93b_20240518162908,20240518162908,83218,84031,813,videos/ride_d0b93b_20240518162908_front_camera.mp4
22,ride_df348c_20240518124829,20240518124829,84031,84528,497,videos/ride_df348c_20240518124829_front_camera.mp4
23,ride_5fa87e_20240522173619,20240522173619,84528,85020,492,videos/ride_5fa87e_20240522173619_front_camera.mp4
24,ride_8ac40f_20240522222355,20240522222355,85020,88663,3643,videos/ride_8ac40f_20240522222355_front_camera.mp4
25,ride_1496ed_20240520072423,20240520072423,88663,91780,3117,videos/ride_1496ed_20240520072423_front_camera.mp4
26,ride_7b0131_20240521034834,20240521034834,91780,93065,1285,videos/ride_7b0131_20240521034834_front_camera.mp4
27,ride_1496ed_20240520033534,20240520033534,93065,94678,1613,videos/ride_1496ed_20240520033534_front_camera.mp4
28,ride_d7d93b_20240522075559,20240522075559,94678,98444,3766,videos/ride_d7d93b_20240522075559_front_camera.mp4
29,ride_e3066d_20240520063623,20240520063623,98444,107236,8792,videos/ride_e3066d_20240520063623_front_camera.mp4
30,ride_8b391d_20240519042932,20240519042932,107236,110300,3064,videos/ride_8b391d_20240519042932_front_camera.mp4
31,ride_f6a757_20240522171935,20240522171935,110300,117018,6718,videos/ride_f6a757_20240522171935_front_camera.mp4
32,ride_e3066d_20240520041156,20240520041156,117018,120235,3217,videos/ride_e3066d_20240520041156_front_camera.mp4
33,ride_7b0131_20240520043235,20240520043235,120235,128404,8169,videos/ride_7b0131_20240520043235_front_camera.mp4
34,ride_f6a757_20240522144055,20240522144055,128404,133155,4751,videos/ride_f6a757_20240522144055_front_camera.mp4
35,ride_1496ed_20240520085349,20240520085349,133155,133561,406,videos/ride_1496ed_20240520085349_front_camera.mp4
36,ride_33d7c1_20240522062228,20240522062228,133561,150160,16599,videos/ride_33d7c1_20240522062228_front_camera.mp4
37,ride_8ac40f_20240522233716,20240522233716,150160,154746,4586,videos/ride_8ac40f_20240522233716_front_camera.mp4
38,ride_b36a50_20240519101308,20240519101308,154746,156808,2062,videos/ride_b36a50_20240519101308_front_camera.mp4
39,ride_e7808b_20240520134723,20240520134723,156808,164081,7273,videos/ride_e7808b_20240520134723_front_camera.mp4
40,ride_7b0131_20240519045053,20240519045053,164081,168334,4253,videos/ride_7b0131_20240519045053_front_camera.mp4
41,ride_b36a50_20240520080127,20240520080127,168334,170970,2636,videos/ride_b36a50_20240520080127_front_camera.mp4
42,ride_bed262_20240518092847,20240518092847,170970,171730,760,videos/ride_bed262_20240518092847_front_camera.mp4
43,ride_bed262_20240522080330,20240522080330,171730,181249,9519,videos/ride_bed262_20240522080330_front_camera.mp4
44,ride_b36a50_20240519104021,20240519104021,181249,190919,9670,videos/ride_b36a50_20240519104021_front_camera.mp4
45,ride_d7d93b_20240520055738,20240520055738,190919,191822,903,videos/ride_d7d93b_20240520055738_front_camera.mp4
46,ride_7b0131_20240521005331,20240521005331,191822,193022,1200,videos/ride_7b0131_20240521005331_front_camera.mp4
47,ride_bed262_20240520092432,20240520092432,193022,202415,9393,videos/ride_bed262_20240520092432_front_camera.mp4
48,ride_8ac40f_20240522201436,20240522201436,202415,206306,3891,videos/ride_8ac40f_20240522201436_front_camera.mp4
49,ride_11b492_20240522030035,20240522030035,206306,212931,6625,videos/ride_11b492_20240522030035_front_camera.mp4
50,ride_e3066d_20240520065854,20240520065854,212931,221607,8676,videos/ride_e3066d_20240520065854_front_camera.mp4
51,ride_5b201d_20240523000441,20240523000441,221607,222868,1261,videos/ride_5b201d_20240523000441_front_camera.mp4
52,ride_1083d8_20240521071653,20240521071653,222868,226396,3528,videos/ride_1083d8_20240521071653_front_camera.mp4
53,ride_11b492_20240521051244,20240521051244,226396,229908,3512,videos/ride_11b492_20240521051244_front_camera.mp4
54,ride_25901d_20240521082033,20240521082033,229908,231727,1819,videos/ride_25901d_20240521082033_front_camera.mp4
55,ride_8ac40f_20240522211646,20240522211646,231727,235271,3544,videos/ride_8ac40f_20240522211646_front_camera.mp4
56,ride_8ac40f_20240522205455,20240522205455,235271,237852,2581,videos/ride_8ac40f_20240522205455_front_camera.mp4
57,ride_94ff43_20240520161332,20240520161332,237852,238302,450,videos/ride_94ff43_20240520161332_front_camera.mp4
58,ride_f6a757_20240522201929,20240522201929,238302,246238,7936,videos/ride_f6a757_20240522201929_front_camera.mp4
59,ride_ea1a8e_20240522010532,20240522010532,246238,250771,4533,videos/ride_ea1a8e_20240522010532_front_camera.mp4
60,ride_d7d93b_20240521025811,20240521025811,250771,252719,1948,videos/ride_d7d93b_20240521025811_front_camera.mp4
61,ride_6e901d_20240521085744,20240521085744,252719,258265,5546,videos/ride_6e901d_20240521085744_front_camera.mp4
62,ride_d0b93b_20240518125709,20240518125709,258265,258687,422,videos/ride_d0b93b_20240518125709_front_camera.mp4
63,ride_b36a50_20240519110421,20240519110421,258687,258851,164,videos/ride_b36a50_20240519110421_front_camera.mp4
64,ride_f6a757_20240522145115,20240522145115,258851,267456,8605,videos/ride_f6a757_20240522145115_front_camera.mp4
65,ride_d7d93b_20240519041806,20240519041806,267456,272531,5075,videos/ride_d7d93b_20240519041806_front_camera.mp4
66,ride_b36a50_20240520081216,20240520081216,272531,279638,7107,videos/ride_b36a50_20240520081216_front_camera.mp4
67,ride_d7d93b_20240521024411,20240521024411,279638,283374,3736,videos/ride_d7d93b_20240521024411_front_camera.mp4
68,ride_d5508b_20240519022608,20240519022608,283374,285706,2332,videos/ride_d5508b_20240519022608_front_camera.mp4
69,ride_7b0131_20240521020414,20240521020414,285706,294245,8539,videos/ride_7b0131_20240521020414_front_camera.mp4
70,ride_25901d_20240521072738,20240521072738,294245,299004,4759,videos/ride_25901d_20240521072738_front_camera.mp4
71,ride_d7d93b_20240520000905,20240520000905,299004,303041,4037,videos/ride_d7d93b_20240520000905_front_camera.mp4
72,ride_d0b93b_20240521163643,20240521163643,303041,303441,400,videos/ride_d0b93b_20240521163643_front_camera.mp4
73,ride_ea1a8e_20240521030424,20240521030424,303441,307373,3932,videos/ride_ea1a8e_20240521030424_front_camera.mp4
74,ride_6e901d_20240521115244,20240521115244,307373,310662,3289,videos/ride_6e901d_20240521115244_front_camera.mp4
75,ride_7b0131_20240522041127,20240522041127,310662,310750,88,videos/ride_7b0131_20240522041127_front_camera.mp4
76,ride_7b0131_20240522034303,20240522034303,310750,311732,982,videos/ride_7b0131_20240522034303_front_camera.mp4
77,ride_33d7c1_20240522031355,20240522031355,311732,328380,16648,videos/ride_33d7c1_20240522031355_front_camera.mp4
78,ride_25901d_20240521061615,20240521061615,328380,333212,4832,videos/ride_25901d_20240521061615_front_camera.mp4
79,ride_d7d93b_20240519034755,20240519034755,333212,335207,1995,videos/ride_d7d93b_20240519034755_front_camera.mp4
80,ride_1933d8_20240519224340,20240519224340,335207,341864,6657,videos/ride_1933d8_20240519224340_front_camera.mp4
81,ride_25901d_20240518101032,20240518101032,341864,343197,1333,videos/ride_25901d_20240518101032_front_camera.mp4
82,ride_1947bf_20240519164121,20240519164121,343197,343877,680,videos/ride_1947bf_20240519164121_front_camera.mp4
83,ride_84f14c_20240522003525,20240522003525,343877,348634,4757,videos/ride_84f14c_20240522003525_front_camera.mp4
84,ride_d5508b_20240522003153,20240522003153,348634,354770,6136,videos/ride_d5508b_20240522003153_front_camera.mp4
85,ride_8ac40f_20240522204507,20240522204507,354770,358353,3583,videos/ride_8ac40f_20240522204507_front_camera.mp4
86,ride_7b0131_20240520004211,20240520004211,358353,365819,7466,videos/ride_7b0131_20240520004211_front_camera.mp4
87,ride_7b0131_20240521010043,20240521010043,365819,367167,1348,videos/ride_7b0131_20240521010043_front_camera.mp4
88,ride_e3066d_20240519031605,20240519031605,367167,369866,2699,videos/ride_e3066d_20240519031605_front_camera.mp4
89,ride_8ac40f_20240522213349,20240522213349,369866,373361,3495,videos/ride_8ac40f_20240522213349_front_camera.mp4
90,ride_1933d8_20240519235147,20240519235147,373361,380783,7422,videos/ride_1933d8_20240519235147_front_camera.mp4
91,ride_ea1a8e_20240522000816,20240522000816,380783,383853,3070,videos/ride_ea1a8e_20240522000816_front_camera.mp4
92,ride_7b0131_20240521044812,20240521044812,383853,392473,8620,videos/ride_7b0131_20240521044812_front_camera.mp4
93,ride_e3066d_20240519020129,20240519020129,392473,392727,254,videos/ride_e3066d_20240519020129_front_camera.mp4
94,ride_e7808b_20240519131240,20240519131240,392727,409947,17220,videos/ride_e7808b_20240519131240_front_camera.mp4
95,ride_5b201d_20240523002516,20240523002516,409947,414607,4660,videos/ride_5b201d_20240523002516_front_camera.mp4
96,ride_f6a757_20240522151234,20240522151234,414607,417805,3198,videos/ride_f6a757_20240522151234_front_camera.mp4
97,ride_bed262_20240519100303,20240519100303,417805,419617,1812,videos/ride_bed262_20240519100303_front_camera.mp4
98,ride_d7d93b_20240521073932,20240521073932,419617,423178,3561,videos/ride_d7d93b_20240521073932_front_camera.mp4
99,ride_df348c_20240519103145,20240519103145,423178,423718,540,videos/ride_df348c_20240519103145_front_camera.mp4
100,ride_bed262_20240519054507,20240519054507,423718,425349,1631,videos/ride_bed262_20240519054507_front_camera.mp4
101,ride_8b391d_20240519084811,20240519084811,425349,430458,5109,videos/ride_8b391d_20240519084811_front_camera.mp4
102,ride_8b391d_20240519065341,20240519065341,430458,433639,3181,videos/ride_8b391d_20240519065341_front_camera.mp4
103,ride_8b391d_20240521035332,20240521035332,433639,434268,629,videos/ride_8b391d_20240521035332_front_camera.mp4
104,ride_d7d93b_20240522074155,20240522074155,434268,437228,2960,videos/ride_d7d93b_20240522074155_front_camera.mp4
105,ride_8ac40f_20240522235822,20240522235822,437228,439798,2570,videos/ride_8ac40f_20240522235822_front_camera.mp4
106,ride_f6a757_20240522192407,20240522192407,439798,447839,8041,videos/ride_f6a757_20240522192407_front_camera.mp4
107,ride_8b391d_20240519060932,20240519060932,447839,449757,1918,videos/ride_8b391d_20240519060932_front_camera.mp4
108,ride_1933d8_20240519230028,20240519230028,449757,455497,5740,videos/ride_1933d8_20240519230028_front_camera.mp4
109,ride_e3066d_20240520044509,20240520044509,455497,463317,7820,videos/ride_e3066d_20240520044509_front_camera.mp4
110,ride_7b0131_20240520040604,20240520040604,463317,475239,11922,videos/ride_7b0131_20240520040604_front_camera.mp4
111,ride_6e901d_20240521092451,20240521092451,475239,480043,4804,videos/ride_6e901d_20240521092451_front_camera.mp4
112,ride_7b0131_20240521011338,20240521011338,480043,484175,4132,videos/ride_7b0131_20240521011338_front_camera.mp4
113,ride_7b0131_20240521031357,20240521031357,484175,485448,1273,videos/ride_7b0131_20240521031357_front_camera.mp4
114,ride_94ff43_20240521152730,20240521152730,485448,485855,407,videos/ride_94ff43_20240521152730_front_camera.mp4
115,ride_f6a757_20240519183838,20240519183838,485855,498944,13089,videos/ride_f6a757_20240519183838_front_camera.mp4
116,ride_b36a50_20240519100719,20240519100719,498944,500968,2024,videos/ride_b36a50_20240519100719_front_camera.mp4
117,ride_bed262_20240518091850,20240518091850,500968,501343,375,videos/ride_bed262_20240518091850_front_camera.mp4
118,ride_d7d93b_20240519080113,20240519080113,501343,503415,2072,videos/ride_d7d93b_20240519080113_front_camera.mp4
119,ride_f6a757_20240522153037,20240522153037,503415,505355,1940,videos/ride_f6a757_20240522153037_front_camera.mp4
120,ride_25901d_20240521095304,20240521095304,505355,508545,3190,videos/ride_25901d_20240521095304_front_camera.mp4
121,ride_6e901d_20240521091039,20240521091039,508545,511859,3314,videos/ride_6e901d_20240521091039_front_camera.mp4
122,ride_f6a757_20240521092535,20240521092535,511859,515610,3751,videos/ride_f6a757_20240521092535_front_camera.mp4
123,ride_f6a757_20240522184951,20240522184951,515610,522985,7375,videos/ride_f6a757_20240522184951_front_camera.mp4
124,ride_bed262_20240521080447,20240521080447,522985,533298,10313,videos/ride_bed262_20240521080447_front_camera.mp4
125,ride_e7808b_20240519104225,20240519104225,533298,552348,19050,videos/ride_e7808b_20240519104225_front_camera.mp4
126,ride_25901d_20240518082744,20240518082744,552348,556903,4555,videos/ride_25901d_20240518082744_front_camera.mp4
127,ride_d0b93b_20240521185806,20240521185806,556903,557364,461,videos/ride_d0b93b_20240521185806_front_camera.mp4
128,ride_d7d93b_20240522070246,20240522070246,557364,559618,2254,videos/ride_d7d93b_20240522070246_front_camera.mp4
129,ride_7b0131_20240522073107,20240522073107,559618,562941,3323,videos/ride_7b0131_20240522073107_front_camera.mp4
130,ride_f6a757_20240522173313,20240522173313,562941,576045,13104,videos/ride_f6a757_20240522173313_front_camera.mp4
131,ride_ea1a8e_20240520031944,20240520031944,576045,580305,4260,videos/ride_ea1a8e_20240520031944_front_camera.mp4
132,ride_11b492_20240522063724,20240522063724,580305,587609,7304,videos/ride_11b492_20240522063724_front_camera.mp4
133,ride_d7d93b_20240519060125,20240519060125,587609,592151,4542,videos/ride_d7d93b_20240519060125_front_camera.mp4
134,ride_25901d_20240518084552,20240518084552,592151,595155,3004,videos/ride_25901d_20240518084552_front_camera.mp4
135,ride_7b0131_20240522075102,20240522075102,595155,596328,1173,videos/ride_7b0131_20240522075102_front_camera.mp4
136,ride_11b492_20240522012654,20240522012654,596328,604408,8080,videos/ride_11b492_20240522012654_front_camera.mp4
137,ride_11b492_20240522004104,20240522004104,604408,611477,7069,videos/ride_11b492_20240522004104_front_camera.mp4
138,ride_df348c_20240518125947,20240518125947,611477,612000,523,videos/ride_df348c_20240518125947_front_camera.mp4
139,ride_ea1a8e_20240522034944,20240522034944,612000,615936,3936,videos/ride_ea1a8e_20240522034944_front_camera.mp4
140,ride_d5508b_20240521222955,20240521222955,615936,618124,2188,videos/ride_d5508b_20240521222955_front_camera.mp4
141,ride_8b391d_20240519044118,20240519044118,618124,622138,4014,videos/ride_8b391d_20240519044118_front_camera.mp4
142,ride_bed262_20240522072317,20240522072317,622138,631386,9248,videos/ride_bed262_20240522072317_front_camera.mp4
143,ride_ea1a8e_20240521235159,20240521235159,631386,634747,3361,videos/ride_ea1a8e_20240521235159_front_camera.mp4
144,ride_bed262_20240518074620,20240518074620,634747,646041,11294,videos/ride_bed262_20240518074620_front_camera.mp4
145,ride_ea1a8e_20240520020341,20240520020341,646041,647618,1577,videos/ride_ea1a8e_20240520020341_front_camera.mp4
146,ride_7b0131_20240522042024,20240522042024,647618,661254,13636,videos/ride_7b0131_20240522042024_front_camera.mp4
147,ride_f6a757_20240521110432,20240521110432,661254,664625,3371,videos/ride_f6a757_20240521110432_front_camera.mp4
148,ride_d5508b_20240520202945,20240520202945,664625,674297,9672,videos/ride_d5508b_20240520202945_front_camera.mp4
149,ride_7b0131_20240523000935,20240523000935,674297,675792,1495,videos/ride_7b0131_20240523000935_front_camera.mp4
150,ride_7b0131_20240520013704,20240520013704,675792,686818,11026,videos/ride_7b0131_20240520013704_front_camera.mp4
151,ride_f6a757_20240522104010,20240522104010,686818,693151,6333,videos/ride_f6a757_20240522104010_front_camera.mp4
152,ride_7b0131_20240521073840,20240521073840,693151,696774,3623,videos/ride_7b0131_20240521073840_front_camera.mp4
153,ride_84f14c_20240520235008,20240520235008,696774,702173,5399,videos/ride_84f14c_20240520235008_front_camera.mp4
154,ride_7b0131_20240521013442,20240521013442,702173,705179,3006,videos/ride_7b0131_20240521013442_front_camera.mp4
155,ride_d5508b_20240519023239,20240519023239,705179,705874,695,videos/ride_d5508b_20240519023239_front_camera.mp4
156,ride_d7d93b_20240519040928,20240519040928,705874,706331,457,videos/ride_d7d93b_20240519040928_front_camera.mp4
157,ride_f6a757_20240521164822,20240521164822,706331,706917,586,videos/ride_f6a757_20240521164822_front_camera.mp4
158,ride_11b492_20240521054113,20240521054113,706917,715205,8288,videos/ride_11b492_20240521054113_front_camera.mp4
159,ride_ea1a8e_20240522025802,20240522025802,715205,720750,5545,videos/ride_ea1a8e_20240522025802_front_camera.mp4
160,ride_1496ed_20240520061441,20240520061441,720750,722887,2137,videos/ride_1496ed_20240520061441_front_camera.mp4
161,ride_e7808b_20240520102407,20240520102407,722887,724673,1786,videos/ride_e7808b_20240520102407_front_camera.mp4
162,ride_1947bf_20240521153619,20240521153619,724673,725460,787,videos/ride_1947bf_20240521153619_front_camera.mp4
163,ride_6e901d_20240521113203,20240521113203,725460,727788,2328,videos/ride_6e901d_20240521113203_front_camera.mp4
164,ride_e3066d_20240520011838,20240520011838,727788,729151,1363,videos/ride_e3066d_20240520011838_front_camera.mp4
165,ride_1083d8_20240521080256,20240521080256,729151,730699,1548,videos/ride_1083d8_20240521080256_front_camera.mp4
166,ride_94ff43_20240520145701,20240520145701,730699,731216,517,videos/ride_94ff43_20240520145701_front_camera.mp4
167,ride_ea1a8e_20240519234334,20240519234334,731216,734994,3778,videos/ride_ea1a8e_20240519234334_front_camera.mp4
168,ride_ea1a8e_20240522231328,20240522231328,734994,738179,3185,videos/ride_ea1a8e_20240522231328_front_camera.mp4
169,ride_6e901d_20240522101128,20240522101128,738179,741813,3634,videos/ride_6e901d_20240522101128_front_camera.mp4
170,ride_7b0131_20240521035707,20240521035707,741813,742944,1131,videos/ride_7b0131_20240521035707_front_camera.mp4
171,ride_d7d93b_20240521055459,20240521055459,742944,743431,487,videos/ride_d7d93b_20240521055459_front_camera.mp4
172,ride_ea1a8e_20240520235921,20240520235921,743431,748004,4573,videos/ride_ea1a8e_20240520235921_front_camera.mp4
173,ride_ea1a8e_20240522032338,20240522032338,748004,751038,3034,videos/ride_ea1a8e_20240522032338_front_camera.mp4
174,ride_11b492_20240522054055,20240522054055,751038,758164,7126,videos/ride_11b492_20240522054055_front_camera.mp4
175,ride_8b391d_20240518080659,20240518080659,758164,758617,453,videos/ride_8b391d_20240518080659_front_camera.mp4
176,ride_bed262_20240519055316,20240519055316,758617,759813,1196,videos/ride_bed262_20240519055316_front_camera.mp4
177,ride_ea1a8e_20240520035458,20240520035458,759813,764799,4986,videos/ride_ea1a8e_20240520035458_front_camera.mp4
178,ride_8ac40f_20240522194347,20240522194347,764799,767228,2429,videos/ride_8ac40f_20240522194347_front_camera.mp4
179,ride_f6a757_20240521154006,20240521154006,767228,772321,5093,videos/ride_f6a757_20240521154006_front_camera.mp4
180,ride_df348c_20240521101742,20240521101742,772321,772820,499,videos/ride_df348c_20240521101742_front_camera.mp4
181,ride_8ac40f_20240522230026,20240522230026,772820,776480,3660,videos/ride_8ac40f_20240522230026_front_camera.mp4
182,ride_7b0131_20240523003733,20240523003733,776480,777831,1351,videos/ride_7b0131_20240523003733_front_camera.mp4
183,ride_11b492_20240522052037,20240522052037,777831,784752,6921,videos/ride_11b492_20240522052037_front_camera.mp4
184,ride_d5508b_20240520223126,20240520223126,784752,796306,11554,videos/ride_d5508b_20240520223126_front_camera.mp4
185,ride_8b391d_20240521010315,20240521010315,796306,799855,3549,videos/ride_8b391d_20240521010315_front_camera.mp4
186,ride_7b0131_20240521014537,20240521014537,799855,801284,1429,videos/ride_7b0131_20240521014537_front_camera.mp4
187,ride_11b492_20240521082327,20240521082327,801284,809002,7718,videos/ride_11b492_20240521082327_front_camera.mp4
188,ride_8b391d_20240519014838,20240519014838,809002,810925,1923,videos/ride_8b391d_20240519014838_front_camera.mp4
189,ride_d7d93b_20240522065909,20240522065909,810925,811357,432,videos/ride_d7d93b_20240522065909_front_camera.mp4
190,ride_11b492_20240522005554,20240522005554,811357,814698,3341,videos/ride_11b492_20240522005554_front_camera.mp4
191,ride_f6a757_20240519193730,20240519193730,814698,821747,7049,videos/ride_f6a757_20240519193730_front_camera.mp4
192,ride_ea1a8e_20240519235407,20240519235407,821747,825940,4193,videos/ride_ea1a8e_20240519235407_front_camera.mp4
193,ride_bed262_20240519080618,20240519080618,825940,827673,1733,videos/ride_bed262_20240519080618_front_camera.mp4
194,ride_df348c_20240518110402,20240518110402,827673,827906,233,videos/ride_df348c_20240518110402_front_camera.mp4
195,ride_df348c_20240519184742,20240519184742,827906,828201,295,videos/ride_df348c_20240519184742_front_camera.mp4
196,ride_8b391d_20240519074959,20240519074959,828201,830359,2158,videos/ride_8b391d_20240519074959_front_camera.mp4
197,ride_bed262_20240519071805,20240519071805,830359,845564,15205,videos/ride_bed262_20240519071805_front_camera.mp4
198,ride_f6a757_20240521123510,20240521123510,845564,849731,4167,videos/ride_f6a757_20240521123510_front_camera.mp4
199,ride_11b492_20240522010402,20240522010402,849731,857058,7327,videos/ride_11b492_20240522010402_front_camera.mp4
200,ride_bed262_20240521100955,20240521100955,857058,857284,226,videos/ride_bed262_20240521100955_front_camera.mp4
201,ride_f6a757_20240521164708,20240521164708,857284,857738,454,videos/ride_f6a757_20240521164708_front_camera.mp4
202,ride_7b0131_20240521003634,20240521003634,857738,859099,1361,videos/ride_7b0131_20240521003634_front_camera.mp4
203,ride_e7808b_20240521044130,20240521044130,859099,860057,958,videos/ride_e7808b_20240521044130_front_camera.mp4
204,ride_94ff43_20240519161531,20240519161531,860057,860362,305,videos/ride_94ff43_20240519161531_front_camera.mp4
205,ride_d5508b_20240520205250,20240520205250,860362,864065,3703,videos/ride_d5508b_20240520205250_front_camera.mp4
206,ride_7b0131_20240521015009,20240521015009,864065,865312,1247,videos/ride_7b0131_20240521015009_front_camera.mp4
207,ride_ea1a8e_20240522233129,20240522233129,865312,870435,5123,videos/ride_ea1a8e_20240522233129_front_camera.mp4
208,ride_b36a50_20240519085734,20240519085734,870435,873148,2713,videos/ride_b36a50_20240519085734_front_camera.mp4
209,ride_8b391d_20240519082943,20240519082943,873148,875378,2230,videos/ride_8b391d_20240519082943_front_camera.mp4
210,ride_7b0131_20240522033640,20240522033640,875378,876534,1156,videos/ride_7b0131_20240522033640_front_camera.mp4
211,ride_7b0131_20240521072609,20240521072609,876534,880441,3907,videos/ride_7b0131_20240521072609_front_camera.mp4
212,ride_33d7c1_20240522020127,20240522020127,880441,889391,8950,videos/ride_33d7c1_20240522020127_front_camera.mp4
213,ride_e7808b_20240520114450,20240520114450,889391,891777,2386,videos/ride_e7808b_20240520114450_front_camera.mp4
214,ride_ea1a8e_20240522232154,20240522232154,891777,895410,3633,videos/ride_ea1a8e_20240522232154_front_camera.mp4
215,ride_ea1a8e_20240521225554,20240521225554,895410,898479,3069,videos/ride_ea1a8e_20240521225554_front_camera.mp4
216,ride_d7d93b_20240521022719,20240521022719,898479,902397,3918,videos/ride_d7d93b_20240521022719_front_camera.mp4
217,ride_d5508b_20240520225556,20240520225556,902397,904442,2045,videos/ride_d5508b_20240520225556_front_camera.mp4
218,ride_7b0131_20240521030446,20240521030446,904442,905681,1239,videos/ride_7b0131_20240521030446_front_camera.mp4
219,ride_ea1a8e_20240520022513,20240520022513,905681,910604,4923,videos/ride_ea1a8e_20240520022513_front_camera.mp4
220,ride_d7d93b_20240522073021,20240522073021,910604,913795,3191,videos/ride_d7d93b_20240522073021_front_camera.mp4
221,ride_84f14c_20240522000252,20240522000252,913795,916506,2711,videos/ride_84f14c_20240522000252_front_camera.mp4
222,ride_e7808b_20240520091227,20240520091227,916506,918519,2013,videos/ride_e7808b_20240520091227_front_camera.mp4
223,ride_11b492_20240521040304,20240521040304,918519,925582,7063,videos/ride_11b492_20240521040304_front_camera.mp4
224,ride_f6a757_20240522123123,20240522123123,925582,932472,6890,videos/ride_f6a757_20240522123123_front_camera.mp4
225,ride_1496ed_20240520050402,20240520050402,932472,935134,2662,videos/ride_1496ed_20240520050402_front_camera.mp4
226,ride_d7d93b_20240519074559,20240519074559,935134,937146,2012,videos/ride_d7d93b_20240519074559_front_camera.mp4
227,ride_d5508b_20240519004603,20240519004603,937146,937825,679,videos/ride_d5508b_20240519004603_front_camera.mp4
228,ride_b36a50_20240519090639,20240519090639,937825,941975,4150,videos/ride_b36a50_20240519090639_front_camera.mp4
229,ride_8b391d_20240519073542,20240519073542,941975,944101,2126,videos/ride_8b391d_20240519073542_front_camera.mp4
230,ride_8b391d_20240519081708,20240519081708,944101,944300,199,videos/ride_8b391d_20240519081708_front_camera.mp4
231,ride_d7d93b_20240519021052,20240519021052,944300,944546,246,videos/ride_d7d93b_20240519021052_front_camera.mp4
232,ride_c1aa3b_20240519224141,20240519224141,944546,959221,14675,videos/ride_c1aa3b_20240519224141_front_camera.mp4
233,ride_8ac40f_20240522234615,20240522234615,959221,963290,4069,videos/ride_8ac40f_20240522234615_front_camera.mp4
234,ride_8b391d_20240523001213,20240523001213,963290,965631,2341,videos/ride_8b391d_20240523001213_front_camera.mp4
235,ride_7b0131_20240522075623,20240522075623,965631,976582,10951,videos/ride_7b0131_20240522075623_front_camera.mp4
236,ride_d7d93b_20240521081555,20240521081555,976582,978851,2269,videos/ride_d7d93b_20240521081555_front_camera.mp4
237,ride_94ff43_20240522102848,20240522102848,978851,979465,614,videos/ride_94ff43_20240522102848_front_camera.mp4
238,ride_e7808b_20240518103327,20240518103327,979465,986705,7240,videos/ride_e7808b_20240518103327_front_camera.mp4
239,ride_8b391d_20240522002202,20240522002202,986705,988881,2176,videos/ride_8b391d_20240522002202_front_camera.mp4
240,ride_f6a757_20240521085733,20240521085733,988881,995396,6515,videos/ride_f6a757_20240521085733_front_camera.mp4
241,ride_25901d_20240518075513,20240518075513,995396,997527,2131,videos/ride_25901d_20240518075513_front_camera.mp4
242,ride_8b391d_20240518085049,20240518085049,997527,1003295,5768,videos/ride_8b391d_20240518085049_front_camera.mp4
243,ride_8b391d_20240520021312,20240520021312,1003295,1003901,606,videos/ride_8b391d_20240520021312_front_camera.mp4
