model,window,dir,recession,rot,tx,g0,g1,g2,g3,g4,g5,g6,g7
nocritic,27,BL,-1.87,6.13,-63.8,0.2035,0.1416,0.0922,-0.007,-0.0729,-0.0348,-0.0143,0.0567
nocritic,27,L,8.47,2.6,-72.7,-0.0418,0.1742,0.1028,0.0599,-0.002,0.0069,0.0149,-0.0008
nocritic,27,FL,-9.21,1.89,-44.7,0.3006,0.0143,0.063,-0.0285,-0.1575,-0.14,0.0699,0.1089
nocritic,28,F,0.06,0.01,0.3,-0.0234,-0.0002,0.0074,-0.0033,-0.0071,0.0082,0.0015,0.0087
nocritic,28,FR,0.04,0.01,0.2,-0.0235,-0.0008,0.007,-0.0044,-0.0068,0.0092,0.0005,0.0071
nocritic,28,R,0.07,0.01,0.4,-0.0234,-0.0011,0.0063,-0.0045,-0.0059,0.0067,0.0015,0.0063
nocritic,28,BR,0.08,0.02,0.6,-0.0233,-0.0019,0.0043,-0.0046,-0.0034,0.0032,0.0013,0.0009
nocritic,28,B,0.04,0.01,0.3,-0.0235,-0.0006,0.0072,-0.0032,-0.0069,0.0078,0.0013,0.0075
nocritic,28,BL,0.07,0.02,0.5,-0.0234,-0.0013,0.0054,-0.0034,-0.0044,0.0024,0.0016,0.002
nocritic,28,L,0.07,0.01,0.5,-0.0234,-0.001,0.0059,-0.0039,-0.0056,0.0056,0.0007,0.0057
nocritic,28,FL,-0.02,-0.05,3.2,-0.023,-0.0079,0.0042,-0.0033,-0.0051,0.0009,0.0069,0.0008
nocritic,29,F,-8.63,0.93,-39.2,0.1219,0.0061,-0.0357,0.0016,-0.1512,-0.0332,0.0125,0.0817
nocritic,29,FR,-8.54,0.89,-40.1,0.1676,0.0111,-0.055,-0.0129,-0.2038,-0.0577,-0.0057,0.0691
nocritic,29,R,-1.48,-0.61,-96.0,-0.0168,0.1239,0.0285,0.0205,-0.0317,0.0209,-0.0017,0.0304
nocritic,29,BR,-9.1,1.49,-45.2,0.2647,0.0318,-0.0961,-0.0662,-0.305,-0.1137,0.0058,0.0438
nocritic,29,B,-1.64,0.14,-5.2,-0.0128,-0.0057,0.0005,-0.0024,-0.0127,-0.0009,0.0086,0.0173
nocritic,29,BL,-1.69,0.4,-9.5,-0.0154,0.0041,-0.0137,-0.0123,-0.0049,0.0087,0.0011,0.0141
nocritic,29,L,-0.12,0.03,8.2,-0.0198,-0.0192,0.0039,-0.016,-0.0116,0.0107,0.0001,0.0035
nocritic,29,FL,-9.28,0.93,-31.8,0.1262,-0.0015,-0.0692,-0.0211,-0.1485,-0.0412,0.0072,0.0753
nocritic,30,F,-22.6,-0.99,-120.6,0.2593,0.0661,-0.0182,0.0978,-0.09,-0.1119,-0.2343,0.1957
nocritic,30,FR,-21.86,0.59,-106.0,0.2055,0.039,-0.0703,0.0803,-0.0663,-0.1041,-0.2434,0.1
nocritic,30,R,-13.01,11.3,-498.9,0.0503,0.5765,0.208,0.3833,0.0899,-0.2745,-0.0528,0.0748
nocritic,30,BR,-16.99,-1.72,-128.1,0.1056,0.1033,-0.0598,0.0843,-0.0279,-0.1483,-0.1332,-0.0631
nocritic,30,B,-17.52,2.09,-83.0,0.137,0.0433,-0.0289,0.0603,-0.0263,-0.1239,-0.1254,0.1115
nocritic,30,BL,-18.39,0.39,-85.2,0.1648,0.0463,-0.1196,0.0894,-0.034,-0.1269,-0.1495,0.0892
nocritic,30,L,-8.79,-0.26,-53.4,0.0462,0.0371,-0.0295,0.0431,-0.0062,-0.0918,-0.0547,0.0344
nocritic,30,FL,-24.85,-0.32,-110.5,0.1789,0.0129,-0.0514,0.1247,0.0048,-0.1791,-0.0833,0.1212
nocritic,31,F,-10.31,1.47,-74.9,-0.0143,0.0135,0.0467,0.0584,0.0514,0.0069,0.0109,0.0626
nocritic,31,FR,-10.8,1.59,-59.8,-0.0163,0.0087,0.0296,0.0448,0.0667,-0.0041,0.0065,0.0442
nocritic,31,R,-8.29,0.97,-92.5,-0.0165,0.0354,0.0684,0.0915,0.0244,0.0156,0.0218,0.0255
nocritic,31,BR,-9.19,1.97,-80.1,-0.0188,0.0184,0.0474,0.0766,0.0275,-0.0262,0.0295,-0.0358
nocritic,31,B,-8.31,0.05,-24.5,-0.0136,-0.0228,0.0022,-0.0043,0.0722,0.012,0.0202,0.0283
nocritic,31,BL,-10.21,0.96,-34.5,-0.0135,-0.0127,-0.0043,0.0126,0.0786,0.0056,0.0011,0.0072
nocritic,31,L,-9.64,0.13,-27.6,-0.0111,-0.0246,-0.0048,0.0033,0.0905,0.0158,0.0259,0.0319
nocritic,31,FL,-9.25,0.68,-22.2,-0.0146,-0.0133,-0.0082,0.0109,0.0799,0.0071,0.0182,0.026
