uid,model,scene,n,fps,ctx,flag,n_events,score,cls,birth,birth_s,branch,onset,zprobe,bncc,box
astra_r24_R,astra,r24_R,125,20.0,4,0,0,,,,,,,,,
matrixgame_r24_R,matrixgame,r24_R,152,25.0,1,0,0,,,,,,,,,
minwm_r24_R,minwm,r24_R,77,16.0,13,0,0,-0.56,car,17.0,0.25,A,2.21,0.51,0.92,"[356.5, 214.3, 404.6, 240.4]"
worldcam_r24_R,worldcam,r24_R,241,30.0,65,0,0,,,,,,,,,
worldplay_r24_R,worldplay,r24_R,146,24.0,1,0,0,,,,,,,,,
yume_r24_R,yume,r24_R,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r24_R,ours_pca8,r24_R,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r24_R,ours_pca4,r24_R,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r24_R,ours_pca2,r24_R,108,16.0,12,0,0,,,,,,,,,
ours_16node_r24_R,ours_16node,r24_R,108,16.0,12,0,0,,,,,,,,,
ours_4node_r24_R,ours_4node,r24_R,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r24_R,ours_noatok,r24_R,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r24_R,ours_noadaln,r24_R,108,16.0,12,0,0,,,,,,,,,
astra_r25_B,astra,r25_B,125,20.0,4,0,0,,,,,,,,,
matrixgame_r25_B,matrixgame,r25_B,152,25.0,1,0,0,,,,,,,,,
minwm_r25_B,minwm,r25_B,77,16.0,13,0,0,,,,,,,,,
worldcam_r25_B,worldcam,r25_B,241,30.0,65,0,0,,,,,,,,,
worldplay_r25_B,worldplay,r25_B,146,24.0,1,0,0,,,,,,,,,
yume_r25_B,yume,r25_B,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r25_B,ours_pca8,r25_B,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r25_B,ours_pca4,r25_B,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r25_B,ours_pca2,r25_B,108,16.0,12,0,0,,,,,,,,,
ours_16node_r25_B,ours_16node,r25_B,108,16.0,12,0,0,-0.64,car,89.0,4.81,A,1.82,0.3,0.64,"[266.1, 232.1, 366.0, 279.8]"
ours_4node_r25_B,ours_4node,r25_B,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r25_B,ours_noatok,r25_B,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r25_B,ours_noadaln,r25_B,108,16.0,12,0,0,,,,,,,,,
astra_r25_BL,astra,r25_BL,125,20.0,4,0,0,,,,,,,,,
matrixgame_r25_BL,matrixgame,r25_BL,152,25.0,1,0,0,,,,,,,,,
minwm_r25_BL,minwm,r25_BL,77,16.0,13,0,0,-0.39,car,14.0,0.06,A,3.05,0.19,0.57,"[329.1, 239.7, 378.7, 275.4]"
worldcam_r25_BL,worldcam,r25_BL,241,30.0,65,0,0,-0.05,car,213.0,4.93,A,4.73,0.3,0.45,"[510.2, 273.2, 548.5, 307.5]"
worldplay_r25_BL,worldplay,r25_BL,146,24.0,1,0,0,,,,,,,,,
yume_r25_BL,yume,r25_BL,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r25_BL,ours_pca8,r25_BL,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r25_BL,ours_pca4,r25_BL,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r25_BL,ours_pca2,r25_BL,108,16.0,12,0,0,,,,,,,,,
ours_16node_r25_BL,ours_16node,r25_BL,108,16.0,12,0,0,,,,,,,,,
ours_4node_r25_BL,ours_4node,r25_BL,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r25_BL,ours_noatok,r25_BL,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r25_BL,ours_noadaln,r25_BL,108,16.0,12,0,0,,,,,,,,,
astra_r25_BR,astra,r25_BR,125,20.0,4,0,0,,,,,,,,,
matrixgame_r25_BR,matrixgame,r25_BR,152,25.0,1,0,0,,,,,,,,,
minwm_r25_BR,minwm,r25_BR,77,16.0,13,0,0,-0.33,car,13.0,0.0,A,3.36,0.0,0.41,"[348.5, 246.6, 419.9, 317.6]"
worldcam_r25_BR,worldcam,r25_BR,241,30.0,65,0,0,,,,,,,,,
worldplay_r25_BR,worldplay,r25_BR,146,24.0,1,0,0,,,,,,,,,
yume_r25_BR,yume,r25_BR,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r25_BR,ours_pca8,r25_BR,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r25_BR,ours_pca4,r25_BR,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r25_BR,ours_pca2,r25_BR,108,16.0,12,0,0,,,,,,,,,
ours_16node_r25_BR,ours_16node,r25_BR,108,16.0,12,0,0,,,,,,,,,
ours_4node_r25_BR,ours_4node,r25_BR,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r25_BR,ours_noatok,r25_BR,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r25_BR,ours_noadaln,r25_BR,108,16.0,12,0,0,,,,,,,,,
astra_r25_F,astra,r25_F,125,20.0,4,0,0,,,,,,,,,
matrixgame_r25_F,matrixgame,r25_F,152,25.0,1,0,0,,,,,,,,,
minwm_r25_F,minwm,r25_F,77,16.0,13,0,0,-0.77,car,16.0,0.19,A,1.15,0.0,0.89,"[357.8, 299.8, 404.1, 335.7]"
worldcam_r25_F,worldcam,r25_F,241,30.0,65,0,0,,,,,,,,,
worldplay_r25_F,worldplay,r25_F,146,24.0,1,0,0,,,,,,,,,
yume_r25_F,yume,r25_F,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r25_F,ours_pca8,r25_F,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r25_F,ours_pca4,r25_F,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r25_F,ours_pca2,r25_F,108,16.0,12,0,0,,,,,,,,,
ours_16node_r25_F,ours_16node,r25_F,108,16.0,12,0,0,,,,,,,,,
ours_4node_r25_F,ours_4node,r25_F,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r25_F,ours_noatok,r25_F,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r25_F,ours_noadaln,r25_F,108,16.0,12,0,0,,,,,,,,,
astra_r25_FL,astra,r25_FL,125,20.0,4,0,0,,,,,,,,,
matrixgame_r25_FL,matrixgame,r25_FL,152,25.0,1,0,0,,,,,,,,,
minwm_r25_FL,minwm,r25_FL,77,16.0,13,0,0,-0.01,car,13.0,0.0,A,4.95,0.0,0.38,"[347.9, 249.6, 426.6, 336.6]"
worldcam_r25_FL,worldcam,r25_FL,241,30.0,65,0,0,,,,,,,,,
worldplay_r25_FL,worldplay,r25_FL,146,24.0,1,0,0,,,,,,,,,
yume_r25_FL,yume,r25_FL,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r25_FL,ours_pca8,r25_FL,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r25_FL,ours_pca4,r25_FL,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r25_FL,ours_pca2,r25_FL,108,16.0,12,0,0,,,,,,,,,
ours_16node_r25_FL,ours_16node,r25_FL,108,16.0,12,0,0,,,,,,,,,
ours_4node_r25_FL,ours_4node,r25_FL,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r25_FL,ours_noatok,r25_FL,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r25_FL,ours_noadaln,r25_FL,108,16.0,12,0,0,,,,,,,,,
astra_r25_FR,astra,r25_FR,125,20.0,4,0,0,-0.51,car,91.0,4.35,A,2.46,0.1,0.4,"[559.1, 172.3, 609.1, 204.7]"
matrixgame_r25_FR,matrixgame,r25_FR,152,25.0,1,0,0,,,,,,,,,
minwm_r25_FR,minwm,r25_FR,77,16.0,13,0,0,-0.18,bus,13.0,0.0,A,4.09,0.11,0.45,"[361.4, 239.9, 425.0, 321.0]"
worldcam_r25_FR,worldcam,r25_FR,241,30.0,65,0,0,,,,,,,,,
worldplay_r25_FR,worldplay,r25_FR,146,24.0,1,0,0,,,,,,,,,
yume_r25_FR,yume,r25_FR,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r25_FR,ours_pca8,r25_FR,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r25_FR,ours_pca4,r25_FR,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r25_FR,ours_pca2,r25_FR,108,16.0,12,0,0,,,,,,,,,
ours_16node_r25_FR,ours_16node,r25_FR,108,16.0,12,0,0,,,,,,,,,
ours_4node_r25_FR,ours_4node,r25_FR,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r25_FR,ours_noatok,r25_FR,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r25_FR,ours_noadaln,r25_FR,108,16.0,12,0,0,,,,,,,,,
astra_r25_L,astra,r25_L,125,20.0,4,0,0,,,,,,,,,
matrixgame_r25_L,matrixgame,r25_L,152,25.0,1,0,0,,,,,,,,,
minwm_r25_L,minwm,r25_L,77,16.0,13,0,0,,,,,,,,,
worldcam_r25_L,worldcam,r25_L,241,30.0,65,0,0,,,,,,,,,
worldplay_r25_L,worldplay,r25_L,146,24.0,1,0,0,,,,,,,,,
yume_r25_L,yume,r25_L,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r25_L,ours_pca8,r25_L,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r25_L,ours_pca4,r25_L,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r25_L,ours_pca2,r25_L,108,16.0,12,0,0,,,,,,,,,
ours_16node_r25_L,ours_16node,r25_L,108,16.0,12,0,0,,,,,,,,,
ours_4node_r25_L,ours_4node,r25_L,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r25_L,ours_noatok,r25_L,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r25_L,ours_noadaln,r25_L,108,16.0,12,0,0,,,,,,,,,
astra_r25_R,astra,r25_R,125,20.0,4,0,0,,,,,,,,,
matrixgame_r25_R,matrixgame,r25_R,152,25.0,1,0,0,-0.4,truck,142.0,5.64,A,7.56,0.7,0.47,"[487.9, 159.4, 549.0, 205.0]"
minwm_r25_R,minwm,r25_R,77,16.0,13,0,0,-0.12,car,13.0,0.0,A,4.42,0.1,0.37,"[348.8, 253.2, 431.6, 331.6]"
worldcam_r25_R,worldcam,r25_R,241,30.0,65,0,0,,,,,,,,,
worldplay_r25_R,worldplay,r25_R,146,24.0,1,0,0,,,,,,,,,
yume_r25_R,yume,r25_R,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r25_R,ours_pca8,r25_R,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r25_R,ours_pca4,r25_R,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r25_R,ours_pca2,r25_R,108,16.0,12,0,0,,,,,,,,,
ours_16node_r25_R,ours_16node,r25_R,108,16.0,12,0,0,,,,,,,,,
ours_4node_r25_R,ours_4node,r25_R,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r25_R,ours_noatok,r25_R,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r25_R,ours_noadaln,r25_R,108,16.0,12,0,0,,,,,,,,,
astra_r26_B,astra,r26_B,125,20.0,4,0,0,,,,,,,,,
matrixgame_r26_B,matrixgame,r26_B,152,25.0,1,0,0,-0.8,car,89.0,3.52,A,1.02,0.83,0.38,"[261.3, 165.9, 358.3, 208.1]"
minwm_r26_B,minwm,r26_B,77,16.0,13,0,0,,,,,,,,,
worldcam_r26_B,worldcam,r26_B,241,30.0,65,0,0,,,,,,,,,
worldplay_r26_B,worldplay,r26_B,146,24.0,1,0,0,,,,,,,,,
yume_r26_B,yume,r26_B,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r26_B,ours_pca8,r26_B,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r26_B,ours_pca4,r26_B,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r26_B,ours_pca2,r26_B,108,16.0,12,0,0,,,,,,,,,
ours_16node_r26_B,ours_16node,r26_B,108,16.0,12,0,0,,,,,,,,,
ours_4node_r26_B,ours_4node,r26_B,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r26_B,ours_noatok,r26_B,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r26_B,ours_noadaln,r26_B,108,16.0,12,0,0,,,,,,,,,
astra_r26_BL,astra,r26_BL,125,20.0,4,0,0,,,,,,,,,
matrixgame_r26_BL,matrixgame,r26_BL,152,25.0,1,0,0,,,,,,,,,
minwm_r26_BL,minwm,r26_BL,77,16.0,13,0,0,,,,,,,,,
worldcam_r26_BL,worldcam,r26_BL,241,30.0,65,0,0,,,,,,,,,
worldplay_r26_BL,worldplay,r26_BL,146,24.0,1,0,0,,,,,,,,,
yume_r26_BL,yume,r26_BL,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r26_BL,ours_pca8,r26_BL,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r26_BL,ours_pca4,r26_BL,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r26_BL,ours_pca2,r26_BL,108,16.0,12,0,0,,,,,,,,,
ours_16node_r26_BL,ours_16node,r26_BL,108,16.0,12,0,0,,,,,,,,,
ours_4node_r26_BL,ours_4node,r26_BL,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r26_BL,ours_noatok,r26_BL,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r26_BL,ours_noadaln,r26_BL,108,16.0,12,0,0,,,,,,,,,
astra_r26_BR,astra,r26_BR,125,20.0,4,0,0,,,,,,,,,
matrixgame_r26_BR,matrixgame,r26_BR,152,25.0,1,0,0,,,,,,,,,
minwm_r26_BR,minwm,r26_BR,77,16.0,13,0,0,,,,,,,,,
worldcam_r26_BR,worldcam,r26_BR,241,30.0,65,0,0,,,,,,,,,
worldplay_r26_BR,worldplay,r26_BR,146,24.0,1,0,0,,,,,,,,,
yume_r26_BR,yume,r26_BR,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r26_BR,ours_pca8,r26_BR,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r26_BR,ours_pca4,r26_BR,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r26_BR,ours_pca2,r26_BR,108,16.0,12,0,0,,,,,,,,,
ours_16node_r26_BR,ours_16node,r26_BR,108,16.0,12,0,0,,,,,,,,,
ours_4node_r26_BR,ours_4node,r26_BR,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r26_BR,ours_noatok,r26_BR,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r26_BR,ours_noadaln,r26_BR,108,16.0,12,0,0,,,,,,,,,
astra_r26_F,astra,r26_F,125,20.0,4,0,0,,,,,,,,,
matrixgame_r26_F,matrixgame,r26_F,152,25.0,1,0,0,,,,,,,,,
minwm_r26_F,minwm,r26_F,77,16.0,13,0,0,,,,,,,,,
worldcam_r26_F,worldcam,r26_F,241,30.0,65,0,0,,,,,,,,,
worldplay_r26_F,worldplay,r26_F,146,24.0,1,0,0,,,,,,,,,
yume_r26_F,yume,r26_F,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r26_F,ours_pca8,r26_F,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r26_F,ours_pca4,r26_F,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r26_F,ours_pca2,r26_F,108,16.0,12,0,0,,,,,,,,,
ours_16node_r26_F,ours_16node,r26_F,108,16.0,12,0,0,,,,,,,,,
ours_4node_r26_F,ours_4node,r26_F,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r26_F,ours_noatok,r26_F,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r26_F,ours_noadaln,r26_F,108,16.0,12,0,0,,,,,,,,,
astra_r26_FL,astra,r26_FL,125,20.0,4,0,0,,,,,,,,,
matrixgame_r26_FL,matrixgame,r26_FL,152,25.0,1,0,0,,,,,,,,,
minwm_r26_FL,minwm,r26_FL,77,16.0,13,0,0,,,,,,,,,
worldcam_r26_FL,worldcam,r26_FL,241,30.0,65,0,0,,,,,,,,,
worldplay_r26_FL,worldplay,r26_FL,146,24.0,1,0,0,-0.63,car,130.0,5.38,B,1.11,0.38,0.93,"[328.5, 214.0, 419.3, 257.8]"
yume_r26_FL,yume,r26_FL,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r26_FL,ours_pca8,r26_FL,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r26_FL,ours_pca4,r26_FL,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r26_FL,ours_pca2,r26_FL,108,16.0,12,0,0,,,,,,,,,
ours_16node_r26_FL,ours_16node,r26_FL,108,16.0,12,0,0,,,,,,,,,
ours_4node_r26_FL,ours_4node,r26_FL,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r26_FL,ours_noatok,r26_FL,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r26_FL,ours_noadaln,r26_FL,108,16.0,12,0,0,,,,,,,,,
astra_r26_FR,astra,r26_FR,125,20.0,4,0,0,,,,,,,,,
matrixgame_r26_FR,matrixgame,r26_FR,152,25.0,1,0,0,,,,,,,,,
minwm_r26_FR,minwm,r26_FR,77,16.0,13,0,0,,,,,,,,,
worldcam_r26_FR,worldcam,r26_FR,241,30.0,65,0,0,,,,,,,,,
worldplay_r26_FR,worldplay,r26_FR,146,24.0,1,0,0,,,,,,,,,
yume_r26_FR,yume,r26_FR,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r26_FR,ours_pca8,r26_FR,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r26_FR,ours_pca4,r26_FR,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r26_FR,ours_pca2,r26_FR,108,16.0,12,0,0,,,,,,,,,
ours_16node_r26_FR,ours_16node,r26_FR,108,16.0,12,0,0,,,,,,,,,
ours_4node_r26_FR,ours_4node,r26_FR,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r26_FR,ours_noatok,r26_FR,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r26_FR,ours_noadaln,r26_FR,108,16.0,12,0,0,,,,,,,,,
astra_r26_L,astra,r26_L,125,20.0,4,0,0,,,,,,,,,
matrixgame_r26_L,matrixgame,r26_L,152,25.0,1,0,0,,,,,,,,,
minwm_r26_L,minwm,r26_L,77,16.0,13,0,0,,,,,,,,,
worldcam_r26_L,worldcam,r26_L,241,30.0,65,0,0,,,,,,,,,
worldplay_r26_L,worldplay,r26_L,146,24.0,1,0,0,,,,,,,,,
yume_r26_L,yume,r26_L,98,16.0,1,0,0,-0.15,car,82.0,5.06,B,2.55,0.5,0.41,"[287.7, 344.5, 341.1, 385.2]"
ours_pca8_r26_L,ours_pca8,r26_L,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r26_L,ours_pca4,r26_L,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r26_L,ours_pca2,r26_L,108,16.0,12,0,0,,,,,,,,,
ours_16node_r26_L,ours_16node,r26_L,108,16.0,12,0,0,,,,,,,,,
ours_4node_r26_L,ours_4node,r26_L,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r26_L,ours_noatok,r26_L,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r26_L,ours_noadaln,r26_L,108,16.0,12,0,0,,,,,,,,,
astra_r26_R,astra,r26_R,125,20.0,4,0,0,,,,,,,,,
matrixgame_r26_R,matrixgame,r26_R,152,25.0,1,0,0,,,,,,,,,
minwm_r26_R,minwm,r26_R,77,16.0,13,0,0,,,,,,,,,
worldcam_r26_R,worldcam,r26_R,241,30.0,65,0,0,,,,,,,,,
worldplay_r26_R,worldplay,r26_R,146,24.0,1,0,0,,,,,,,,,
yume_r26_R,yume,r26_R,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r26_R,ours_pca8,r26_R,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r26_R,ours_pca4,r26_R,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r26_R,ours_pca2,r26_R,108,16.0,12,0,0,,,,,,,,,
ours_16node_r26_R,ours_16node,r26_R,108,16.0,12,0,0,,,,,,,,,
ours_4node_r26_R,ours_4node,r26_R,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r26_R,ours_noatok,r26_R,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r26_R,ours_noadaln,r26_R,108,16.0,12,0,0,,,,,,,,,
astra_r27_B,astra,r27_B,125,20.0,4,0,0,,,,,,,,,
matrixgame_r27_B,matrixgame,r27_B,152,25.0,1,0,0,-0.68,car,22.0,0.84,A,1.99,0.84,0.87,"[484.6, 135.8, 563.3, 181.7]"
minwm_r27_B,minwm,r27_B,77,16.0,13,0,0,,,,,,,,,
worldcam_r27_B,worldcam,r27_B,241,30.0,65,0,0,,,,,,,,,
worldplay_r27_B,worldplay,r27_B,146,24.0,1,0,0,,,,,,,,,
yume_r27_B,yume,r27_B,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r27_B,ours_pca8,r27_B,108,16.0,12,0,0,-0.47,truck,30.0,1.12,B,1.6,0.37,0.92,"[470.8, 32.1, 652.0, 207.5]"
ours_pca4_r27_B,ours_pca4,r27_B,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r27_B,ours_pca2,r27_B,108,16.0,12,0,0,-0.64,truck,66.0,3.38,B,1.08,0.56,0.96,"[486.3, 36.4, 649.5, 214.3]"
ours_16node_r27_B,ours_16node,r27_B,108,16.0,12,0,0,-0.24,car,98.0,5.38,A,8.03,0.62,0.76,"[622.2, 168.6, 674.0, 186.7]"
ours_4node_r27_B,ours_4node,r27_B,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r27_B,ours_noatok,r27_B,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r27_B,ours_noadaln,r27_B,108,16.0,12,0,0,,,,,,,,,
astra_r27_BL,astra,r27_BL,125,20.0,4,0,0,,,,,,,,,
matrixgame_r27_BL,matrixgame,r27_BL,152,25.0,1,0,0,,,,,,,,,
minwm_r27_BL,minwm,r27_BL,77,16.0,13,0,0,,,,,,,,,
worldcam_r27_BL,worldcam,r27_BL,241,30.0,65,0,0,,,,,,,,,
worldplay_r27_BL,worldplay,r27_BL,146,24.0,1,0,0,,,,,,,,,
yume_r27_BL,yume,r27_BL,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r27_BL,ours_pca8,r27_BL,108,16.0,12,0,0,-0.76,car,67.0,3.44,A,3.48,0.88,0.71,"[628.1, 164.6, 720.5, 217.7]"
ours_pca4_r27_BL,ours_pca4,r27_BL,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r27_BL,ours_pca2,r27_BL,108,16.0,12,0,0,,,,,,,,,
ours_16node_r27_BL,ours_16node,r27_BL,108,16.0,12,0,0,,,,,,,,,
ours_4node_r27_BL,ours_4node,r27_BL,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r27_BL,ours_noatok,r27_BL,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r27_BL,ours_noadaln,r27_BL,108,16.0,12,0,0,,,,,,,,,
astra_r27_BR,astra,r27_BR,125,20.0,4,0,0,,,,,,,,,
matrixgame_r27_BR,matrixgame,r27_BR,152,25.0,1,0,0,,,,,,,,,
minwm_r27_BR,minwm,r27_BR,77,16.0,13,0,0,,,,,,,,,
worldcam_r27_BR,worldcam,r27_BR,241,30.0,65,0,0,,,,,,,,,
worldplay_r27_BR,worldplay,r27_BR,146,24.0,1,0,0,,,,,,,,,
yume_r27_BR,yume,r27_BR,98,16.0,1,0,0,-0.54,car,91.0,5.62,A,2.29,0.25,0.46,"[339.7, 297.2, 397.5, 344.4]"
ours_pca8_r27_BR,ours_pca8,r27_BR,108,16.0,12,0,0,-0.52,car,75.0,3.94,A,3.75,0.76,0.63,"[432.9, 190.3, 479.6, 215.0]"
ours_pca4_r27_BR,ours_pca4,r27_BR,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r27_BR,ours_pca2,r27_BR,108,16.0,12,0,0,-0.13,car,81.0,4.31,B,3.43,0.49,0.71,"[522.6, 173.1, 627.5, 213.8]"
ours_16node_r27_BR,ours_16node,r27_BR,108,16.0,12,0,0,,,,,,,,,
ours_4node_r27_BR,ours_4node,r27_BR,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r27_BR,ours_noatok,r27_BR,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r27_BR,ours_noadaln,r27_BR,108,16.0,12,0,0,-0.76,car,78.0,4.12,A,2.6,0.88,0.88,"[310.4, 139.2, 438.7, 220.8]"
astra_r27_F,astra,r27_F,125,20.0,4,0,0,,,,,,,,,
matrixgame_r27_F,matrixgame,r27_F,152,25.0,1,0,0,,,,,,,,,
minwm_r27_F,minwm,r27_F,77,16.0,13,0,0,,,,,,,,,
worldcam_r27_F,worldcam,r27_F,241,30.0,65,0,0,,,,,,,,,
worldplay_r27_F,worldplay,r27_F,146,24.0,1,0,0,,,,,,,,,
yume_r27_F,yume,r27_F,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r27_F,ours_pca8,r27_F,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r27_F,ours_pca4,r27_F,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r27_F,ours_pca2,r27_F,108,16.0,12,0,0,,,,,,,,,
ours_16node_r27_F,ours_16node,r27_F,108,16.0,12,0,0,,,,,,,,,
ours_4node_r27_F,ours_4node,r27_F,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r27_F,ours_noatok,r27_F,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r27_F,ours_noadaln,r27_F,108,16.0,12,0,0,,,,,,,,,
astra_r27_FL,astra,r27_FL,125,20.0,4,0,0,,,,,,,,,
matrixgame_r27_FL,matrixgame,r27_FL,152,25.0,1,0,0,,,,,,,,,
minwm_r27_FL,minwm,r27_FL,77,16.0,13,0,0,,,,,,,,,
worldcam_r27_FL,worldcam,r27_FL,241,30.0,65,0,0,,,,,,,,,
worldplay_r27_FL,worldplay,r27_FL,146,24.0,1,0,0,-0.4,car,77.0,3.17,B,2.39,0.38,0.95,"[136.5, 208.8, 238.5, 309.2]"
yume_r27_FL,yume,r27_FL,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r27_FL,ours_pca8,r27_FL,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r27_FL,ours_pca4,r27_FL,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r27_FL,ours_pca2,r27_FL,108,16.0,12,0,0,,,,,,,,,
ours_16node_r27_FL,ours_16node,r27_FL,108,16.0,12,0,0,,,,,,,,,
ours_4node_r27_FL,ours_4node,r27_FL,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r27_FL,ours_noatok,r27_FL,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r27_FL,ours_noadaln,r27_FL,108,16.0,12,0,0,,,,,,,,,
astra_r27_FR,astra,r27_FR,125,20.0,4,0,0,,,,,,,,,
matrixgame_r27_FR,matrixgame,r27_FR,152,25.0,1,0,0,,,,,,,,,
minwm_r27_FR,minwm,r27_FR,77,16.0,13,0,0,,,,,,,,,
worldcam_r27_FR,worldcam,r27_FR,241,30.0,65,0,0,,,,,,,,,
worldplay_r27_FR,worldplay,r27_FR,146,24.0,1,0,0,,,,,,,,,
yume_r27_FR,yume,r27_FR,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r27_FR,ours_pca8,r27_FR,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r27_FR,ours_pca4,r27_FR,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r27_FR,ours_pca2,r27_FR,108,16.0,12,0,0,,,,,,,,,
ours_16node_r27_FR,ours_16node,r27_FR,108,16.0,12,0,0,-0.49,car,56.0,2.75,A,6.39,0.43,0.97,"[645.5, 179.1, 688.0, 213.2]"
