uid,model,scene,n,fps,ctx,flag,n_events,score,cls,birth,birth_s,branch,onset,zprobe,bncc,box
astra_r00_B,astra,r00_B,125,20.0,4,0,0,,,,,,,,,
matrixgame_r00_B,matrixgame,r00_B,152,25.0,1,0,0,,,,,,,,,
minwm_r00_B,minwm,r00_B,77,16.0,13,0,0,,,,,,,,,
worldcam_r00_B,worldcam,r00_B,241,30.0,65,0,0,,,,,,,,,
worldplay_r00_B,worldplay,r00_B,146,24.0,1,0,0,-0.67,car,29.0,1.17,B,1.49,0.22,0.84,"[543.0, 259.7, 591.8, 273.2]"
yume_r00_B,yume,r00_B,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r00_B,ours_pca8,r00_B,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r00_B,ours_pca4,r00_B,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r00_B,ours_pca2,r00_B,108,16.0,12,0,0,,,,,,,,,
ours_16node_r00_B,ours_16node,r00_B,108,16.0,12,0,0,,,,,,,,,
ours_4node_r00_B,ours_4node,r00_B,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r00_B,ours_noatok,r00_B,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r00_B,ours_noadaln,r00_B,108,16.0,12,0,0,,,,,,,,,
astra_r00_BL,astra,r00_BL,125,20.0,4,0,0,,,,,,,,,
matrixgame_r00_BL,matrixgame,r00_BL,152,25.0,1,0,0,,,,,,,,,
minwm_r00_BL,minwm,r00_BL,77,16.0,13,0,0,,,,,,,,,
worldcam_r00_BL,worldcam,r00_BL,241,30.0,65,0,0,,,,,,,,,
worldplay_r00_BL,worldplay,r00_BL,146,24.0,1,0,0,,,,,,,,,
yume_r00_BL,yume,r00_BL,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r00_BL,ours_pca8,r00_BL,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r00_BL,ours_pca4,r00_BL,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r00_BL,ours_pca2,r00_BL,108,16.0,12,0,0,,,,,,,,,
ours_16node_r00_BL,ours_16node,r00_BL,108,16.0,12,0,0,,,,,,,,,
ours_4node_r00_BL,ours_4node,r00_BL,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r00_BL,ours_noatok,r00_BL,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r00_BL,ours_noadaln,r00_BL,108,16.0,12,0,0,,,,,,,,,
astra_r00_BR,astra,r00_BR,125,20.0,4,0,0,,,,,,,,,
matrixgame_r00_BR,matrixgame,r00_BR,152,25.0,1,0,0,,,,,,,,,
minwm_r00_BR,minwm,r00_BR,77,16.0,13,0,0,,,,,,,,,
worldcam_r00_BR,worldcam,r00_BR,241,30.0,65,0,0,,,,,,,,,
worldplay_r00_BR,worldplay,r00_BR,146,24.0,1,0,0,,,,,,,,,
yume_r00_BR,yume,r00_BR,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r00_BR,ours_pca8,r00_BR,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r00_BR,ours_pca4,r00_BR,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r00_BR,ours_pca2,r00_BR,108,16.0,12,0,0,,,,,,,,,
ours_16node_r00_BR,ours_16node,r00_BR,108,16.0,12,0,0,,,,,,,,,
ours_4node_r00_BR,ours_4node,r00_BR,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r00_BR,ours_noatok,r00_BR,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r00_BR,ours_noadaln,r00_BR,108,16.0,12,0,0,,,,,,,,,
astra_r00_F,astra,r00_F,125,20.0,4,0,0,,,,,,,,,
matrixgame_r00_F,matrixgame,r00_F,152,25.0,1,0,0,,,,,,,,,
minwm_r00_F,minwm,r00_F,77,16.0,13,0,0,,,,,,,,,
worldcam_r00_F,worldcam,r00_F,241,30.0,65,0,0,,,,,,,,,
worldplay_r00_F,worldplay,r00_F,146,24.0,1,0,0,,,,,,,,,
yume_r00_F,yume,r00_F,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r00_F,ours_pca8,r00_F,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r00_F,ours_pca4,r00_F,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r00_F,ours_pca2,r00_F,108,16.0,12,0,0,,,,,,,,,
ours_16node_r00_F,ours_16node,r00_F,108,16.0,12,0,0,,,,,,,,,
ours_4node_r00_F,ours_4node,r00_F,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r00_F,ours_noatok,r00_F,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r00_F,ours_noadaln,r00_F,108,16.0,12,0,0,,,,,,,,,
astra_r00_FL,astra,r00_FL,125,20.0,4,0,0,,,,,,,,,
matrixgame_r00_FL,matrixgame,r00_FL,152,25.0,1,0,0,,,,,,,,,
minwm_r00_FL,minwm,r00_FL,77,16.0,13,1,1,0.02,car,30.0,1.06,B,3.77,0.44,0.59,"[662.2, 254.1, 701.4, 282.8]"
worldcam_r00_FL,worldcam,r00_FL,241,30.0,65,0,0,-0.48,car,210.0,4.83,A,2.58,0.0,0.0,"[251.8, 241.9, 297.5, 284.2]"
worldplay_r00_FL,worldplay,r00_FL,146,24.0,1,0,0,,,,,,,,,
yume_r00_FL,yume,r00_FL,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r00_FL,ours_pca8,r00_FL,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r00_FL,ours_pca4,r00_FL,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r00_FL,ours_pca2,r00_FL,108,16.0,12,0,0,,,,,,,,,
ours_16node_r00_FL,ours_16node,r00_FL,108,16.0,12,0,0,,,,,,,,,
ours_4node_r00_FL,ours_4node,r00_FL,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r00_FL,ours_noatok,r00_FL,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r00_FL,ours_noadaln,r00_FL,108,16.0,12,0,0,,,,,,,,,
astra_r00_FR,astra,r00_FR,125,20.0,4,0,0,,,,,,,,,
matrixgame_r00_FR,matrixgame,r00_FR,152,25.0,1,0,0,,,,,,,,,
minwm_r00_FR,minwm,r00_FR,77,16.0,13,0,0,,,,,,,,,
worldcam_r00_FR,worldcam,r00_FR,241,30.0,65,0,0,,,,,,,,,
worldplay_r00_FR,worldplay,r00_FR,146,24.0,1,0,0,,,,,,,,,
yume_r00_FR,yume,r00_FR,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r00_FR,ours_pca8,r00_FR,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r00_FR,ours_pca4,r00_FR,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r00_FR,ours_pca2,r00_FR,108,16.0,12,0,0,,,,,,,,,
ours_16node_r00_FR,ours_16node,r00_FR,108,16.0,12,0,0,,,,,,,,,
ours_4node_r00_FR,ours_4node,r00_FR,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r00_FR,ours_noatok,r00_FR,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r00_FR,ours_noadaln,r00_FR,108,16.0,12,0,0,,,,,,,,,
astra_r00_L,astra,r00_L,125,20.0,4,0,0,,,,,,,,,
matrixgame_r00_L,matrixgame,r00_L,152,25.0,1,0,0,,,,,,,,,
minwm_r00_L,minwm,r00_L,77,16.0,13,0,0,,,,,,,,,
worldcam_r00_L,worldcam,r00_L,241,30.0,65,0,0,,,,,,,,,
worldplay_r00_L,worldplay,r00_L,146,24.0,1,0,0,,,,,,,,,
yume_r00_L,yume,r00_L,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r00_L,ours_pca8,r00_L,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r00_L,ours_pca4,r00_L,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r00_L,ours_pca2,r00_L,108,16.0,12,0,0,,,,,,,,,
ours_16node_r00_L,ours_16node,r00_L,108,16.0,12,0,0,,,,,,,,,
ours_4node_r00_L,ours_4node,r00_L,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r00_L,ours_noatok,r00_L,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r00_L,ours_noadaln,r00_L,108,16.0,12,0,0,,,,,,,,,
astra_r00_R,astra,r00_R,125,20.0,4,0,0,,,,,,,,,
matrixgame_r00_R,matrixgame,r00_R,152,25.0,1,0,0,,,,,,,,,
minwm_r00_R,minwm,r00_R,77,16.0,13,0,0,,,,,,,,,
worldcam_r00_R,worldcam,r00_R,241,30.0,65,0,0,,,,,,,,,
worldplay_r00_R,worldplay,r00_R,146,24.0,1,0,0,,,,,,,,,
yume_r00_R,yume,r00_R,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r00_R,ours_pca8,r00_R,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r00_R,ours_pca4,r00_R,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r00_R,ours_pca2,r00_R,108,16.0,12,0,0,,,,,,,,,
ours_16node_r00_R,ours_16node,r00_R,108,16.0,12,0,0,-0.78,truck,52.0,2.5,A,2.75,0.89,0.72,"[567.6, 166.1, 656.6, 279.5]"
ours_4node_r00_R,ours_4node,r00_R,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r00_R,ours_noatok,r00_R,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r00_R,ours_noadaln,r00_R,108,16.0,12,0,0,,,,,,,,,
astra_r01_B,astra,r01_B,125,20.0,4,0,0,,,,,,,,,
matrixgame_r01_B,matrixgame,r01_B,152,25.0,1,0,0,,,,,,,,,
minwm_r01_B,minwm,r01_B,77,16.0,13,0,0,,,,,,,,,
worldcam_r01_B,worldcam,r01_B,241,30.0,65,0,0,,,,,,,,,
worldplay_r01_B,worldplay,r01_B,146,24.0,1,0,0,,,,,,,,,
yume_r01_B,yume,r01_B,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r01_B,ours_pca8,r01_B,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r01_B,ours_pca4,r01_B,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r01_B,ours_pca2,r01_B,108,16.0,12,0,0,,,,,,,,,
ours_16node_r01_B,ours_16node,r01_B,108,16.0,12,0,0,,,,,,,,,
ours_4node_r01_B,ours_4node,r01_B,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r01_B,ours_noatok,r01_B,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r01_B,ours_noadaln,r01_B,108,16.0,12,0,0,,,,,,,,,
astra_r01_BL,astra,r01_BL,125,20.0,4,0,0,,,,,,,,,
matrixgame_r01_BL,matrixgame,r01_BL,152,25.0,1,0,0,,,,,,,,,
minwm_r01_BL,minwm,r01_BL,77,16.0,13,0,0,,,,,,,,,
worldcam_r01_BL,worldcam,r01_BL,241,30.0,65,0,0,,,,,,,,,
worldplay_r01_BL,worldplay,r01_BL,146,24.0,1,0,0,,,,,,,,,
yume_r01_BL,yume,r01_BL,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r01_BL,ours_pca8,r01_BL,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r01_BL,ours_pca4,r01_BL,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r01_BL,ours_pca2,r01_BL,108,16.0,12,0,0,,,,,,,,,
ours_16node_r01_BL,ours_16node,r01_BL,108,16.0,12,0,0,,,,,,,,,
ours_4node_r01_BL,ours_4node,r01_BL,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r01_BL,ours_noatok,r01_BL,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r01_BL,ours_noadaln,r01_BL,108,16.0,12,0,0,,,,,,,,,
astra_r01_BR,astra,r01_BR,125,20.0,4,0,0,,,,,,,,,
matrixgame_r01_BR,matrixgame,r01_BR,152,25.0,1,0,0,,,,,,,,,
minwm_r01_BR,minwm,r01_BR,77,16.0,13,0,0,,,,,,,,,
worldcam_r01_BR,worldcam,r01_BR,241,30.0,65,0,0,,,,,,,,,
worldplay_r01_BR,worldplay,r01_BR,146,24.0,1,0,0,,,,,,,,,
yume_r01_BR,yume,r01_BR,98,16.0,1,0,0,-0.57,car,73.0,4.5,A,2.17,0.24,0.59,"[939.3, 316.8, 1011.0, 345.4]"
ours_pca8_r01_BR,ours_pca8,r01_BR,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r01_BR,ours_pca4,r01_BR,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r01_BR,ours_pca2,r01_BR,108,16.0,12,0,0,,,,,,,,,
ours_16node_r01_BR,ours_16node,r01_BR,108,16.0,12,0,0,,,,,,,,,
ours_4node_r01_BR,ours_4node,r01_BR,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r01_BR,ours_noatok,r01_BR,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r01_BR,ours_noadaln,r01_BR,108,16.0,12,0,0,-0.79,car,65.0,3.31,A,1.07,0.53,0.89,"[363.9, 212.4, 483.4, 272.2]"
astra_r01_F,astra,r01_F,125,20.0,4,0,0,,,,,,,,,
matrixgame_r01_F,matrixgame,r01_F,152,25.0,1,0,0,,,,,,,,,
minwm_r01_F,minwm,r01_F,77,16.0,13,0,0,,,,,,,,,
worldcam_r01_F,worldcam,r01_F,241,30.0,65,0,0,,,,,,,,,
worldplay_r01_F,worldplay,r01_F,146,24.0,1,0,0,,,,,,,,,
yume_r01_F,yume,r01_F,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r01_F,ours_pca8,r01_F,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r01_F,ours_pca4,r01_F,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r01_F,ours_pca2,r01_F,108,16.0,12,0,0,,,,,,,,,
ours_16node_r01_F,ours_16node,r01_F,108,16.0,12,0,0,,,,,,,,,
ours_4node_r01_F,ours_4node,r01_F,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r01_F,ours_noatok,r01_F,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r01_F,ours_noadaln,r01_F,108,16.0,12,0,0,,,,,,,,,
astra_r01_FL,astra,r01_FL,125,20.0,4,0,0,,,,,,,,,
matrixgame_r01_FL,matrixgame,r01_FL,152,25.0,1,0,0,-0.62,car,102.0,4.04,B,1.5,0.81,0.9,"[182.0, 141.4, 253.0, 221.5]"
minwm_r01_FL,minwm,r01_FL,77,16.0,13,0,0,,,,,,,,,
worldcam_r01_FL,worldcam,r01_FL,241,30.0,65,0,0,,,,,,,,,
worldplay_r01_FL,worldplay,r01_FL,146,24.0,1,0,0,,,,,,,,,
yume_r01_FL,yume,r01_FL,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r01_FL,ours_pca8,r01_FL,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r01_FL,ours_pca4,r01_FL,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r01_FL,ours_pca2,r01_FL,108,16.0,12,0,0,,,,,,,,,
ours_16node_r01_FL,ours_16node,r01_FL,108,16.0,12,0,0,,,,,,,,,
ours_4node_r01_FL,ours_4node,r01_FL,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r01_FL,ours_noatok,r01_FL,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r01_FL,ours_noadaln,r01_FL,108,16.0,12,0,0,,,,,,,,,
astra_r01_FR,astra,r01_FR,125,20.0,4,0,0,,,,,,,,,
matrixgame_r01_FR,matrixgame,r01_FR,152,25.0,1,0,0,,,,,,,,,
minwm_r01_FR,minwm,r01_FR,77,16.0,13,0,0,,,,,,,,,
worldcam_r01_FR,worldcam,r01_FR,241,30.0,65,0,0,-0.18,car,234.0,5.63,A,4.12,0.48,0.58,"[647.6, 190.2, 683.2, 213.8]"
worldplay_r01_FR,worldplay,r01_FR,146,24.0,1,0,0,,,,,,,,,
yume_r01_FR,yume,r01_FR,98,16.0,1,0,0,-0.91,car,35.0,2.12,A,0.47,0.5,0.57,"[916.4, 326.1, 1086.8, 391.9]"
ours_pca8_r01_FR,ours_pca8,r01_FR,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r01_FR,ours_pca4,r01_FR,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r01_FR,ours_pca2,r01_FR,108,16.0,12,0,0,,,,,,,,,
ours_16node_r01_FR,ours_16node,r01_FR,108,16.0,12,0,0,,,,,,,,,
ours_4node_r01_FR,ours_4node,r01_FR,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r01_FR,ours_noatok,r01_FR,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r01_FR,ours_noadaln,r01_FR,108,16.0,12,0,0,,,,,,,,,
astra_r01_L,astra,r01_L,125,20.0,4,0,0,,,,,,,,,
matrixgame_r01_L,matrixgame,r01_L,152,25.0,1,0,0,,,,,,,,,
minwm_r01_L,minwm,r01_L,77,16.0,13,0,0,,,,,,,,,
worldcam_r01_L,worldcam,r01_L,241,30.0,65,0,0,,,,,,,,,
worldplay_r01_L,worldplay,r01_L,146,24.0,1,0,0,,,,,,,,,
yume_r01_L,yume,r01_L,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r01_L,ours_pca8,r01_L,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r01_L,ours_pca4,r01_L,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r01_L,ours_pca2,r01_L,108,16.0,12,0,0,,,,,,,,,
ours_16node_r01_L,ours_16node,r01_L,108,16.0,12,0,0,,,,,,,,,
ours_4node_r01_L,ours_4node,r01_L,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r01_L,ours_noatok,r01_L,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r01_L,ours_noadaln,r01_L,108,16.0,12,0,0,,,,,,,,,
astra_r01_R,astra,r01_R,125,20.0,4,0,0,,,,,,,,,
matrixgame_r01_R,matrixgame,r01_R,152,25.0,1,0,0,-0.66,bench,137.0,5.44,A,1.68,0.81,0.88,"[441.8, 221.5, 522.6, 266.2]"
minwm_r01_R,minwm,r01_R,77,16.0,13,0,0,,,,,,,,,
worldcam_r01_R,worldcam,r01_R,241,30.0,65,0,0,,,,,,,,,
worldplay_r01_R,worldplay,r01_R,146,24.0,1,0,0,,,,,,,,,
yume_r01_R,yume,r01_R,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r01_R,ours_pca8,r01_R,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r01_R,ours_pca4,r01_R,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r01_R,ours_pca2,r01_R,108,16.0,12,0,0,,,,,,,,,
ours_16node_r01_R,ours_16node,r01_R,108,16.0,12,0,0,,,,,,,,,
ours_4node_r01_R,ours_4node,r01_R,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r01_R,ours_noatok,r01_R,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r01_R,ours_noadaln,r01_R,108,16.0,12,0,0,-0.48,car,62.0,3.12,B,1.56,0.45,0.69,"[367.3, 214.2, 487.3, 293.3]"
astra_r02_B,astra,r02_B,125,20.0,4,0,0,,,,,,,,,
matrixgame_r02_B,matrixgame,r02_B,152,25.0,1,0,0,,,,,,,,,
minwm_r02_B,minwm,r02_B,77,16.0,13,1,1,0.66,truck,14.0,0.06,A,8.29,0.11,0.11,"[374.9, 254.9, 459.0, 312.2]"
worldcam_r02_B,worldcam,r02_B,241,30.0,65,0,0,,,,,,,,,
worldplay_r02_B,worldplay,r02_B,146,24.0,1,0,0,,,,,,,,,
yume_r02_B,yume,r02_B,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r02_B,ours_pca8,r02_B,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r02_B,ours_pca4,r02_B,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r02_B,ours_pca2,r02_B,108,16.0,12,0,0,,,,,,,,,
ours_16node_r02_B,ours_16node,r02_B,108,16.0,12,0,0,-0.54,car,102.0,5.62,A,2.31,0.77,0.76,"[196.4, 204.6, 297.1, 266.8]"
ours_4node_r02_B,ours_4node,r02_B,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r02_B,ours_noatok,r02_B,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r02_B,ours_noadaln,r02_B,108,16.0,12,0,0,,,,,,,,,
astra_r02_BL,astra,r02_BL,125,20.0,4,0,0,,,,,,,,,
matrixgame_r02_BL,matrixgame,r02_BL,152,25.0,1,0,0,,,,,,,,,
minwm_r02_BL,minwm,r02_BL,77,16.0,13,1,1,0.64,car,13.0,0.0,A,17.45,0.18,0.23,"[387.7, 243.2, 440.6, 288.6]"
worldcam_r02_BL,worldcam,r02_BL,241,30.0,65,0,0,,,,,,,,,
worldplay_r02_BL,worldplay,r02_BL,146,24.0,1,0,0,,,,,,,,,
yume_r02_BL,yume,r02_BL,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r02_BL,ours_pca8,r02_BL,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r02_BL,ours_pca4,r02_BL,108,16.0,12,0,0,-0.47,car,54.0,2.62,B,2.5,0.46,0.49,"[201.5, 208.1, 343.0, 351.7]"
ours_pca2_r02_BL,ours_pca2,r02_BL,108,16.0,12,0,0,,,,,,,,,
ours_16node_r02_BL,ours_16node,r02_BL,108,16.0,12,0,0,,,,,,,,,
ours_4node_r02_BL,ours_4node,r02_BL,108,16.0,12,0,0,-0.67,car,92.0,5.0,B,1.56,0.59,0.52,"[224.3, 211.8, 433.3, 313.6]"
ours_noatok_r02_BL,ours_noatok,r02_BL,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r02_BL,ours_noadaln,r02_BL,108,16.0,12,0,0,,,,,,,,,
astra_r02_BR,astra,r02_BR,125,20.0,4,0,0,,,,,,,,,
matrixgame_r02_BR,matrixgame,r02_BR,152,25.0,1,0,0,,,,,,,,,
minwm_r02_BR,minwm,r02_BR,77,16.0,13,1,1,0.42,car,14.0,0.06,A,18.99,0.29,0.15,"[369.0, 251.3, 446.8, 311.5]"
worldcam_r02_BR,worldcam,r02_BR,241,30.0,65,0,0,-0.54,car,172.0,3.57,A,2.31,0.14,0.58,"[659.3, 213.2, 716.3, 229.2]"
worldplay_r02_BR,worldplay,r02_BR,146,24.0,1,0,0,-0.54,car,98.0,4.04,A,2.31,0.36,0.57,"[390.1, 243.9, 432.8, 266.2]"
yume_r02_BR,yume,r02_BR,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r02_BR,ours_pca8,r02_BR,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r02_BR,ours_pca4,r02_BR,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r02_BR,ours_pca2,r02_BR,108,16.0,12,0,0,,,,,,,,,
ours_16node_r02_BR,ours_16node,r02_BR,108,16.0,12,0,0,-0.4,car,82.0,4.38,B,1.93,0.15,0.66,"[338.7, 201.5, 430.9, 250.2]"
ours_4node_r02_BR,ours_4node,r02_BR,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r02_BR,ours_noatok,r02_BR,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r02_BR,ours_noadaln,r02_BR,108,16.0,12,0,0,,,,,,,,,
astra_r02_F,astra,r02_F,125,20.0,4,0,0,,,,,,,,,
matrixgame_r02_F,matrixgame,r02_F,152,25.0,1,0,0,,,,,,,,,
minwm_r02_F,minwm,r02_F,77,16.0,13,1,1,0.28,car,14.0,0.06,A,10.08,0.36,0.18,"[353.9, 261.6, 425.7, 312.4]"
worldcam_r02_F,worldcam,r02_F,241,30.0,65,0,0,,,,,,,,,
worldplay_r02_F,worldplay,r02_F,146,24.0,1,0,0,,,,,,,,,
yume_r02_F,yume,r02_F,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r02_F,ours_pca8,r02_F,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r02_F,ours_pca4,r02_F,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r02_F,ours_pca2,r02_F,108,16.0,12,0,0,,,,,,,,,
ours_16node_r02_F,ours_16node,r02_F,108,16.0,12,0,0,,,,,,,,,
ours_4node_r02_F,ours_4node,r02_F,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r02_F,ours_noatok,r02_F,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r02_F,ours_noadaln,r02_F,108,16.0,12,0,0,,,,,,,,,
astra_r02_FL,astra,r02_FL,125,20.0,4,0,0,,,,,,,,,
matrixgame_r02_FL,matrixgame,r02_FL,152,25.0,1,0,0,,,,,,,,,
minwm_r02_FL,minwm,r02_FL,77,16.0,13,1,1,0.55,truck,14.0,0.06,A,7.77,0.0,0.14,"[386.2, 250.2, 444.0, 319.6]"
worldcam_r02_FL,worldcam,r02_FL,241,30.0,65,0,0,,,,,,,,,
worldplay_r02_FL,worldplay,r02_FL,146,24.0,1,0,0,,,,,,,,,
yume_r02_FL,yume,r02_FL,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r02_FL,ours_pca8,r02_FL,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r02_FL,ours_pca4,r02_FL,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r02_FL,ours_pca2,r02_FL,108,16.0,12,0,0,,,,,,,,,
ours_16node_r02_FL,ours_16node,r02_FL,108,16.0,12,0,0,,,,,,,,,
ours_4node_r02_FL,ours_4node,r02_FL,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r02_FL,ours_noatok,r02_FL,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r02_FL,ours_noadaln,r02_FL,108,16.0,12,0,0,,,,,,,,,
astra_r02_FR,astra,r02_FR,125,20.0,4,0,0,,,,,,,,,
matrixgame_r02_FR,matrixgame,r02_FR,152,25.0,1,0,0,,,,,,,,,
minwm_r02_FR,minwm,r02_FR,77,16.0,13,1,1,0.58,car,13.0,0.0,A,11.95,0.0,0.27,"[391.4, 263.7, 433.2, 296.3]"
worldcam_r02_FR,worldcam,r02_FR,241,30.0,65,0,0,,,,,,,,,
worldplay_r02_FR,worldplay,r02_FR,146,24.0,1,0,0,,,,,,,,,
yume_r02_FR,yume,r02_FR,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r02_FR,ours_pca8,r02_FR,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r02_FR,ours_pca4,r02_FR,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r02_FR,ours_pca2,r02_FR,108,16.0,12,0,0,,,,,,,,,
ours_16node_r02_FR,ours_16node,r02_FR,108,16.0,12,0,0,,,,,,,,,
ours_4node_r02_FR,ours_4node,r02_FR,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r02_FR,ours_noatok,r02_FR,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r02_FR,ours_noadaln,r02_FR,108,16.0,12,0,0,,,,,,,,,
astra_r02_L,astra,r02_L,125,20.0,4,0,0,,,,,,,,,
matrixgame_r02_L,matrixgame,r02_L,152,25.0,1,0,0,,,,,,,,,
minwm_r02_L,minwm,r02_L,77,16.0,13,0,0,,,,,,,,,
worldcam_r02_L,worldcam,r02_L,241,30.0,65,0,0,,,,,,,,,
worldplay_r02_L,worldplay,r02_L,146,24.0,1,0,0,,,,,,,,,
yume_r02_L,yume,r02_L,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r02_L,ours_pca8,r02_L,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r02_L,ours_pca4,r02_L,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r02_L,ours_pca2,r02_L,108,16.0,12,0,0,,,,,,,,,
ours_16node_r02_L,ours_16node,r02_L,108,16.0,12,0,0,,,,,,,,,
ours_4node_r02_L,ours_4node,r02_L,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r02_L,ours_noatok,r02_L,108,16.0,12,0,0,,,,,,,,,
