model,window,dir,recession,rot,tx,g0,g1,g2,g3,g4,g5,g6,g7
pca4,30,L,-0.54,-16.76,419.7,0.0308,-0.7128,-0.3862,-0.2466,0.1813,-0.2634,0.1707,-0.2748
pca4,30,FL,-26.6,-6.98,27.5,0.5094,-0.4719,0.2026,0.2211,0.0372,-0.2643,-0.0643,0.1176
pca4,31,F,-12.74,-0.12,-19.7,0.0327,-0.0216,0.0152,-0.0982,0.1267,-0.0989,-0.0136,0.0289
pca4,31,FR,-21.95,0.37,-226.0,0.0665,0.1704,-0.0096,0.058,0.0253,-0.0783,0.0821,0.1765
pca4,31,R,0.98,13.68,-812.9,-0.0687,0.5488,0.7222,0.5512,-0.7007,0.2606,0.2602,-0.0594
pca4,31,BR,28.34,7.49,-281.7,-0.1109,0.3867,0.4633,0.2478,-0.4907,0.1363,0.1124,-0.1522
pca4,31,B,26.76,-0.24,137.8,-0.096,-0.0133,0.0221,-0.21,-0.2283,0.0811,-0.0401,-0.253
pca4,31,BL,44.01,-5.26,342.6,-0.2146,-0.2868,0.2175,-0.266,-0.2248,0.2509,-0.1265,-0.3602
pca4,31,L,28.48,-3.22,667.7,-0.1106,-0.6284,-0.2179,-0.6853,0.0807,-0.0347,0.1627,-0.1979
pca4,31,FL,-15.54,-2.05,179.9,0.0431,-0.2823,-0.2502,-0.2096,0.2518,0.0226,-0.0147,0.0231
pca2,0,F,-14.59,-4.19,3.6,0.5006,0.013,-0.3512,-0.0577,-0.3121,-0.1123,0.4861,0.2845
pca2,0,FR,-53.53,-0.02,-375.0,0.456,0.5038,-0.4528,-0.2045,0.1095,-0.2106,-0.356,0.4121
pca2,0,R,18.96,3.89,-478.4,-0.1075,0.7357,0.4464,0.3606,-0.0272,-0.1111,-0.0655,0.0602
pca2,0,BR,33.35,1.47,-226.7,-0.1843,0.5248,0.4511,0.2379,-0.0987,0.0046,-0.0005,-0.1248
pca2,0,B,13.73,0.9,75.2,-0.2278,-0.0855,0.2576,-0.1911,-0.0184,0.0417,0.0378,-0.2826
pca2,0,BL,8.5,-5.35,348.6,-0.169,-0.4743,-0.0029,-0.3386,0.1995,0.0618,0.0845,-0.2001
pca2,0,L,12.58,-10.71,491.6,-0.0051,-0.6987,-0.2235,-0.2733,0.1724,0.014,0.2773,-0.1073
pca2,0,FL,-20.42,-4.71,144.1,0.2432,-0.4151,-0.1176,-0.0366,-0.1351,0.0293,0.2911,0.2265
pca2,1,F,-27.19,-2.11,-49.8,0.4846,-0.1941,-0.1302,0.1311,0.216,-0.2304,-0.1023,0.2842
pca2,1,FR,-46.17,-0.84,-293.8,0.3291,0.3201,-0.1028,0.1934,0.1538,-0.1242,-0.2562,0.2945
pca2,1,R,-2.73,3.18,-403.0,-0.0457,0.6474,0.3213,0.3282,0.0287,-0.1088,0.0162,0.019
pca2,1,BR,6.63,3.34,-166.9,-0.2043,0.3662,0.305,-0.0289,-0.2202,0.1369,0.1576,-0.0615
pca2,1,B,23.65,0.99,135.4,-0.1861,-0.0364,0.1691,-0.241,-0.1738,0.1273,0.1322,-0.0551
pca2,1,BL,19.07,-2.78,335.3,-0.1828,-0.3884,0.0608,-0.3571,0.0163,0.1335,0.1139,-0.1756
pca2,1,L,-10.58,-9.84,390.3,0.0527,-0.6956,-0.2654,-0.2101,0.2228,-0.0852,0.1145,-0.0279
pca2,1,FL,-26.76,-2.78,89.3,0.4448,-0.498,-0.1243,0.1935,0.183,-0.3005,-0.0011,0.1976
pca2,2,F,-43.0,-6.43,-39.8,0.5114,-0.1084,-0.4539,-0.0992,-0.1284,-0.284,0.3279,0.3816
pca2,2,FR,-71.0,0.28,-446.4,0.3991,0.4517,-0.128,0.0305,0.1746,-0.0985,0.33,0.6849
pca2,2,R,-19.39,-5.5,-366.3,0.0266,0.5498,0.2413,0.0761,-0.0049,0.1574,-0.1128,0.3842
pca2,2,BR,26.63,-0.32,-167.3,-0.2185,0.4797,0.3784,-0.0082,-0.0894,0.0424,0.0126,-0.0065
pca2,2,B,17.42,0.75,93.8,-0.1464,-0.0345,0.164,-0.0801,0.0436,0.0758,0.0464,-0.14
pca2,2,BL,14.03,-9.76,362.4,-0.1218,-0.5045,0.0012,-0.3105,0.1191,0.13,0.135,-0.1738
pca2,2,L,-2.2,-10.27,475.2,0.0323,-0.7222,-0.1433,-0.2161,0.1129,0.1646,0.2768,0.0676
pca2,2,FL,-29.5,-13.06,215.3,0.2203,-0.6116,-0.2325,-0.0064,-0.1166,-0.1095,0.2903,-0.0302
pca2,3,F,-76.65,1.19,-119.8,0.3664,-0.1095,-0.125,-0.0435,0.2444,-0.2724,0.6511,0.5752
pca2,3,FR,-59.66,1.3,-345.0,0.3603,0.6324,-0.4839,0.0282,0.5162,-0.0357,0.4737,0.6087
pca2,3,R,29.59,12.52,-304.3,-0.1293,0.6884,0.4825,0.0039,-0.3096,0.2964,-0.4466,-0.0931
pca2,3,BR,45.61,6.64,-49.4,-0.1951,0.4624,0.3751,-0.1141,-0.383,0.3575,-0.3871,-0.2099
pca2,3,B,27.64,-3.75,139.5,-0.1038,-0.0777,0.1082,-0.1197,-0.1069,0.2026,-0.1434,-0.0489
pca2,3,BL,44.73,2.19,494.7,-0.1202,-0.4477,0.0782,-0.2459,-0.1219,0.2587,-0.1218,-0.1523
pca2,3,L,19.29,2.22,474.9,-0.0252,-0.5845,-0.1044,-0.3079,-0.0028,0.1106,0.2826,0.0101
pca2,3,FL,-19.62,-6.38,187.1,0.0963,-0.4671,-0.1963,-0.1421,0.1148,0.0067,0.3912,0.1183
pca2,4,F,-12.94,-0.73,-6.4,0.3471,0.0099,-0.4319,-0.1412,-0.2149,-0.0824,0.1437,0.1957
pca2,4,FR,-13.15,6.07,-265.5,0.2605,0.4147,-0.1967,0.1989,-0.2615,-0.0015,-0.0699,0.3078
pca2,4,R,-0.48,6.34,-373.9,-0.0243,0.6309,0.2058,0.2691,-0.0292,0.1406,-0.1152,0.1423
pca2,4,BR,20.25,5.52,-144.5,-0.207,0.3848,0.2872,0.077,-0.0803,0.0942,-0.0055,-0.1602
pca2,4,B,7.93,0.67,50.5,-0.1583,-0.0658,0.1565,-0.0734,0.0057,0.0517,0.0641,-0.101
pca2,4,BL,13.5,-6.77,322.7,-0.1697,-0.4402,0.054,-0.3177,0.1298,0.1649,0.1141,-0.0794
pca2,4,L,17.17,-12.34,482.8,0.0142,-0.6975,-0.2177,-0.1933,0.2415,0.0095,0.2512,-0.001
pca2,4,FL,-14.63,-8.08,234.6,0.3209,-0.5554,-0.2085,-0.0134,-0.0644,-0.0913,0.2664,0.2436
pca2,5,F,-14.83,0.38,-38.6,0.3193,-0.2436,0.1391,0.4648,-0.2291,0.0438,0.0822,0.2716
pca2,5,FR,-16.23,4.22,-276.3,0.2522,0.3357,-0.2374,0.0865,0.1239,0.1964,-0.0941,0.4503
pca2,5,R,-29.22,9.57,-617.9,0.1072,0.6194,0.1852,-0.018,-0.0872,0.4231,-0.3789,0.1161
pca2,5,BR,-40.81,3.55,-584.8,0.0198,0.4345,0.393,0.043,-0.2387,0.3009,-0.2008,0.1107
pca2,5,B,-7.57,0.7,-14.3,0.0228,-0.08,-0.042,0.1567,0.162,0.1003,-0.0509,0.1655
pca2,5,BL,9.3,-0.18,367.4,-0.0999,-0.4519,0.0868,-0.1081,-0.0954,0.0707,0.0583,-0.1318
pca2,5,L,-3.99,-3.98,413.9,-0.0395,-0.5954,-0.1307,-0.2462,0.1008,0.1499,0.1454,0.0203
pca2,5,FL,-19.72,-5.71,213.3,0.3067,-0.515,-0.0092,0.4334,-0.0989,0.1779,0.2506,0.1303
pca2,6,F,-16.65,-0.24,17.2,0.1285,-0.2018,-0.1327,0.4959,-0.0075,0.189,-0.365,-0.0118
pca2,6,FR,-24.3,4.77,-331.6,0.1741,0.3334,-0.1272,0.5793,-0.1911,0.4014,-0.103,-0.1279
pca2,6,R,-23.16,2.76,-589.6,-0.0302,0.6452,0.5739,0.4094,-0.4966,0.1703,0.2336,-0.1118
pca2,6,BR,15.61,9.62,-270.0,-0.1255,0.4063,0.4464,-0.059,-0.4053,0.0972,0.2473,-0.2047
pca2,6,B,6.21,-0.92,37.8,-0.0662,-0.0076,0.0675,-0.1352,-0.0928,-0.0748,0.0901,0.0412
pca2,6,BL,1.58,-19.1,358.7,-0.0496,-0.5794,-0.2716,-0.4486,0.3631,-0.0827,-0.4707,-0.1091
pca2,6,L,-1.81,-15.03,433.2,-0.056,-0.7232,-0.3951,-0.592,0.4513,-0.145,-0.0922,0.0779
pca2,6,FL,-55.69,-22.23,344.8,0.059,-0.5071,-0.4416,-0.053,0.3782,0.0196,-0.4453,0.2499
pca2,7,F,-27.28,-2.41,-74.2,0.5794,-0.2152,0.2442,0.043,0.2048,-0.1755,0.1524,0.1906
pca2,7,FR,-44.38,1.86,-318.6,0.5254,0.5133,-0.0486,-0.2894,0.3806,-0.1604,-0.5155,0.1484
pca2,7,R,-10.52,6.65,-373.7,-0.0166,0.6091,0.2827,0.2873,0.0357,-0.0723,-0.0857,-0.0541
pca2,7,BR,8.55,5.55,-160.2,-0.2158,0.369,0.3185,0.0285,-0.1938,0.1074,-0.0045,-0.1562
pca2,7,B,16.45,1.77,127.7,-0.196,-0.0486,0.1625,-0.1794,-0.1664,0.1333,0.0843,-0.1129
pca2,7,BL,8.39,-7.18,302.3,-0.1915,-0.446,0.0155,-0.3011,0.1307,0.0334,0.1398,-0.2733
pca2,7,L,-0.73,-15.17,512.9,0.027,-0.7562,-0.3635,-0.2982,0.3118,-0.1534,0.1654,-0.2036
pca2,7,FL,-14.45,-6.38,83.8,0.5064,-0.5063,0.1997,0.314,-0.07,-0.1947,0.3304,0.1534
pca2,8,F,-23.57,-1.27,-66.0,0.6158,-0.1257,0.251,-0.1495,-0.12,-0.1949,0.4099,0.4168
pca2,8,FR,-32.38,4.56,-286.0,0.5744,0.4424,-0.0472,-0.1929,-0.0651,-0.2649,-0.0007,0.1638
pca2,8,R,-13.08,8.3,-532.8,0.0806,0.7091,0.5971,0.4042,0.116,-0.2992,-0.2921,0.0016
pca2,8,BR,26.05,7.96,-208.4,-0.174,0.5259,0.3671,0.1617,-0.1889,-0.1076,-0.1248,-0.1536
pca2,8,B,13.94,-0.07,95.5,-0.1877,-0.0784,0.0972,-0.1625,-0.1014,0.0079,0.1082,-0.0825
pca2,8,BL,28.25,-8.49,410.3,-0.2071,-0.4629,-0.0062,-0.4434,0.095,0.0999,0.1058,-0.1601
pca2,8,L,20.15,-12.09,616.4,-0.0179,-0.7459,-0.2541,-0.4959,0.2855,-0.1831,0.3904,-0.113
pca2,8,FL,-20.47,-6.77,169.2,0.4576,-0.5177,0.0424,-0.1204,0.0688,-0.1134,0.4126,0.3734
pca2,9,F,-22.76,-1.64,-36.4,0.6029,-0.1174,-0.3066,0.323,-0.5129,0.18,0.6683,-0.1581
pca2,9,FR,-27.73,1.14,-277.0,0.4931,0.5099,-0.3328,-0.015,-0.07,0.0281,-0.0392,0.3539
pca2,9,R,2.76,-3.44,-595.1,-0.0469,0.796,0.3151,0.2615,-0.042,0.1941,0.0397,0.3141
pca2,9,BR,13.98,-2.06,-224.8,-0.24,0.3707,0.3878,-0.0595,0.0156,0.0111,-0.067,-0.1193
pca2,9,B,19.45,-1.05,92.1,-0.1861,-0.0563,0.2461,-0.2011,0.0494,0.0707,-0.0278,-0.067
pca2,9,BL,13.8,-0.31,325.1,-0.1795,-0.3966,0.1525,-0.3571,0.0367,0.198,0.0936,-0.0852
pca2,9,L,-6.04,-0.32,433.2,0.0253,-0.6712,-0.1054,-0.0996,0.0596,0.1899,0.1448,0.0582
pca2,9,FL,-42.34,-3.01,164.7,0.5134,-0.5944,-0.0947,0.1646,-0.351,0.1298,0.6148,-0.0311
pca2,10,F,-47.17,0.38,-131.9,0.3942,-0.0045,-0.4751,0.4855,-0.0243,-0.0393,0.009,-0.1242
pca2,10,FR,-41.41,1.02,-257.9,0.3974,0.481,-0.5239,0.4705,0.1436,0.101,0.3725,-0.0057
pca2,10,R,-36.61,12.71,-552.2,0.0272,0.6893,0.2012,0.4984,0.0226,-0.161,-0.0227,-0.0334
pca2,10,BR,21.89,11.77,-88.0,-0.1512,0.366,0.2918,-0.0026,-0.175,0.032,0.084,-0.0057
pca2,10,B,20.5,1.06,124.2,-0.1342,-0.0684,0.1658,-0.2525,-0.0377,0.1349,0.0736,0.0381
pca2,10,BL,-0.41,-7.7,206.6,-0.1596,-0.4589,0.0345,-0.3712,0.0684,0.2961,-0.0067,-0.0478
pca2,10,L,-16.73,-7.43,476.4,0.0356,-0.7627,-0.4152,-0.4091,0.5205,-0.2796,0.1518,-0.0032
pca2,10,FL,-76.58,-5.31,-128.2,0.3566,-0.3561,-0.2644,0.4871,0.1649,-0.2333,0.2886,-0.0574
pca2,11,F,-8.58,-1.07,29.6,0.0472,-0.0631,-0.0229,-0.0438,-0.039,-0.0096,0.0348,0.0513
pca2,11,FR,-10.69,20.38,-424.2,0.0195,0.2933,0.1137,0.2114,-0.2675,0.3249,0.0865,-0.0328
pca2,11,R,5.86,18.48,-484.3,-0.0577,0.7301,0.4695,0.1844,-0.2829,0.3414,-0.3503,0.0369
pca2,11,BR,35.47,19.77,-368.7,-0.0328,0.3951,0.3919,0.1783,-0.5301,0.5479,0.0542,-0.1169
pca2,11,B,0.11,-0.04,1.1,-0.0234,-0.0022,0.004,-0.0076,-0.004,0.0074,0.0002,0.0064
pca2,11,BL,24.11,-26.47,456.7,-0.0808,-0.5863,-0.0562,-0.3624,0.0787,-0.02,0.3193,-0.1611
pca2,11,L,13.3,-24.88,543.5,-0.0392,-0.7406,-0.242,-0.5025,0.1112,-0.1458,0.5208,-0.2677
pca2,11,FL,9.47,-34.2,493.7,0.0938,-0.4979,-0.225,-0.2903,-0.2272,0.3579,-0.1146,-0.083
pca2,12,F,-48.8,-4.68,-98.9,0.305,-0.0442,-0.4061,0.1163,0.1486,-0.0407,-0.3428,0.2982
pca2,12,FR,-29.2,4.12,-224.3,0.2509,0.2862,-0.1306,0.3428,-0.022,-0.0059,-0.3567,0.1208
pca2,12,R,-20.26,12.94,-524.7,-0.014,0.7268,0.3505,0.5283,0.039,-0.2975,-0.0653,0.0461
pca2,12,BR,13.97,10.62,-251.3,-0.134,0.5425,0.3732,0.2166,-0.1839,-0.0745,0.059,-0.1445
pca2,12,B,10.51,-0.59,76.3,-0.1212,-0.0602,0.1724,-0.1201,-0.0349,0.0784,0.0564,-0.0965
pca2,12,BL,16.29,-10.64,421.3,-0.1049,-0.5845,-0.189,-0.312,0.2786,-0.0528,0.0576,-0.1894
pca2,12,L,1.19,-16.22,473.5,0.0572,-0.7587,-0.4543,-0.2713,0.4098,-0.1747,0.0923,-0.0792
pca2,12,FL,-54.15,-8.76,100.9,0.3418,-0.5527,-0.3485,0.2227,0.2858,-0.3027,0.0227,-0.0595
pca2,13,F,-18.95,-1.96,-52.4,0.1894,0.1553,-0.4946,-0.3393,0.191,0.1212,0.2811,0.222
pca2,13,FR,-11.86,6.34,-252.0,0.3993,0.5838,-0.1833,-0.3499,0.2641,0.0379,-0.3653,0.4493
pca2,13,R,2.24,10.32,-524.7,0.0709,0.7884,0.0554,0.3105,0.0038,0.0578,-0.0626,0.3798
pca2,13,BR,14.45,3.05,-273.2,-0.2064,0.4306,0.4515,0.2839,-0.1977,0.0227,-0.0953,-0.2031
pca2,13,B,13.8,1.42,102.7,-0.2143,-0.053,0.0485,-0.1756,-0.0342,0.0211,0.0011,-0.0372
pca2,13,BL,25.88,-1.19,339.1,-0.203,-0.3657,0.077,-0.2802,-0.0253,0.1574,-0.0764,-0.2671
pca2,13,L,2.12,0.44,556.1,-0.0337,-0.7166,-0.209,-0.5552,0.2131,-0.1779,0.3802,-0.1297
pca2,13,FL,-11.1,-2.12,172.6,0.3987,-0.3727,-0.1217,-0.4164,0.0112,-0.2436,0.461,-0.0813
pca2,14,F,-39.75,-1.26,-54.1,0.3139,-0.0687,-0.5334,0.0944,0.3469,-0.062,0.183,0.0481
pca2,14,FR,-60.76,-4.17,-298.3,0.3617,0.4176,-0.6193,-0.0293,0.2636,-0.1462,0.1137,-0.2453
pca2,14,R,-1.81,15.39,-509.2,-0.0693,0.7456,0.3448,0.4719,-0.1108,-0.2132,0.128,0.0953
pca2,14,BR,22.41,8.88,-134.8,-0.1681,0.4492,0.3779,0.0065,-0.2277,0.1436,-0.0278,0.0739
pca2,14,B,20.31,-1.73,90.4,-0.1438,-0.0721,0.1898,-0.2521,-0.0646,0.1723,-0.1865,-0.1136
pca2,14,BL,30.35,-3.33,428.6,-0.1582,-0.459,0.1183,-0.4598,0.0116,0.135,-0.1056,-0.1712
pca2,14,L,3.15,0.72,582.0,0.0622,-0.7765,-0.3339,-0.2845,0.3805,-0.0876,0.2279,-0.1166
pca2,14,FL,-63.29,-0.91,97.4,0.3914,-0.5383,-0.5024,0.3235,0.0317,-0.0946,0.4534,-0.0007
pca2,15,F,-68.1,1.38,-195.3,0.5757,0.0289,-0.1661,0.4099,-0.2845,-0.3919,0.3752,0.4374
pca2,15,FR,-57.96,2.19,-379.4,0.4318,0.4429,-0.1691,0.4215,-0.256,-0.5132,0.2191,0.263
pca2,15,R,1.16,-1.37,-454.0,-0.036,0.6986,0.2915,0.4013,-0.0224,-0.1913,-0.0762,0.0247
pca2,15,BR,17.05,3.32,-166.0,-0.1622,0.3531,0.3371,-0.0084,-0.1021,0.1869,-0.0084,-0.0481
pca2,15,B,20.47,-1.68,88.0,-0.1615,-0.0526,0.1537,-0.1236,0.0189,0.1303,0.0371,-0.1292
pca2,15,BL,41.4,-0.68,468.2,-0.1878,-0.4406,0.043,-0.4546,0.0078,0.2608,0.0098,-0.1672
pca2,15,L,21.73,9.05,739.7,-0.0113,-0.7779,-0.3449,-0.4393,0.3251,-0.0263,0.2471,-0.0659
pca2,15,FL,-49.8,-5.07,11.9,0.359,-0.4203,-0.2157,0.3393,-0.1127,-0.2854,0.1308,0.0245
pca2,16,F,-26.0,-1.44,-42.1,0.5214,-0.055,0.257,-0.3305,0.337,-0.1699,0.1904,-0.096
pca2,16,FR,-47.88,0.52,-266.3,0.4581,0.394,-0.0147,-0.3415,0.4136,-0.4112,0.3254,0.2886
pca2,16,R,-15.4,4.69,-517.6,0.1631,0.6454,0.5278,0.557,0.1319,-0.102,0.0588,0.0409
pca2,16,BR,2.63,1.7,-180.3,-0.1274,0.3544,0.2663,0.1008,-0.0987,0.0748,0.0182,-0.0457
pca2,16,B,9.38,-2.07,65.3,-0.1049,-0.0637,0.0495,-0.0838,-0.0512,0.0278,0.0628,-0.0067
pca2,16,BL,17.25,-7.27,339.0,-0.1722,-0.4427,-0.0767,-0.3259,0.0012,0.0653,0.0632,-0.054
pca2,16,L,14.35,-8.41,538.1,-0.0493,-0.6923,-0.2934,-0.4968,0.2615,-0.2132,0.331,-0.0661
pca2,16,FL,-32.35,-3.07,71.9,0.5358,-0.5112,0.2115,0.0768,0.1704,-0.2001,0.4681,-0.0378
pca2,17,F,-83.57,-0.34,-208.9,0.1717,0.0779,-0.5222,0.2794,0.5601,-0.3589,0.1181,0.2529
pca2,17,FR,-67.28,1.8,-310.2,0.1227,0.3086,-0.2971,0.6222,0.4871,-0.4709,0.3584,0.4508
pca2,17,R,1.76,11.56,-388.1,0.0023,0.5749,0.4645,0.6842,-0.1654,-0.2479,0.4559,0.174
pca2,17,BR,11.15,2.2,-163.4,-0.0655,0.3458,0.2629,0.1947,-0.2238,-0.0441,0.3235,-0.0449
pca2,17,B,4.08,-0.31,30.2,-0.0476,-0.0407,0.0561,-0.0294,-0.0529,0.0213,-0.0071,-0.0356
pca2,17,BL,5.23,-4.07,271.0,-0.1074,-0.4337,0.0184,-0.4251,0.0876,0.079,-0.182,-0.1147
pca2,17,L,-15.5,-9.5,375.4,-0.0267,-0.6377,-0.4597,-0.5205,0.5883,-0.3671,-0.0915,-0.0634
pca2,17,FL,-95.3,-1.77,-38.4,0.1416,-0.3762,-0.5147,0.1008,0.6415,-0.4233,0.0914,0.0845
pca2,18,F,-32.22,-3.25,-46.9,0.5407,-0.2483,-0.0236,0.4358,-0.3443,0.0104,0.6188,0.2652
pca2,18,FR,-8.02,6.72,-316.3,0.4939,0.5834,-0.2656,0.02,-0.0938,-0.3346,-0.0007,0.099
pca2,18,R,4.68,6.62,-613.1,-0.0011,0.7549,0.0335,0.0861,0.1388,-0.0426,-0.3602,0.0169
pca2,18,BR,22.52,6.2,-309.5,-0.1831,0.5187,0.1335,-0.0866,0.1768,-0.0418,-0.162,-0.1656
pca2,18,B,14.63,0.05,72.3,-0.1655,-0.055,0.1638,-0.1734,0.0262,0.0956,-0.0671,-0.1534
pca2,18,BL,27.58,-7.33,392.9,-0.2194,-0.4554,0.1721,-0.45,-0.1038,0.3251,0.0008,-0.2199
pca2,18,L,4.16,-13.54,485.2,0.0362,-0.7044,-0.148,-0.2619,0.0373,0.2724,0.2969,0.0881
pca2,18,FL,-13.98,-5.14,203.3,0.1437,-0.5109,0.1182,-0.0107,-0.2553,0.148,0.1804,0.1092
pca2,19,F,-12.07,-0.82,-28.0,0.4413,-0.0348,0.0428,-0.0301,-0.0931,0.1337,-0.1313,-0.09
pca2,19,FR,-25.83,3.38,-337.7,0.3191,0.4169,0.1552,0.1367,0.0996,-0.0209,-0.3337,0.0122
pca2,19,R,-1.81,-1.6,-461.1,0.0229,0.6618,0.3601,0.368,0.0592,-0.0281,-0.0772,0.0816
pca2,19,BR,0.9,3.74,-292.1,-0.091,0.4734,0.3788,0.0453,-0.1103,0.1093,0.0029,-0.0366
pca2,19,B,11.4,-2.63,45.5,-0.2169,0.01,0.1847,-0.2007,-0.1192,-0.0406,0.1824,-0.1586
pca2,19,BL,15.86,-5.99,393.1,-0.137,-0.5223,-0.139,-0.3467,0.1136,0.1211,0.155,0.057
pca2,19,L,21.77,-8.67,674.4,0.0222,-0.8086,-0.3543,-0.3845,0.3256,-0.012,0.3081,0.1002
pca2,19,FL,-37.66,-5.75,172.6,0.4281,-0.5862,-0.1679,0.0436,-0.0235,0.0028,0.1076,0.2223
pca2,20,F,-31.82,0.05,-39.3,0.4151,-0.0377,-0.1424,0.3867,0.0261,-0.1741,0.6543,0.2073
pca2,20,FR,-27.84,0.81,-324.4,0.3922,0.492,-0.034,0.2548,0.0914,-0.3165,0.2648,0.3335
pca2,20,R,19.36,-5.88,-503.5,-0.1167,0.7365,0.5,0.3188,-0.1099,0.1587,0.06,0.2511
pca2,20,BR,39.15,-1.49,-64.1,-0.2223,0.343,0.339,-0.068,-0.1471,0.2336,-0.1682,-0.0817
pca2,20,B,33.5,1.31,215.2,-0.1651,-0.0733,0.122,-0.2444,-0.0025,0.2263,-0.0525,-0.1886
pca2,20,BL,18.19,1.83,304.8,-0.192,-0.418,0.0498,-0.4288,-0.043,0.2487,0.0315,-0.118
pca2,20,L,-8.72,-3.84,486.1,0.0645,-0.7628,-0.3335,-0.2424,0.2748,-0.1233,0.1609,-0.0798
pca2,20,FL,-104.12,-2.7,-16.6,0.3697,-0.5635,-0.1883,0.278,0.0343,-0.1351,0.354,-0.0691
pca2,21,F,-18.33,8.28,-41.9,0.0387,-0.026,0.067,0.0028,-0.0537,-0.0709,0.048,0.0266
pca2,21,FR,-48.83,164.15,-8.3,0.0559,0.2085,-0.2084,0.1541,0.0901,-0.1387,0.1395,0.1483
pca2,21,R,-27.62,12.22,-68.5,-0.047,0.2034,0.1993,0.1332,-0.0186,-0.0154,-0.0474,0.04
pca2,21,BR,-15.35,4.48,-504.3,-0.0245,0.1344,0.0988,0.2177,0.0615,-0.1308,-0.0847,-0.0131
pca2,21,B,3.51,-1.2,10.1,-0.0214,-0.0123,-0.003,-0.0218,-0.0015,0.0118,0.0092,0.0054
pca2,21,BL,46.1,-19.73,648.6,-0.0792,-0.3765,0.0225,-0.4425,-0.2879,0.3177,0.1713,-0.3093
pca2,21,L,46.05,-58.29,766.0,-0.0037,-0.7061,-0.2566,-0.5415,-0.2337,0.2197,0.3308,-0.2171
pca2,21,FL,29.34,-1.37,560.2,0.0931,-0.3154,-0.1795,-0.4438,-0.0971,0.1572,0.1812,-0.1562
pca2,22,F,-55.7,-3.21,-134.0,0.4329,-0.1248,-0.5705,0.1813,0.066,0.1952,0.2329,-0.2842
pca2,22,FR,-97.93,0.01,-454.7,0.4185,0.4411,-0.6308,0.0165,0.3427,-0.0461,0.1718,-0.2298
pca2,22,R,-21.94,8.58,-509.3,-0.0462,0.6882,0.2004,0.3857,-0.0994,0.0533,0.2186,0.2358
pca2,22,BR,12.6,8.44,-256.4,-0.2396,0.495,0.556,0.0445,-0.2718,0.0713,0.1344,0.0381
pca2,22,B,26.43,-1.01,146.5,-0.1793,-0.0626,0.3143,-0.2243,-0.1218,0.1234,-0.0162,-0.0869
pca2,22,BL,34.36,-8.75,424.7,-0.1855,-0.3908,0.2198,-0.4683,-0.0852,0.2074,0.0548,-0.0849
pca2,22,L,-9.15,-6.45,382.4,0.0205,-0.6773,-0.2177,-0.2112,0.29,-0.1315,-0.0396,-0.0953
pca2,22,FL,-60.64,-5.03,24.5,0.4885,-0.5061,-0.4614,0.1969,-0.0207,-0.0408,0.2337,-0.1414
pca2,23,F,-29.8,-1.33,-45.6,0.6126,-0.1839,0.0161,0.1551,-0.2629,0.0668,0.5881,-0.2169
pca2,23,FR,-34.23,2.9,-266.9,0.5804,0.4673,-0.289,-0.0522,0.0793,0.0411,0.4606,-0.0632
pca2,23,R,-20.05,8.33,-512.9,0.1452,0.7527,0.1284,0.3101,0.0329,-0.0321,0.0178,-0.0183
pca2,23,BR,12.37,9.29,-199.2,-0.2333,0.3894,0.3966,0.1456,-0.0783,0.0468,0.0418,-0.1029
pca2,23,B,12.54,-1.2,62.7,-0.2192,-0.0506,0.2288,-0.1065,0.046,0.0311,-0.0188,-0.2054
pca2,23,BL,18.19,-8.34,356.9,-0.2141,-0.4666,0.0024,-0.3894,0.2647,-0.0032,0.0383,-0.1905
pca2,23,L,13.98,-9.97,630.3,0.0558,-0.7983,-0.3019,-0.322,0.3868,-0.2213,0.2007,-0.1181
pca2,23,FL,-27.41,-5.1,84.7,0.5387,-0.4686,0.0084,-0.0041,0.015,0.004,0.5634,-0.0519
pca2,24,F,-10.6,1.05,-18.8,0.5855,-0.0575,0.0835,-0.0143,-0.3492,-0.0259,0.2818,0.1945
pca2,24,FR,-32.89,4.8,-316.4,0.5751,0.4637,-0.0797,0.0264,-0.1121,-0.2648,-0.0874,0.41
pca2,24,R,-17.22,6.05,-476.3,-0.0065,0.6662,0.2742,0.3321,-0.0285,-0.1183,0.094,0.1449
pca2,24,BR,6.85,7.34,-236.4,-0.1231,0.4379,0.2672,0.0921,-0.0799,-0.011,0.0993,-0.0352
pca2,24,B,15.75,0.69,76.8,-0.2227,-0.033,0.2454,-0.2197,-0.0349,0.1387,0.0693,-0.2113
pca2,24,BL,7.14,-5.79,301.8,-0.2029,-0.4903,0.0191,-0.3113,0.0879,0.0891,0.0645,-0.2358
pca2,24,L,-12.27,-7.54,407.3,0.0406,-0.726,-0.2653,-0.1676,0.2975,-0.0378,0.1254,0.0053
pca2,24,FL,-21.36,-9.11,194.3,0.5763,-0.6591,0.0226,0.3816,-0.3045,-0.0761,0.1392,0.3274
pca2,25,F,-22.68,-0.71,-50.6,0.0963,-0.149,0.0054,0.1144,0.2478,-0.154,0.1375,0.1385
pca2,25,FR,-133.96,-1.07,-627.4,0.1188,0.2776,0.0859,0.2667,0.2631,-0.0881,-0.2679,0.2812
pca2,25,R,-109.14,72.65,-219.9,0.0109,0.4835,0.4155,-0.0,-0.082,0.2855,-0.1489,0.6605
