model,window,dir,recession,rot,tx,g0,g1,g2,g3,g4,g5,g6,g7
worldplay,30,F,-44.35,-0.49,-137.4,0.0679,-0.0478,-0.0727,-0.0791,-0.0791,-0.1079,-0.2073,0.0246
worldplay,30,FR,-37.01,2.72,-721.1,0.1383,0.6056,-0.0993,0.084,-0.0152,-0.195,-0.1762,0.1383
worldplay,30,R,30.13,3.55,-662.7,0.0458,0.7924,-0.0163,0.4396,0.1232,-0.2562,0.2011,0.3078
worldplay,30,BR,23.38,-4.25,-762.4,0.0162,0.7651,0.0884,0.3622,0.1025,-0.107,0.12,0.2104
worldplay,30,B,49.9,-0.39,280.8,-0.1293,-0.0147,0.1445,-0.2204,-0.1611,0.2101,0.0104,-0.1046
worldplay,30,BL,37.35,-9.34,514.2,-0.0602,-0.4177,0.056,-0.1687,-0.1062,0.1241,0.1957,-0.1854
worldplay,30,L,48.36,-0.1,1038.7,0.1073,-0.7595,-0.3412,0.0222,0.405,-0.1506,-0.1119,-0.0257
worldplay,30,FL,-37.65,1.37,477.2,0.1107,-0.5976,-0.2706,0.1063,0.3449,-0.1945,-0.1061,0.0179
worldplay,31,F,-25.61,0.1,-99.9,0.1971,-0.0147,0.0551,0.0214,-0.1415,-0.0381,0.0057,0.3282
worldplay,31,FR,52.93,1.25,-258.5,0.1343,0.5982,0.0041,0.2186,-0.1149,-0.0254,0.2071,0.369
worldplay,31,R,66.28,8.71,-279.8,-0.0444,0.6621,0.2525,0.2831,-0.0734,0.0226,0.0361,0.2026
worldplay,31,BR,69.24,5.92,-252.8,-0.0538,0.6786,0.2149,0.2795,-0.0278,0.0263,0.0937,0.174
worldplay,31,B,17.67,0.05,81.3,-0.1503,-0.0133,0.1448,-0.0945,0.0366,0.0673,0.0892,-0.113
worldplay,31,BL,27.74,-1.38,333.9,-0.0923,-0.462,0.2358,0.1907,-0.0998,-0.0616,0.5864,-0.1331
worldplay,31,L,53.13,-10.45,1017.2,0.0198,-0.6904,-0.3052,-0.2145,0.3614,-0.091,0.0843,-0.0417
worldplay,31,FL,49.33,-5.53,855.0,0.0486,-0.6094,-0.2408,-0.1413,0.3125,-0.0455,-0.0211,0.043
