scene,model,dino_drift
r08_BR,ours_pca4,0.4332
r08_BR,ours_pca2,0.3863
r08_BR,ours_16node,0.5393
r08_BR,ours_4node,0.509
r08_BR,ours_noatok,0.4611
r08_BR,ours_noadaln,0.5788
r08_F,astra,0.3986
r08_F,matrixgame,0.5687
r08_F,minwm,0.2714
r08_F,worldcam,0.5603
r08_F,worldplay,0.43
r08_F,yume,0.2054
r08_F,ours_pca8,0.2281
r08_F,ours_pca4,0.2106
r08_F,ours_pca2,0.2591
r08_F,ours_16node,0.2357
r08_F,ours_4node,0.2135
r08_F,ours_noatok,0.2309
r08_F,ours_noadaln,0.2669
r08_FL,astra,0.4259
r08_FL,matrixgame,0.7528
r08_FL,minwm,0.3382
r08_FL,worldcam,0.8313
r08_FL,worldplay,0.6108
r08_FL,yume,0.3652
r08_FL,ours_pca8,0.2216
r08_FL,ours_pca4,0.2965
r08_FL,ours_pca2,0.3342
r08_FL,ours_16node,0.278
r08_FL,ours_4node,0.3534
r08_FL,ours_noatok,0.3307
r08_FL,ours_noadaln,0.2662
r08_FR,astra,0.2801
r08_FR,matrixgame,0.7902
r08_FR,minwm,0.4251
r08_FR,worldcam,0.6915
r08_FR,worldplay,0.8403
r08_FR,yume,0.6686
r08_FR,ours_pca8,0.3025
r08_FR,ours_pca4,0.454
r08_FR,ours_pca2,0.2575
r08_FR,ours_16node,0.2729
r08_FR,ours_4node,0.4453
r08_FR,ours_noatok,0.4699
r08_FR,ours_noadaln,0.5781
r08_L,astra,0.3915
r08_L,matrixgame,1.0171
r08_L,minwm,0.3328
r08_L,worldcam,0.8054
r08_L,worldplay,0.4683
r08_L,yume,0.4595
r08_L,ours_pca8,0.5746
r08_L,ours_pca4,0.5136
r08_L,ours_pca2,0.6122
r08_L,ours_16node,0.448
r08_L,ours_4node,0.5759
r08_L,ours_noatok,0.4715
r08_L,ours_noadaln,0.262
r08_R,astra,0.7704
r08_R,matrixgame,0.9218
r08_R,minwm,0.3653
r08_R,worldcam,0.8897
r08_R,worldplay,0.7361
r08_R,yume,0.5454
r08_R,ours_pca8,0.4224
r08_R,ours_pca4,0.5714
r08_R,ours_pca2,0.5043
r08_R,ours_16node,0.4083
r08_R,ours_4node,0.5559
r08_R,ours_noatok,0.5712
r08_R,ours_noadaln,0.4802
r09_B,astra,0.3175
r09_B,matrixgame,0.5169
r09_B,minwm,0.2567
r09_B,worldcam,0.3349
r09_B,worldplay,0.4569
r09_B,yume,0.4356
r09_B,ours_pca8,0.2422
r09_B,ours_pca4,0.217
r09_B,ours_pca2,0.1977
r09_B,ours_16node,0.2182
r09_B,ours_4node,0.2141
r09_B,ours_noatok,0.2617
r09_B,ours_noadaln,0.1937
r09_BL,astra,0.3967
r09_BL,matrixgame,0.7625
r09_BL,minwm,0.5592
r09_BL,worldcam,0.8419
r09_BL,worldplay,0.51
r09_BL,yume,0.4549
r09_BL,ours_pca8,0.2832
r09_BL,ours_pca4,0.2797
r09_BL,ours_pca2,0.2022
r09_BL,ours_16node,0.1892
r09_BL,ours_4node,0.3183
r09_BL,ours_noatok,0.2469
r09_BL,ours_noadaln,0.1873
r09_BR,astra,0.5642
r09_BR,matrixgame,0.4795
r09_BR,minwm,0.4599
r09_BR,worldcam,0.8471
r09_BR,worldplay,0.6119
r09_BR,yume,0.5499
r09_BR,ours_pca8,0.2978
r09_BR,ours_pca4,0.4128
r09_BR,ours_pca2,0.2732
r09_BR,ours_16node,0.4138
r09_BR,ours_4node,0.4158
r09_BR,ours_noatok,0.3815
r09_BR,ours_noadaln,0.2339
r09_F,astra,0.5121
r09_F,matrixgame,0.6007
r09_F,minwm,0.5672
r09_F,worldcam,0.5308
r09_F,worldplay,0.3243
r09_F,yume,0.3094
r09_F,ours_pca8,0.1849
r09_F,ours_pca4,0.2096
r09_F,ours_pca2,0.1993
r09_F,ours_16node,0.1845
r09_F,ours_4node,0.2144
r09_F,ours_noatok,0.2057
r09_F,ours_noadaln,0.1933
r09_FL,astra,0.2876
r09_FL,matrixgame,0.6843
r09_FL,minwm,0.3174
r09_FL,worldcam,0.9003
r09_FL,worldplay,0.5664
r09_FL,yume,0.375
r09_FL,ours_pca8,0.2307
r09_FL,ours_pca4,0.2898
r09_FL,ours_pca2,0.2604
r09_FL,ours_16node,0.2712
r09_FL,ours_4node,0.284
r09_FL,ours_noatok,0.2753
r09_FL,ours_noadaln,0.1862
r09_FR,astra,0.4008
r09_FR,matrixgame,0.6913
r09_FR,minwm,0.2722
r09_FR,worldcam,0.7927
r09_FR,worldplay,0.5498
r09_FR,yume,0.5332
r09_FR,ours_pca8,0.2258
r09_FR,ours_pca4,0.2728
r09_FR,ours_pca2,0.1921
r09_FR,ours_16node,0.2192
r09_FR,ours_4node,0.2756
r09_FR,ours_noatok,0.2808
r09_FR,ours_noadaln,0.213
r09_L,astra,0.5932
r09_L,matrixgame,0.6842
r09_L,minwm,0.4701
r09_L,worldcam,0.8547
r09_L,worldplay,0.6031
r09_L,yume,0.4848
r09_L,ours_pca8,0.2724
r09_L,ours_pca4,0.254
r09_L,ours_pca2,0.2895
r09_L,ours_16node,0.2061
r09_L,ours_4node,0.3411
r09_L,ours_noatok,0.2187
r09_L,ours_noadaln,0.1919
r09_R,astra,0.5867
r09_R,matrixgame,0.6825
r09_R,minwm,0.366
r09_R,worldcam,0.8488
r09_R,worldplay,0.6207
r09_R,yume,0.4857
r09_R,ours_pca8,0.3197
r09_R,ours_pca4,0.4045
r09_R,ours_pca2,0.411
r09_R,ours_16node,0.3257
r09_R,ours_4node,0.334
r09_R,ours_noatok,0.3725
r09_R,ours_noadaln,0.2526
r10_B,astra,0.3717
r10_B,matrixgame,0.5579
r10_B,minwm,0.1623
r10_B,worldcam,0.2746
r10_B,worldplay,0.3633
r10_B,yume,0.3676
r10_B,ours_pca8,0.2112
r10_B,ours_pca4,0.4187
r10_B,ours_pca2,0.1381
r10_B,ours_16node,0.2258
r10_B,ours_4node,0.1635
r10_B,ours_noatok,0.1597
r10_B,ours_noadaln,0.2079
r10_BL,astra,0.2724
r10_BL,matrixgame,0.7649
r10_BL,minwm,0.2155
r10_BL,worldcam,0.7148
r10_BL,worldplay,0.4569
r10_BL,yume,0.5946
r10_BL,ours_pca8,0.2304
r10_BL,ours_pca4,0.3365
r10_BL,ours_pca2,0.2443
r10_BL,ours_16node,0.2015
r10_BL,ours_4node,0.4391
r10_BL,ours_noatok,0.2415
r10_BL,ours_noadaln,0.1977
r10_BR,astra,0.3858
r10_BR,matrixgame,0.6708
r10_BR,minwm,0.2401
r10_BR,worldcam,0.7015
r10_BR,worldplay,0.7727
r10_BR,yume,0.5614
r10_BR,ours_pca8,0.2332
r10_BR,ours_pca4,0.4101
r10_BR,ours_pca2,0.2333
r10_BR,ours_16node,0.3011
r10_BR,ours_4node,0.4344
r10_BR,ours_noatok,0.3674
r10_BR,ours_noadaln,0.2204
r10_F,astra,0.081
r10_F,matrixgame,0.5517
r10_F,minwm,0.0837
r10_F,worldcam,0.5415
r10_F,worldplay,0.4018
r10_F,yume,0.2067
r10_F,ours_pca8,0.1491
r10_F,ours_pca4,0.2262
r10_F,ours_pca2,0.1584
r10_F,ours_16node,0.1711
r10_F,ours_4node,0.2321
r10_F,ours_noatok,0.1729
r10_F,ours_noadaln,0.1938
r10_FL,astra,0.1653
r10_FL,matrixgame,0.8713
r10_FL,minwm,0.1203
r10_FL,worldcam,0.7992
r10_FL,worldplay,0.7942
r10_FL,yume,0.7627
r10_FL,ours_pca8,0.2059
r10_FL,ours_pca4,0.342
r10_FL,ours_pca2,0.2644
r10_FL,ours_16node,0.2182
r10_FL,ours_4node,0.3184
r10_FL,ours_noatok,0.242
r10_FL,ours_noadaln,0.2
r10_FR,astra,0.2362
r10_FR,matrixgame,0.6358
r10_FR,minwm,0.2704
r10_FR,worldcam,0.6046
r10_FR,worldplay,0.6564
r10_FR,yume,0.654
r10_FR,ours_pca8,0.2365
r10_FR,ours_pca4,0.2104
r10_FR,ours_pca2,0.2238
r10_FR,ours_16node,0.2137
r10_FR,ours_4node,0.2783
r10_FR,ours_noatok,0.1678
r10_FR,ours_noadaln,0.1741
r10_L,astra,0.2073
r10_L,matrixgame,0.9625
r10_L,minwm,0.2436
r10_L,worldcam,0.7004
r10_L,worldplay,0.7726
r10_L,yume,0.7133
r10_L,ours_pca8,0.5827
r10_L,ours_pca4,0.6836
r10_L,ours_pca2,0.6216
r10_L,ours_16node,0.6438
r10_L,ours_4node,0.6103
r10_L,ours_noatok,0.5914
r10_L,ours_noadaln,0.1979
r10_R,astra,0.2157
r10_R,matrixgame,0.7885
r10_R,minwm,0.1805
r10_R,worldcam,0.6053
r10_R,worldplay,0.5678
r10_R,yume,0.1569
r10_R,ours_pca8,0.4301
r10_R,ours_pca4,0.5237
r10_R,ours_pca2,0.5984
r10_R,ours_16node,0.4424
r10_R,ours_4node,0.7023
r10_R,ours_noatok,0.5635
r10_R,ours_noadaln,0.2473
r11_B,astra,0.5589
r11_B,matrixgame,0.5125
r11_B,minwm,0.239
r11_B,worldcam,0.5411
r11_B,worldplay,0.55
r11_B,yume,0.2386
r11_B,ours_pca8,0.4651
r11_B,ours_pca4,0.6102
r11_B,ours_pca2,0.1088
r11_B,ours_16node,0.4407
r11_B,ours_4node,0.5764
r11_B,ours_noatok,0.6308
r11_B,ours_noadaln,0.0564
r11_BL,astra,0.649
r11_BL,matrixgame,0.847
r11_BL,minwm,0.4402
r11_BL,worldcam,0.5918
r11_BL,worldplay,0.4145
r11_BL,yume,0.4176
r11_BL,ours_pca8,0.4755
r11_BL,ours_pca4,0.5273
r11_BL,ours_pca2,0.5016
r11_BL,ours_16node,0.4031
r11_BL,ours_4node,0.4342
r11_BL,ours_noatok,0.7042
r11_BL,ours_noadaln,0.0529
r11_BR,astra,0.5968
r11_BR,matrixgame,0.8731
r11_BR,minwm,0.3379
r11_BR,worldcam,0.6691
r11_BR,worldplay,0.374
r11_BR,yume,0.4965
r11_BR,ours_pca8,0.3813
r11_BR,ours_pca4,0.544
r11_BR,ours_pca2,0.4977
r11_BR,ours_16node,0.4251
r11_BR,ours_4node,0.4405
r11_BR,ours_noatok,0.3988
r11_BR,ours_noadaln,0.6071
r11_F,astra,0.7389
r11_F,matrixgame,0.5527
r11_F,minwm,0.6987
r11_F,worldcam,0.4616
r11_F,worldplay,0.4415
r11_F,yume,0.4167
r11_F,ours_pca8,0.2107
r11_F,ours_pca4,0.2406
r11_F,ours_pca2,0.2901
r11_F,ours_16node,0.1827
r11_F,ours_4node,0.1926
r11_F,ours_noatok,0.2422
r11_F,ours_noadaln,0.0525
r11_FL,astra,0.6011
r11_FL,matrixgame,0.8648
r11_FL,minwm,0.5082
r11_FL,worldcam,0.6409
r11_FL,worldplay,0.3593
r11_FL,yume,0.5302
r11_FL,ours_pca8,0.5249
r11_FL,ours_pca4,0.4134
r11_FL,ours_pca2,0.4742
r11_FL,ours_16node,0.5029
r11_FL,ours_4node,0.5112
r11_FL,ours_noatok,0.5154
r11_FL,ours_noadaln,0.0532
r11_FR,astra,0.3588
r11_FR,matrixgame,0.7722
r11_FR,minwm,0.7323
r11_FR,worldcam,0.628
r11_FR,worldplay,0.5039
r11_FR,yume,0.5815
r11_FR,ours_pca8,0.4193
r11_FR,ours_pca4,0.4794
r11_FR,ours_pca2,0.3305
r11_FR,ours_16node,0.3346
r11_FR,ours_4node,0.3987
r11_FR,ours_noatok,0.3236
r11_FR,ours_noadaln,0.5843
r11_L,astra,0.6389
r11_L,matrixgame,1.0479
r11_L,minwm,0.4427
r11_L,worldcam,0.6655
r11_L,worldplay,0.3666
r11_L,yume,0.2257
r11_L,ours_pca8,0.576
r11_L,ours_pca4,0.5477
r11_L,ours_pca2,0.6419
r11_L,ours_16node,0.4648
r11_L,ours_4node,0.4591
r11_L,ours_noatok,0.7058
r11_L,ours_noadaln,0.0549
r11_R,astra,0.3327
r11_R,matrixgame,0.9503
r11_R,minwm,0.4309
r11_R,worldcam,0.7372
r11_R,worldplay,0.4774
r11_R,yume,0.2998
r11_R,ours_pca8,0.4859
r11_R,ours_pca4,0.6291
r11_R,ours_pca2,0.4452
r11_R,ours_16node,0.3748
r11_R,ours_4node,0.5077
r11_R,ours_noatok,0.4312
r11_R,ours_noadaln,0.6384
r12_B,astra,0.1847
r12_B,matrixgame,0.5781
r12_B,minwm,0.1353
r12_B,worldcam,0.3185
r12_B,worldplay,0.5428
r12_B,yume,0.2387
r12_B,ours_pca8,0.2318
r12_B,ours_pca4,0.2371
r12_B,ours_pca2,0.249
r12_B,ours_16node,0.2124
r12_B,ours_4node,0.2465
r12_B,ours_noatok,0.2968
r12_B,ours_noadaln,0.2369
r12_BL,astra,0.3206
r12_BL,matrixgame,1.0187
r12_BL,minwm,0.3141
r12_BL,worldcam,0.7409
r12_BL,worldplay,0.595
r12_BL,yume,0.5984
r12_BL,ours_pca8,0.3575
r12_BL,ours_pca4,0.4481
r12_BL,ours_pca2,0.3477
r12_BL,ours_16node,0.4174
r12_BL,ours_4node,0.4203
r12_BL,ours_noatok,0.3492
r12_BL,ours_noadaln,0.2297
r12_BR,astra,0.3917
r12_BR,matrixgame,0.799
r12_BR,minwm,0.3108
r12_BR,worldcam,0.8283
r12_BR,worldplay,0.6809
r12_BR,yume,0.672
r12_BR,ours_pca8,0.2881
r12_BR,ours_pca4,0.3565
r12_BR,ours_pca2,0.3742
r12_BR,ours_16node,0.4222
r12_BR,ours_4node,0.449
r12_BR,ours_noatok,0.2972
r12_BR,ours_noadaln,0.2818
r12_F,astra,0.1272
r12_F,matrixgame,0.7984
r12_F,minwm,0.1269
r12_F,worldcam,0.4028
r12_F,worldplay,0.4038
r12_F,yume,0.2066
r12_F,ours_pca8,0.1925
r12_F,ours_pca4,0.2261
r12_F,ours_pca2,0.198
r12_F,ours_16node,0.188
r12_F,ours_4node,0.1854
r12_F,ours_noatok,0.2373
r12_F,ours_noadaln,0.2363
r12_FL,astra,0.2218
r12_FL,matrixgame,0.9102
r12_FL,minwm,0.2787
r12_FL,worldcam,0.8616
r12_FL,worldplay,0.676
r12_FL,yume,0.5597
r12_FL,ours_pca8,0.3161
r12_FL,ours_pca4,0.3457
r12_FL,ours_pca2,0.283
r12_FL,ours_16node,0.247
r12_FL,ours_4node,0.346
r12_FL,ours_noatok,0.4292
r12_FL,ours_noadaln,0.2435
r12_FR,astra,0.5254
r12_FR,matrixgame,0.8408
r12_FR,minwm,0.2631
r12_FR,worldcam,0.8783
r12_FR,worldplay,0.6415
r12_FR,yume,0.5969
r12_FR,ours_pca8,0.2848
r12_FR,ours_pca4,0.3647
r12_FR,ours_pca2,0.2394
r12_FR,ours_16node,0.3185
r12_FR,ours_4node,0.5134
r12_FR,ours_noatok,0.3139
r12_FR,ours_noadaln,0.3065
r12_L,astra,0.292
r12_L,matrixgame,0.88
r12_L,minwm,0.3014
r12_L,worldcam,0.802
r12_L,worldplay,0.6562
r12_L,yume,0.2362
r12_L,ours_pca8,0.3
r12_L,ours_pca4,0.2612
r12_L,ours_pca2,0.3395
r12_L,ours_16node,0.3933
r12_L,ours_4node,0.4867
r12_L,ours_noatok,0.2915
r12_L,ours_noadaln,0.2356
r12_R,astra,0.7196
r12_R,matrixgame,0.7751
r12_R,minwm,0.3597
r12_R,worldcam,0.7008
r12_R,worldplay,0.6692
r12_R,yume,0.4322
r12_R,ours_pca8,0.3942
r12_R,ours_pca4,0.5923
r12_R,ours_pca2,0.4095
r12_R,ours_16node,0.5166
r12_R,ours_4node,0.5712
r12_R,ours_noatok,0.3867
r12_R,ours_noadaln,0.2739
r13_B,astra,0.3276
r13_B,matrixgame,0.5948
r13_B,minwm,0.2849
r13_B,worldcam,0.3234
r13_B,worldplay,0.394
r13_B,yume,0.2524
r13_B,ours_pca8,0.2732
r13_B,ours_pca4,0.285
r13_B,ours_pca2,0.2567
r13_B,ours_16node,0.272
r13_B,ours_4node,0.2
r13_B,ours_noatok,0.2005
r13_B,ours_noadaln,0.2408
r13_BL,astra,0.6986
r13_BL,matrixgame,0.7799
r13_BL,minwm,0.4484
r13_BL,worldcam,0.8189
r13_BL,worldplay,0.6691
r13_BL,yume,0.5996
r13_BL,ours_pca8,0.3465
r13_BL,ours_pca4,0.3381
r13_BL,ours_pca2,0.4761
r13_BL,ours_16node,0.3701
r13_BL,ours_4node,0.5462
r13_BL,ours_noatok,0.3748
r13_BL,ours_noadaln,0.2522
r13_BR,astra,0.7967
r13_BR,matrixgame,0.7722
r13_BR,minwm,0.2954
r13_BR,worldcam,0.8604
r13_BR,worldplay,0.7375
r13_BR,yume,0.866
r13_BR,ours_pca8,0.4389
r13_BR,ours_pca4,0.5012
r13_BR,ours_pca2,0.4419
r13_BR,ours_16node,0.4496
r13_BR,ours_4node,0.5473
r13_BR,ours_noatok,0.4856
r13_BR,ours_noadaln,0.7193
r13_F,astra,0.7648
r13_F,matrixgame,0.4879
r13_F,minwm,0.1987
r13_F,worldcam,0.6875
r13_F,worldplay,0.2983
r13_F,yume,0.2464
r13_F,ours_pca8,0.259
r13_F,ours_pca4,0.2284
r13_F,ours_pca2,0.2691
r13_F,ours_16node,0.2156
r13_F,ours_4node,0.2921
r13_F,ours_noatok,0.2317
r13_F,ours_noadaln,0.2462
r13_FL,astra,0.3157
r13_FL,matrixgame,0.8401
r13_FL,minwm,0.3978
r13_FL,worldcam,0.8928
r13_FL,worldplay,0.7436
r13_FL,yume,0.5637
r13_FL,ours_pca8,0.2773
r13_FL,ours_pca4,0.2709
r13_FL,ours_pca2,0.2607
r13_FL,ours_16node,0.2127
r13_FL,ours_4node,0.2524
r13_FL,ours_noatok,0.2211
r13_FL,ours_noadaln,0.2367
r13_FR,astra,0.5306
r13_FR,matrixgame,0.8677
r13_FR,minwm,0.3271
r13_FR,worldcam,0.8277
r13_FR,worldplay,0.7326
r13_FR,yume,0.5343
r13_FR,ours_pca8,0.3482
r13_FR,ours_pca4,0.4441
r13_FR,ours_pca2,0.3839
r13_FR,ours_16node,0.3424
r13_FR,ours_4node,0.3902
r13_FR,ours_noatok,0.3417
r13_FR,ours_noadaln,0.5491
r13_L,astra,0.6069
r13_L,matrixgame,1.0872
r13_L,minwm,0.5999
r13_L,worldcam,0.9132
r13_L,worldplay,0.7277
r13_L,yume,0.6793
r13_L,ours_pca8,0.5014
r13_L,ours_pca4,0.4444
r13_L,ours_pca2,0.7078
r13_L,ours_16node,0.3361
r13_L,ours_4node,0.561
r13_L,ours_noatok,0.5484
r13_L,ours_noadaln,0.2538
r13_R,astra,0.5842
r13_R,matrixgame,0.8126
r13_R,minwm,0.3108
r13_R,worldcam,0.8148
r13_R,worldplay,0.7516
r13_R,yume,0.3911
r13_R,ours_pca8,0.4001
r13_R,ours_pca4,0.6175
r13_R,ours_pca2,0.5661
r13_R,ours_16node,0.5267
r13_R,ours_4node,0.6129
r13_R,ours_noatok,0.5149
r13_R,ours_noadaln,0.6514
r14_B,astra,0.0716
r14_B,matrixgame,0.6836
r14_B,minwm,0.1727
r14_B,worldcam,0.2254
r14_B,worldplay,0.4903
r14_B,yume,0.3617
r14_B,ours_pca8,0.216
r14_B,ours_pca4,0.2209
r14_B,ours_pca2,0.1827
r14_B,ours_16node,0.2571
r14_B,ours_4node,0.1865
r14_B,ours_noatok,0.166
r14_B,ours_noadaln,0.1967
r14_BL,astra,0.4615
r14_BL,matrixgame,0.8763
r14_BL,minwm,0.2856
r14_BL,worldcam,0.6592
r14_BL,worldplay,0.5233
r14_BL,yume,0.6987
r14_BL,ours_pca8,0.2766
r14_BL,ours_pca4,0.4696
r14_BL,ours_pca2,0.407
r14_BL,ours_16node,0.2855
r14_BL,ours_4node,0.4258
r14_BL,ours_noatok,0.2205
r14_BL,ours_noadaln,0.2024
r14_BR,astra,0.6759
r14_BR,matrixgame,0.786
r14_BR,minwm,0.2099
r14_BR,worldcam,0.6641
r14_BR,worldplay,0.4698
r14_BR,yume,0.6928
r14_BR,ours_pca8,0.2598
r14_BR,ours_pca4,0.326
r14_BR,ours_pca2,0.2054
r14_BR,ours_16node,0.3511
r14_BR,ours_4node,0.3797
r14_BR,ours_noatok,0.3966
r14_BR,ours_noadaln,0.5167
r14_F,astra,0.1431
r14_F,matrixgame,0.7648
r14_F,minwm,0.1032
r14_F,worldcam,0.7701
r14_F,worldplay,0.3399
r14_F,yume,0.3097
r14_F,ours_pca8,0.2291
r14_F,ours_pca4,0.2924
r14_F,ours_pca2,0.3082
r14_F,ours_16node,0.2164
r14_F,ours_4node,0.3013
r14_F,ours_noatok,0.2079
r14_F,ours_noadaln,0.1774
r14_FL,astra,0.57
r14_FL,matrixgame,0.8126
r14_FL,minwm,0.1267
r14_FL,worldcam,0.738
r14_FL,worldplay,0.6417
r14_FL,yume,0.432
r14_FL,ours_pca8,0.2702
r14_FL,ours_pca4,0.2945
r14_FL,ours_pca2,0.2894
r14_FL,ours_16node,0.2775
r14_FL,ours_4node,0.3389
r14_FL,ours_noatok,0.3202
r14_FL,ours_noadaln,0.1787
r14_FR,astra,0.5527
r14_FR,matrixgame,0.8339
r14_FR,minwm,0.1246
r14_FR,worldcam,0.76
r14_FR,worldplay,0.6763
r14_FR,yume,0.7049
r14_FR,ours_pca8,0.2874
r14_FR,ours_pca4,0.5396
r14_FR,ours_pca2,0.2832
r14_FR,ours_16node,0.1802
r14_FR,ours_4node,0.4789
r14_FR,ours_noatok,0.4271
r14_FR,ours_noadaln,0.459
r14_L,astra,0.2297
r14_L,matrixgame,0.7795
r14_L,minwm,0.2808
r14_L,worldcam,0.7813
r14_L,worldplay,0.7965
r14_L,yume,0.5567
r14_L,ours_pca8,0.2664
r14_L,ours_pca4,0.4866
r14_L,ours_pca2,0.5893
r14_L,ours_16node,0.4689
r14_L,ours_4node,0.665
r14_L,ours_noatok,0.3109
r14_L,ours_noadaln,0.1846
r14_R,astra,0.4783
r14_R,matrixgame,0.8016
r14_R,minwm,0.1617
r14_R,worldcam,0.5245
r14_R,worldplay,0.4783
r14_R,yume,0.3808
r14_R,ours_pca8,0.4057
r14_R,ours_pca4,0.4956
r14_R,ours_pca2,0.3213
r14_R,ours_16node,0.5081
r14_R,ours_4node,0.5791
r14_R,ours_noatok,0.4616
r14_R,ours_noadaln,0.5611
r15_B,astra,0.1818
r15_B,matrixgame,0.3893
r15_B,minwm,0.1638
r15_B,worldcam,0.1513
r15_B,worldplay,0.2117
r15_B,yume,0.1408
r15_B,ours_pca8,0.2139
r15_B,ours_pca4,0.2343
r15_B,ours_pca2,0.145
r15_B,ours_16node,0.1784
r15_B,ours_4node,0.1512
r15_B,ours_noatok,0.1353
r15_B,ours_noadaln,0.107
r15_BL,astra,0.176
r15_BL,matrixgame,0.7883
r15_BL,minwm,0.1881
r15_BL,worldcam,0.9001
r15_BL,worldplay,0.3414
r15_BL,yume,0.2636
r15_BL,ours_pca8,0.1972
r15_BL,ours_pca4,0.3735
r15_BL,ours_pca2,0.3625
r15_BL,ours_16node,0.2007
r15_BL,ours_4node,0.5092
r15_BL,ours_noatok,0.323
r15_BL,ours_noadaln,0.1033
r15_BR,astra,0.507
r15_BR,matrixgame,0.9221
r15_BR,minwm,0.1667
r15_BR,worldcam,0.8642
r15_BR,worldplay,0.5508
r15_BR,yume,0.2634
r15_BR,ours_pca8,0.2678
r15_BR,ours_pca4,0.4293
r15_BR,ours_pca2,0.2156
r15_BR,ours_16node,0.2299
r15_BR,ours_4node,0.4392
r15_BR,ours_noatok,0.4194
r15_BR,ours_noadaln,0.5188
r15_F,astra,0.0982
r15_F,matrixgame,0.2894
r15_F,minwm,0.3716
r15_F,worldcam,0.3158
r15_F,worldplay,0.112
r15_F,yume,0.1565
r15_F,ours_pca8,0.1384
r15_F,ours_pca4,0.2006
r15_F,ours_pca2,0.1121
r15_F,ours_16node,0.1194
r15_F,ours_4node,0.1405
r15_F,ours_noatok,0.1595
r15_F,ours_noadaln,0.1037
r15_FL,astra,0.1824
r15_FL,matrixgame,0.7868
r15_FL,minwm,0.5038
r15_FL,worldcam,0.9032
r15_FL,worldplay,0.4446
r15_FL,yume,0.5064
r15_FL,ours_pca8,0.1561
r15_FL,ours_pca4,0.2028
r15_FL,ours_pca2,0.2713
r15_FL,ours_16node,0.2062
r15_FL,ours_4node,0.2401
r15_FL,ours_noatok,0.1705
r15_FL,ours_noadaln,0.1049
r15_FR,astra,0.5816
r15_FR,matrixgame,0.9701
r15_FR,minwm,0.5109
r15_FR,worldcam,0.9147
r15_FR,worldplay,0.4268
r15_FR,yume,0.5656
r15_FR,ours_pca8,0.1493
r15_FR,ours_pca4,0.1536
r15_FR,ours_pca2,0.1194
r15_FR,ours_16node,0.1321
r15_FR,ours_4node,0.1814
r15_FR,ours_noatok,0.2583
r15_FR,ours_noadaln,0.281
r15_L,astra,0.2513
r15_L,matrixgame,0.7937
r15_L,minwm,0.174
r15_L,worldcam,0.9034
r15_L,worldplay,0.6408
r15_L,yume,0.2304
r15_L,ours_pca8,0.3965
r15_L,ours_pca4,0.6075
r15_L,ours_pca2,0.7897
r15_L,ours_16node,0.2914
r15_L,ours_4node,0.5898
r15_L,ours_noatok,0.2959
r15_L,ours_noadaln,0.1038
r15_R,astra,0.2585
r15_R,matrixgame,0.7893
r15_R,minwm,0.1205
r15_R,worldcam,0.9413
r15_R,worldplay,0.5325
r15_R,yume,0.1056
r15_R,ours_pca8,0.2774
r15_R,ours_pca4,0.432
r15_R,ours_pca2,0.3562
r15_R,ours_16node,0.3542
r15_R,ours_4node,0.3818
r15_R,ours_noatok,0.4593
r15_R,ours_noadaln,0.5567
r16_B,astra,0.4751
r16_B,matrixgame,0.4689
r16_B,minwm,0.1233
r16_B,worldcam,0.609
r16_B,worldplay,0.5505
r16_B,yume,0.2752
r16_B,ours_pca8,0.2066
r16_B,ours_pca4,0.2492
r16_B,ours_pca2,0.1122
r16_B,ours_16node,0.4442
r16_B,ours_4node,0.1137
r16_B,ours_noatok,0.1031
r16_B,ours_noadaln,0.1515
r16_BL,astra,0.2874
r16_BL,matrixgame,0.902
r16_BL,minwm,0.1752
r16_BL,worldcam,0.7477
r16_BL,worldplay,0.6847
r16_BL,yume,0.476
r16_BL,ours_pca8,0.2538
r16_BL,ours_pca4,0.2826
r16_BL,ours_pca2,0.2186
r16_BL,ours_16node,0.2689
r16_BL,ours_4node,0.4286
r16_BL,ours_noatok,0.2542
r16_BL,ours_noadaln,0.1458
r16_BR,astra,0.7312
r16_BR,matrixgame,0.7523
r16_BR,minwm,0.2414
r16_BR,worldcam,0.6865
r16_BR,worldplay,0.7585
r16_BR,yume,0.7054
r16_BR,ours_pca8,0.5096
r16_BR,ours_pca4,0.5339
r16_BR,ours_pca2,0.3676
r16_BR,ours_16node,0.6922
r16_BR,ours_4node,0.6817
r16_BR,ours_noatok,0.6525
r16_BR,ours_noadaln,0.7812
r16_F,astra,0.6552
r16_F,matrixgame,0.3967
r16_F,minwm,0.092
r16_F,worldcam,0.3838
r16_F,worldplay,0.3711
r16_F,yume,0.2949
r16_F,ours_pca8,0.1737
r16_F,ours_pca4,0.2568
r16_F,ours_pca2,0.1501
r16_F,ours_16node,0.1695
r16_F,ours_4node,0.156
r16_F,ours_noatok,0.1206
r16_F,ours_noadaln,0.1432
r16_FL,astra,0.4487
r16_FL,matrixgame,1.0371
r16_FL,minwm,0.2257
r16_FL,worldcam,0.7478
r16_FL,worldplay,0.6603
r16_FL,yume,0.666
r16_FL,ours_pca8,0.3632
r16_FL,ours_pca4,0.3185
r16_FL,ours_pca2,0.2914
r16_FL,ours_16node,0.3451
r16_FL,ours_4node,0.3749
r16_FL,ours_noatok,0.1923
r16_FL,ours_noadaln,0.1503
r16_FR,astra,0.4547
r16_FR,matrixgame,0.6676
r16_FR,minwm,0.4153
r16_FR,worldcam,0.697
