model,scene,direction,feature_valid,static_inliers,static,active
noadaln,r14_L,L,True,176,0,1
noadaln,r14_R,R,True,13,0,1
noadaln,r15_B,B,True,142,0,1
noadaln,r15_BL,BL,True,91,0,1
noadaln,r15_BR,BR,True,11,0,1
noadaln,r15_F,F,True,118,0,1
noadaln,r15_FL,FL,True,110,0,1
noadaln,r15_FR,FR,True,15,0,1
noadaln,r15_L,L,True,114,0,1
noadaln,r15_R,R,True,13,0,1
noadaln,r16_B,B,True,824,1,0
noadaln,r16_BL,BL,True,821,1,0
noadaln,r16_BR,BR,True,34,0,1
noadaln,r16_F,F,True,796,1,0
noadaln,r16_FL,FL,True,676,1,0
noadaln,r16_FR,FR,True,111,0,1
noadaln,r16_L,L,True,808,1,0
noadaln,r16_R,R,True,10,0,1
noadaln,r17_B,B,True,980,1,0
noadaln,r17_BL,BL,True,959,1,0
noadaln,r17_BR,BR,True,364,0,1
noadaln,r17_F,F,True,887,1,0
noadaln,r17_FL,FL,True,921,1,0
noadaln,r17_FR,FR,True,481,0,1
noadaln,r17_L,L,True,937,1,0
noadaln,r17_R,R,True,326,0,1
noadaln,r18_B,B,True,1393,1,0
noadaln,r18_BL,BL,True,1374,1,0
noadaln,r18_BR,BR,True,158,0,1
noadaln,r18_F,F,True,1366,1,0
noadaln,r18_FL,FL,True,1362,1,0
noadaln,r18_FR,FR,True,123,0,1
noadaln,r18_L,L,True,1367,1,0
noadaln,r18_R,R,True,124,0,1
noadaln,r19_B,B,True,580,0,1
noadaln,r19_BL,BL,True,569,0,1
noadaln,r19_BR,BR,True,16,0,1
noadaln,r19_F,F,True,578,0,1
noadaln,r19_FL,FL,True,567,0,1
noadaln,r19_FR,FR,True,11,0,1
noadaln,r19_L,L,True,558,0,1
noadaln,r19_R,R,True,21,0,1
noadaln,r20_B,B,True,57,0,1
noadaln,r20_BL,BL,True,42,0,1
noadaln,r20_BR,BR,True,147,0,1
noadaln,r20_F,F,True,66,0,1
noadaln,r20_FL,FL,True,63,0,1
noadaln,r20_FR,FR,True,107,0,1
noadaln,r20_L,L,True,51,0,1
noadaln,r20_R,R,True,95,0,1
noadaln,r21_B,B,False,0,0,0
noadaln,r21_BL,BL,False,0,0,0
noadaln,r21_BR,BR,False,0,0,0
noadaln,r21_F,F,False,0,0,0
noadaln,r21_FL,FL,False,0,0,0
noadaln,r21_FR,FR,False,0,0,0
noadaln,r21_L,L,False,0,0,0
noadaln,r21_R,R,False,0,0,0
noadaln,r22_B,B,True,463,0,1
noadaln,r22_BL,BL,True,481,0,1
noadaln,r22_BR,BR,True,14,0,1
noadaln,r22_F,F,True,466,0,1
noadaln,r22_FL,FL,True,467,0,1
noadaln,r22_FR,FR,True,15,0,1
noadaln,r22_L,L,True,463,0,1
noadaln,r22_R,R,True,18,0,1
noadaln,r23_B,B,True,219,0,1
noadaln,r23_BL,BL,True,247,0,1
noadaln,r23_BR,BR,True,152,0,1
noadaln,r23_F,F,True,218,0,1
noadaln,r23_FL,FL,True,261,0,1
noadaln,r23_FR,FR,True,221,0,1
noadaln,r23_L,L,True,275,0,1
noadaln,r23_R,R,True,151,0,1
noadaln,r24_B,B,True,792,1,0
noadaln,r24_BL,BL,True,695,1,0
noadaln,r24_BR,BR,True,102,0,1
noadaln,r24_F,F,True,825,1,0
noadaln,r24_FL,FL,True,832,1,0
noadaln,r24_FR,FR,True,291,0,1
noadaln,r24_L,L,True,844,1,0
noadaln,r24_R,R,True,145,0,1
noadaln,r25_B,B,True,45,0,1
noadaln,r25_BL,BL,True,16,0,1
noadaln,r25_BR,BR,True,15,0,1
noadaln,r25_F,F,True,13,0,1
noadaln,r25_FL,FL,True,24,0,1
noadaln,r25_FR,FR,True,13,0,1
noadaln,r25_L,L,True,17,0,1
noadaln,r25_R,R,True,16,0,1
noadaln,r26_B,B,True,46,0,1
noadaln,r26_BL,BL,True,20,0,1
noadaln,r26_BR,BR,True,32,0,1
noadaln,r26_F,F,True,26,0,1
noadaln,r26_FL,FL,True,20,0,1
noadaln,r26_FR,FR,True,19,0,1
noadaln,r26_L,L,True,18,0,1
noadaln,r26_R,R,True,41,0,1
noadaln,r27_B,B,True,378,0,1
noadaln,r27_BL,BL,True,405,0,1
noadaln,r27_BR,BR,True,55,0,1
noadaln,r27_F,F,True,383,0,1
noadaln,r27_FL,FL,True,376,0,1
noadaln,r27_FR,FR,True,56,0,1
noadaln,r27_L,L,True,359,0,1
noadaln,r27_R,R,True,26,0,1
noadaln,r28_B,B,True,1287,1,0
noadaln,r28_BL,BL,True,1262,1,0
noadaln,r28_BR,BR,True,131,0,1
noadaln,r28_F,F,True,1232,1,0
noadaln,r28_FL,FL,True,1243,1,0
noadaln,r28_FR,FR,True,108,0,1
noadaln,r28_L,L,True,1255,1,0
noadaln,r28_R,R,True,43,0,1
noadaln,r29_B,B,True,314,0,1
noadaln,r29_BL,BL,True,281,0,1
noadaln,r29_BR,BR,True,14,0,1
noadaln,r29_F,F,True,318,0,1
noadaln,r29_FL,FL,True,293,0,1
noadaln,r29_FR,FR,True,69,0,1
noadaln,r29_L,L,True,321,0,1
noadaln,r29_R,R,True,14,0,1
noadaln,r30_B,B,True,409,0,1
noadaln,r30_BL,BL,True,400,0,1
noadaln,r30_BR,BR,True,66,0,1
noadaln,r30_F,F,True,327,0,1
noadaln,r30_FL,FL,True,384,0,1
noadaln,r30_FR,FR,True,166,0,1
noadaln,r30_L,L,True,381,0,1
noadaln,r30_R,R,True,13,0,1
noadaln,r31_B,B,True,324,0,1
noadaln,r31_BL,BL,True,324,0,1
noadaln,r31_BR,BR,True,20,0,1
noadaln,r31_F,F,True,364,0,1
noadaln,r31_FL,FL,True,350,0,1
noadaln,r31_FR,FR,True,213,0,1
noadaln,r31_L,L,True,314,0,1
noadaln,r31_R,R,True,48,0,1
noatok,r00_B,B,True,378,0,1
noatok,r00_BL,BL,True,132,0,1
noatok,r00_BR,BR,True,163,0,1
noatok,r00_F,F,True,399,0,1
noatok,r00_FL,FL,True,121,0,1
noatok,r00_FR,FR,True,259,0,1
noatok,r00_L,L,True,16,0,1
noatok,r00_R,R,True,315,0,1
noatok,r01_B,B,True,803,1,0
noatok,r01_BL,BL,True,540,0,1
noatok,r01_BR,BR,True,13,0,1
noatok,r01_F,F,True,612,1,0
noatok,r01_FL,FL,True,640,1,0
noatok,r01_FR,FR,True,399,0,1
noatok,r01_L,L,True,694,1,0
noatok,r01_R,R,True,27,0,1
noatok,r02_B,B,True,260,0,1
noatok,r02_BL,BL,True,217,0,1
noatok,r02_BR,BR,True,13,0,1
noatok,r02_F,F,True,154,0,1
noatok,r02_FL,FL,True,102,0,1
noatok,r02_FR,FR,True,23,0,1
noatok,r02_L,L,True,68,0,1
noatok,r02_R,R,True,11,0,1
noatok,r03_B,B,True,35,0,1
noatok,r03_BL,BL,True,54,0,1
noatok,r03_BR,BR,True,9,0,1
noatok,r03_F,F,True,12,0,1
noatok,r03_FL,FL,True,33,0,1
noatok,r03_FR,FR,True,13,0,1
noatok,r03_L,L,True,15,0,1
noatok,r03_R,R,True,8,0,1
noatok,r04_B,B,True,274,0,1
noatok,r04_BL,BL,True,195,0,1
noatok,r04_BR,BR,True,475,0,1
noatok,r04_F,F,True,237,0,1
noatok,r04_FL,FL,True,106,0,1
noatok,r04_FR,FR,True,81,0,1
noatok,r04_L,L,True,79,0,1
noatok,r04_R,R,True,253,0,1
noatok,r05_B,B,True,380,0,1
noatok,r05_BL,BL,True,117,0,1
noatok,r05_BR,BR,True,13,0,1
noatok,r05_F,F,True,328,0,1
noatok,r05_FL,FL,True,115,0,1
noatok,r05_FR,FR,True,59,0,1
noatok,r05_L,L,True,77,0,1
noatok,r05_R,R,True,17,0,1
noatok,r06_B,B,True,810,1,0
noatok,r06_BL,BL,True,11,0,1
noatok,r06_BR,BR,True,12,0,1
noatok,r06_F,F,True,573,0,1
noatok,r06_FL,FL,True,7,0,1
noatok,r06_FR,FR,True,345,0,1
noatok,r06_L,L,True,10,0,1
noatok,r06_R,R,True,153,0,1
noatok,r07_B,B,True,763,1,0
noatok,r07_BL,BL,True,465,0,1
noatok,r07_BR,BR,True,122,0,1
noatok,r07_F,F,True,441,0,1
noatok,r07_FL,FL,True,554,0,1
noatok,r07_FR,FR,True,14,0,1
noatok,r07_L,L,True,304,0,1
noatok,r07_R,R,True,59,0,1
noatok,r08_B,B,True,622,1,0
noatok,r08_BL,BL,True,278,0,1
noatok,r08_BR,BR,True,12,0,1
noatok,r08_F,F,True,275,0,1
noatok,r08_FL,FL,True,164,0,1
noatok,r08_FR,FR,True,8,0,1
noatok,r08_L,L,True,165,0,1
noatok,r08_R,R,True,10,0,1
noatok,r09_B,B,True,522,0,1
noatok,r09_BL,BL,True,295,0,1
noatok,r09_BR,BR,True,161,0,1
noatok,r09_F,F,True,314,0,1
noatok,r09_FL,FL,True,167,0,1
noatok,r09_FR,FR,True,216,0,1
noatok,r09_L,L,True,345,0,1
noatok,r09_R,R,True,11,0,1
noatok,r10_B,B,True,915,1,0
noatok,r10_BL,BL,True,335,0,1
noatok,r10_BR,BR,True,233,0,1
noatok,r10_F,F,True,268,0,1
noatok,r10_FL,FL,True,19,0,1
noatok,r10_FR,FR,True,321,0,1
noatok,r10_L,L,True,13,0,1
noatok,r10_R,R,True,272,0,1
noatok,r11_B,B,False,0,0,0
noatok,r11_BL,BL,False,8,0,0
noatok,r11_BR,BR,False,8,0,0
noatok,r11_F,F,False,8,0,0
noatok,r11_FL,FL,False,2,0,0
noatok,r11_FR,FR,False,9,0,0
noatok,r11_L,L,False,8,0,0
noatok,r11_R,R,False,10,0,0
noatok,r12_B,B,True,89,0,1
noatok,r12_BL,BL,True,13,0,1
noatok,r12_BR,BR,True,128,0,1
noatok,r12_F,F,True,22,0,1
noatok,r12_FL,FL,True,11,0,1
noatok,r12_FR,FR,True,19,0,1
noatok,r12_L,L,True,12,0,1
noatok,r12_R,R,True,42,0,1
noatok,r13_B,B,True,335,0,1
noatok,r13_BL,BL,True,241,0,1
noatok,r13_BR,BR,True,13,0,1
noatok,r13_F,F,True,258,0,1
noatok,r13_FL,FL,True,293,0,1
noatok,r13_FR,FR,True,295,0,1
noatok,r13_L,L,True,116,0,1
noatok,r13_R,R,True,7,0,1
noatok,r14_B,B,True,381,0,1
noatok,r14_BL,BL,True,329,0,1
noatok,r14_BR,BR,True,167,0,1
noatok,r14_F,F,True,125,0,1
noatok,r14_FL,FL,True,54,0,1
noatok,r14_FR,FR,True,19,0,1
noatok,r14_L,L,True,331,0,1
noatok,r14_R,R,True,20,0,1
noatok,r15_B,B,True,377,0,1
noatok,r15_BL,BL,True,54,0,1
noatok,r15_BR,BR,True,106,0,1
noatok,r15_F,F,True,93,0,1
noatok,r15_FL,FL,True,29,0,1
noatok,r15_FR,FR,True,35,0,1
noatok,r15_L,L,True,15,0,1
noatok,r15_R,R,True,30,0,1
noatok,r16_B,B,True,1102,1,0
noatok,r16_BL,BL,True,273,0,1
noatok,r16_BR,BR,True,73,0,1
noatok,r16_F,F,True,312,0,1
noatok,r16_FL,FL,True,305,0,1
noatok,r16_FR,FR,True,230,0,1
noatok,r16_L,L,True,283,0,1
noatok,r16_R,R,True,57,0,1
noatok,r17_B,B,True,1163,1,0
noatok,r17_BL,BL,True,267,0,1
noatok,r17_BR,BR,True,204,0,1
noatok,r17_F,F,True,269,0,1
noatok,r17_FL,FL,True,140,0,1
noatok,r17_FR,FR,True,194,0,1
noatok,r17_L,L,True,58,0,1
noatok,r17_R,R,True,127,0,1
noatok,r18_B,B,True,452,0,1
noatok,r18_BL,BL,True,112,0,1
noatok,r18_BR,BR,True,11,0,1
noatok,r18_F,F,True,439,0,1
noatok,r18_FL,FL,True,137,0,1
noatok,r18_FR,FR,True,216,0,1
noatok,r18_L,L,True,43,0,1
noatok,r18_R,R,True,18,0,1
noatok,r19_B,B,True,350,0,1
noatok,r19_BL,BL,True,17,0,1
noatok,r19_BR,BR,True,12,0,1
noatok,r19_F,F,True,241,0,1
noatok,r19_FL,FL,True,13,0,1
noatok,r19_FR,FR,True,28,0,1
noatok,r19_L,L,True,9,0,1
noatok,r19_R,R,True,15,0,1
noatok,r20_B,B,True,277,0,1
noatok,r20_BL,BL,True,75,0,1
noatok,r20_BR,BR,True,70,0,1
noatok,r20_F,F,True,39,0,1
noatok,r20_FL,FL,True,12,0,1
noatok,r20_FR,FR,True,237,0,1
noatok,r20_L,L,True,127,0,1
noatok,r20_R,R,True,76,0,1
noatok,r21_B,B,False,0,0,0
noatok,r21_BL,BL,False,5,0,0
noatok,r21_BR,BR,False,5,0,0
noatok,r21_F,F,False,5,0,0
noatok,r21_FL,FL,False,5,0,0
noatok,r21_FR,FR,False,5,0,0
noatok,r21_L,L,False,4,0,0
noatok,r21_R,R,False,5,0,0
noatok,r22_B,B,True,740,1,0
noatok,r22_BL,BL,True,462,0,1
noatok,r22_BR,BR,True,11,0,1
noatok,r22_F,F,True,276,0,1
noatok,r22_FL,FL,True,242,0,1
noatok,r22_FR,FR,True,34,0,1
noatok,r22_L,L,True,257,0,1
noatok,r22_R,R,True,7,0,1
noatok,r23_B,B,True,476,0,1
noatok,r23_BL,BL,True,317,0,1
noatok,r23_BR,BR,True,253,0,1
noatok,r23_F,F,True,385,0,1
noatok,r23_FL,FL,True,264,0,1
noatok,r23_FR,FR,True,255,0,1
noatok,r23_L,L,True,339,0,1
noatok,r23_R,R,True,241,0,1
noatok,r24_B,B,True,258,0,1
noatok,r24_BL,BL,True,274,0,1
noatok,r24_BR,BR,True,122,0,1
noatok,r24_F,F,True,313,0,1
noatok,r24_FL,FL,True,171,0,1
noatok,r24_FR,FR,True,253,0,1
noatok,r24_L,L,True,442,0,1
noatok,r24_R,R,True,117,0,1
noatok,r25_B,B,True,7,0,1
noatok,r25_BL,BL,True,15,0,1
noatok,r25_BR,BR,True,12,0,1
noatok,r25_F,F,True,39,0,1
noatok,r25_FL,FL,True,22,0,1
noatok,r25_FR,FR,True,13,0,1
noatok,r25_L,L,True,13,0,1
noatok,r25_R,R,True,11,0,1
noatok,r26_B,B,True,214,0,1
noatok,r26_BL,BL,True,65,0,1
noatok,r26_BR,BR,True,16,0,1
noatok,r26_F,F,True,10,0,1
noatok,r26_FL,FL,True,18,0,1
noatok,r26_FR,FR,True,26,0,1
noatok,r26_L,L,True,35,0,1
noatok,r26_R,R,True,44,0,1
noatok,r27_B,B,True,303,0,1
noatok,r27_BL,BL,True,116,0,1
noatok,r27_BR,BR,True,139,0,1
noatok,r27_F,F,True,260,0,1
noatok,r27_FL,FL,True,72,0,1
noatok,r27_FR,FR,True,186,0,1
noatok,r27_L,L,True,281,0,1
noatok,r27_R,R,True,160,0,1
noatok,r28_B,B,True,473,0,1
noatok,r28_BL,BL,True,275,0,1
noatok,r28_BR,BR,True,75,0,1
noatok,r28_F,F,True,402,0,1
noatok,r28_FL,FL,True,349,0,1
noatok,r28_FR,FR,True,145,0,1
noatok,r28_L,L,True,348,0,1
noatok,r28_R,R,True,196,0,1
noatok,r29_B,B,True,150,0,1
noatok,r29_BL,BL,True,82,0,1
noatok,r29_BR,BR,True,12,0,1
noatok,r29_F,F,True,207,0,1
noatok,r29_FL,FL,True,74,0,1
noatok,r29_FR,FR,True,25,0,1
noatok,r29_L,L,True,20,0,1
noatok,r29_R,R,True,13,0,1
noatok,r30_B,B,True,383,0,1
noatok,r30_BL,BL,True,115,0,1
noatok,r30_BR,BR,True,40,0,1
noatok,r30_F,F,True,211,0,1
noatok,r30_FL,FL,True,233,0,1
noatok,r30_FR,FR,True,184,0,1
noatok,r30_L,L,True,56,0,1
noatok,r30_R,R,True,68,0,1
noatok,r31_B,B,True,417,0,1
noatok,r31_BL,BL,True,76,0,1
noatok,r31_BR,BR,True,12,0,1
noatok,r31_F,F,True,271,0,1
noatok,r31_FL,FL,True,113,0,1
noatok,r31_FR,FR,True,89,0,1
noatok,r31_L,L,True,11,0,1
noatok,r31_R,R,True,16,0,1
pca2,r00_B,B,True,408,0,1
pca2,r00_BL,BL,True,204,0,1
pca2,r00_BR,BR,True,272,0,1
pca2,r00_F,F,True,406,0,1
pca2,r00_FL,FL,True,213,0,1
pca2,r00_FR,FR,True,224,0,1
pca2,r00_L,L,True,95,0,1
pca2,r00_R,R,True,14,0,1
pca2,r01_B,B,True,711,1,0
pca2,r01_BL,BL,True,532,0,1
pca2,r01_BR,BR,True,498,0,1
pca2,r01_F,F,True,699,1,0
pca2,r01_FL,FL,True,708,1,0
pca2,r01_FR,FR,True,376,0,1
pca2,r01_L,L,True,11,0,1
pca2,r01_R,R,True,140,0,1
pca2,r02_B,B,True,366,0,1
pca2,r02_BL,BL,True,114,0,1
pca2,r02_BR,BR,True,122,0,1
pca2,r02_F,F,True,82,0,1
pca2,r02_FL,FL,True,76,0,1
pca2,r02_FR,FR,True,53,0,1
pca2,r02_L,L,True,69,0,1
pca2,r02_R,R,True,6,0,1
pca2,r03_B,B,True,199,0,1
pca2,r03_BL,BL,True,15,0,1
pca2,r03_BR,BR,True,10,0,1
pca2,r03_F,F,True,14,0,1
pca2,r03_FL,FL,True,13,0,1
pca2,r03_FR,FR,True,11,0,1
pca2,r03_L,L,True,42,0,1
pca2,r03_R,R,True,12,0,1
pca2,r04_B,B,True,397,0,1
pca2,r04_BL,BL,True,106,0,1
pca2,r04_BR,BR,True,231,0,1
pca2,r04_F,F,True,274,0,1
pca2,r04_FL,FL,True,90,0,1
pca2,r04_FR,FR,True,192,0,1
pca2,r04_L,L,True,53,0,1
pca2,r04_R,R,True,491,0,1
pca2,r05_B,B,True,457,0,1
pca2,r05_BL,BL,True,61,0,1
pca2,r05_BR,BR,True,14,0,1
pca2,r05_F,F,True,335,0,1
pca2,r05_FL,FL,True,113,0,1
pca2,r05_FR,FR,True,113,0,1
pca2,r05_L,L,True,68,0,1
pca2,r05_R,R,True,12,0,1
pca2,r06_B,B,True,255,0,1
pca2,r06_BL,BL,True,12,0,1
pca2,r06_BR,BR,True,175,0,1
pca2,r06_F,F,True,419,0,1
pca2,r06_FL,FL,True,10,0,1
pca2,r06_FR,FR,True,230,0,1
pca2,r06_L,L,True,10,0,1
pca2,r06_R,R,True,15,0,1
pca2,r07_B,B,True,620,1,0
pca2,r07_BL,BL,True,522,0,1
pca2,r07_BR,BR,True,525,0,1
pca2,r07_F,F,True,478,0,1
pca2,r07_FL,FL,True,522,0,1
pca2,r07_FR,FR,True,157,0,1
pca2,r07_L,L,True,13,0,1
pca2,r07_R,R,True,405,0,1
pca2,r08_B,B,True,518,0,1
pca2,r08_BL,BL,True,121,0,1
pca2,r08_BR,BR,True,48,0,1
pca2,r08_F,F,True,244,0,1
pca2,r08_FL,FL,True,86,0,1
pca2,r08_FR,FR,True,160,0,1
pca2,r08_L,L,True,5,0,1
pca2,r08_R,R,True,14,0,1
pca2,r09_B,B,True,486,0,1
pca2,r09_BL,BL,True,264,0,1
pca2,r09_BR,BR,True,247,0,1
pca2,r09_F,F,True,255,0,1
pca2,r09_FL,FL,True,66,0,1
pca2,r09_FR,FR,True,152,0,1
pca2,r09_L,L,True,103,0,1
pca2,r09_R,R,True,12,0,1
pca2,r10_B,B,True,839,1,0
pca2,r10_BL,BL,True,383,0,1
pca2,r10_BR,BR,True,522,0,1
pca2,r10_F,F,True,267,0,1
pca2,r10_FL,FL,True,33,0,1
pca2,r10_FR,FR,True,66,0,1
pca2,r10_L,L,True,10,0,1
pca2,r10_R,R,True,35,0,1
pca2,r11_B,B,False,164,0,0
pca2,r11_BL,BL,False,9,0,0
pca2,r11_BR,BR,False,8,0,0
pca2,r11_F,F,False,9,0,0
pca2,r11_FL,FL,False,7,0,0
pca2,r11_FR,FR,False,8,0,0
pca2,r11_L,L,False,2,0,0
pca2,r11_R,R,False,9,0,0
pca2,r12_B,B,True,195,0,1
pca2,r12_BL,BL,True,12,0,1
pca2,r12_BR,BR,True,81,0,1
pca2,r12_F,F,True,30,0,1
pca2,r12_FL,FL,True,12,0,1
pca2,r12_FR,FR,True,40,0,1
pca2,r12_L,L,True,12,0,1
pca2,r12_R,R,True,18,0,1
pca2,r13_B,B,True,285,0,1
pca2,r13_BL,BL,True,202,0,1
pca2,r13_BR,BR,True,96,0,1
pca2,r13_F,F,True,263,0,1
pca2,r13_FL,FL,True,153,0,1
pca2,r13_FR,FR,True,185,0,1
pca2,r13_L,L,True,123,0,1
pca2,r13_R,R,True,89,0,1
pca2,r14_B,B,True,320,0,1
pca2,r14_BL,BL,True,162,0,1
pca2,r14_BR,BR,True,114,0,1
pca2,r14_F,F,True,131,0,1
pca2,r14_FL,FL,True,188,0,1
pca2,r14_FR,FR,True,42,0,1
pca2,r14_L,L,True,13,0,1
pca2,r14_R,R,True,35,0,1
pca2,r15_B,B,True,312,0,1
pca2,r15_BL,BL,True,89,0,1
pca2,r15_BR,BR,True,207,0,1
pca2,r15_F,F,True,90,0,1
pca2,r15_FL,FL,True,50,0,1
pca2,r15_FR,FR,True,104,0,1
pca2,r15_L,L,True,11,0,1
pca2,r15_R,R,True,148,0,1
pca2,r16_B,B,True,866,1,0
pca2,r16_BL,BL,True,235,0,1
pca2,r16_BR,BR,True,339,0,1
pca2,r16_F,F,True,583,0,1
pca2,r16_FL,FL,True,199,0,1
pca2,r16_FR,FR,True,323,0,1
pca2,r16_L,L,True,11,0,1
pca2,r16_R,R,True,48,0,1
pca2,r17_B,B,True,1050,1,0
pca2,r17_BL,BL,True,557,0,1
pca2,r17_BR,BR,True,299,0,1
pca2,r17_F,F,True,388,0,1
pca2,r17_FL,FL,True,125,0,1
pca2,r17_FR,FR,True,209,0,1
pca2,r17_L,L,True,90,0,1
pca2,r17_R,R,True,262,0,1
pca2,r18_B,B,True,554,0,1
pca2,r18_BL,BL,True,102,0,1
pca2,r18_BR,BR,True,111,0,1
pca2,r18_F,F,True,204,0,1
pca2,r18_FL,FL,True,132,0,1
pca2,r18_FR,FR,True,190,0,1
pca2,r18_L,L,True,17,0,1
pca2,r18_R,R,True,16,0,1
pca2,r19_B,B,True,270,0,1
pca2,r19_BL,BL,True,95,0,1
pca2,r19_BR,BR,True,46,0,1
pca2,r19_F,F,True,244,0,1
pca2,r19_FL,FL,True,99,0,1
pca2,r19_FR,FR,True,50,0,1
pca2,r19_L,L,True,11,0,1
pca2,r19_R,R,True,16,0,1
pca2,r20_B,B,True,114,0,1
pca2,r20_BL,BL,True,70,0,1
pca2,r20_BR,BR,True,155,0,1
pca2,r20_F,F,True,32,0,1
pca2,r20_FL,FL,True,12,0,1
pca2,r20_FR,FR,True,97,0,1
pca2,r20_L,L,True,13,0,1
pca2,r20_R,R,True,15,0,1
pca2,r21_B,B,False,10,0,0
pca2,r21_BL,BL,False,6,0,0
pca2,r21_BR,BR,False,9,0,0
pca2,r21_F,F,False,6,0,0
pca2,r21_FL,FL,False,6,0,0
pca2,r21_FR,FR,False,7,0,0
pca2,r21_L,L,False,5,0,0
pca2,r21_R,R,False,7,0,0
pca2,r22_B,B,True,844,1,0
pca2,r22_BL,BL,True,335,0,1
pca2,r22_BR,BR,True,197,0,1
pca2,r22_F,F,True,349,0,1
pca2,r22_FL,FL,True,227,0,1
pca2,r22_FR,FR,True,47,0,1
pca2,r22_L,L,True,212,0,1
pca2,r22_R,R,True,23,0,1
pca2,r23_B,B,True,253,0,1
pca2,r23_BL,BL,True,103,0,1
pca2,r23_BR,BR,True,255,0,1
pca2,r23_F,F,True,288,0,1
pca2,r23_FL,FL,True,261,0,1
pca2,r23_FR,FR,True,186,0,1
pca2,r23_L,L,True,12,0,1
pca2,r23_R,R,True,99,0,1
pca2,r24_B,B,True,343,0,1
pca2,r24_BL,BL,True,124,0,1
pca2,r24_BR,BR,True,387,0,1
pca2,r24_F,F,True,294,0,1
pca2,r24_FL,FL,True,282,0,1
pca2,r24_FR,FR,True,271,0,1
pca2,r24_L,L,True,176,0,1
pca2,r24_R,R,True,266,0,1
pca2,r25_B,B,True,20,0,1
pca2,r25_BL,BL,True,11,0,1
pca2,r25_BR,BR,True,70,0,1
pca2,r25_F,F,True,97,0,1
pca2,r25_FL,FL,True,15,0,1
pca2,r25_FR,FR,True,12,0,1
pca2,r25_L,L,True,14,0,1
pca2,r25_R,R,True,11,0,1
pca2,r26_B,B,True,247,0,1
pca2,r26_BL,BL,True,44,0,1
pca2,r26_BR,BR,True,30,0,1
pca2,r26_F,F,True,23,0,1
pca2,r26_FL,FL,True,13,0,1
pca2,r26_FR,FR,True,25,0,1
pca2,r26_L,L,True,14,0,1
pca2,r26_R,R,True,68,0,1
pca2,r27_B,B,True,462,0,1
pca2,r27_BL,BL,True,185,0,1
pca2,r27_BR,BR,True,219,0,1
pca2,r27_F,F,True,151,0,1
pca2,r27_FL,FL,True,319,0,1
pca2,r27_FR,FR,True,40,0,1
pca2,r27_L,L,True,145,0,1
pca2,r27_R,R,True,172,0,1
pca2,r28_B,B,True,185,0,1
pca2,r28_BL,BL,True,200,0,1
pca2,r28_BR,BR,True,332,0,1
pca2,r28_F,F,True,560,0,1
pca2,r28_FL,FL,True,165,0,1
pca2,r28_FR,FR,True,88,0,1
pca2,r28_L,L,True,72,0,1
pca2,r28_R,R,True,77,0,1
pca2,r29_B,B,True,248,0,1
pca2,r29_BL,BL,True,154,0,1
pca2,r29_BR,BR,True,158,0,1
pca2,r29_F,F,True,203,0,1
pca2,r29_FL,FL,True,28,0,1
pca2,r29_FR,FR,True,37,0,1
pca2,r29_L,L,True,20,0,1
pca2,r29_R,R,True,13,0,1
pca2,r30_B,B,True,350,0,1
pca2,r30_BL,BL,True,144,0,1
pca2,r30_BR,BR,True,309,0,1
pca2,r30_F,F,True,276,0,1
pca2,r30_FL,FL,True,131,0,1
pca2,r30_FR,FR,True,204,0,1
pca2,r30_L,L,True,11,0,1
pca2,r30_R,R,True,167,0,1
pca2,r31_B,B,True,579,0,1
pca2,r31_BL,BL,True,50,0,1
pca2,r31_BR,BR,True,31,0,1
pca2,r31_F,F,True,319,0,1
pca2,r31_FL,FL,True,99,0,1
pca2,r31_FR,FR,True,197,0,1
pca2,r31_L,L,True,9,0,1
pca2,r31_R,R,True,13,0,1
pca4,r00_B,B,True,364,0,1
pca4,r00_BL,BL,True,132,0,1
pca4,r00_BR,BR,True,229,0,1
pca4,r00_F,F,True,399,0,1
pca4,r00_FL,FL,True,126,0,1
pca4,r00_FR,FR,True,256,0,1
pca4,r00_L,L,True,57,0,1
pca4,r00_R,R,True,141,0,1
pca4,r01_B,B,True,900,1,0
pca4,r01_BL,BL,True,393,0,1
pca4,r01_BR,BR,True,261,0,1
pca4,r01_F,F,True,494,0,1
pca4,r01_FL,FL,True,641,1,0
pca4,r01_FR,FR,True,74,0,1
pca4,r01_L,L,True,451,0,1
pca4,r01_R,R,True,14,0,1
pca4,r02_B,B,True,199,0,1
pca4,r02_BL,BL,True,74,0,1
pca4,r02_BR,BR,True,64,0,1
pca4,r02_F,F,True,28,0,1
pca4,r02_FL,FL,True,114,0,1
pca4,r02_FR,FR,True,14,0,1
pca4,r02_L,L,True,99,0,1
pca4,r02_R,R,True,11,0,1
pca4,r03_B,B,True,13,0,1
pca4,r03_BL,BL,True,11,0,1
pca4,r03_BR,BR,True,5,0,1
pca4,r03_F,F,True,14,0,1
pca4,r03_FL,FL,True,10,0,1
pca4,r03_FR,FR,True,10,0,1
pca4,r03_L,L,True,13,0,1
pca4,r03_R,R,True,12,0,1
pca4,r04_B,B,True,245,0,1
pca4,r04_BL,BL,True,178,0,1
pca4,r04_BR,BR,True,159,0,1
pca4,r04_F,F,True,249,0,1
pca4,r04_FL,FL,True,124,0,1
pca4,r04_FR,FR,True,71,0,1
pca4,r04_L,L,True,114,0,1
pca4,r04_R,R,True,312,0,1
pca4,r05_B,B,True,322,0,1
