model,scene,direction,feature_valid,static_inliers,static,active
astra,r27_BR,BR,True,13,0,1
astra,r27_F,F,True,494,0,1
astra,r27_FL,FL,True,427,0,1
astra,r27_FR,FR,True,126,0,1
astra,r27_L,L,True,341,0,1
astra,r27_R,R,True,11,0,1
astra,r28_B,B,True,988,1,0
astra,r28_BL,BL,True,105,0,1
astra,r28_BR,BR,True,314,0,1
astra,r28_F,F,True,172,0,1
astra,r28_FL,FL,True,17,0,1
astra,r28_FR,FR,True,15,0,1
astra,r28_L,L,True,134,0,1
astra,r28_R,R,True,134,0,1
astra,r29_B,B,True,701,1,0
astra,r29_BL,BL,True,31,0,1
astra,r29_BR,BR,True,11,0,1
astra,r29_F,F,True,10,0,1
astra,r29_FL,FL,True,29,0,1
astra,r29_FR,FR,True,14,0,1
astra,r29_L,L,True,13,0,1
astra,r29_R,R,True,25,0,1
astra,r30_B,B,True,98,0,1
astra,r30_BL,BL,True,12,0,1
astra,r30_BR,BR,True,11,0,1
astra,r30_F,F,True,17,0,1
astra,r30_FL,FL,True,15,0,1
astra,r30_FR,FR,True,18,0,1
astra,r30_L,L,True,14,0,1
astra,r30_R,R,True,6,0,1
astra,r31_B,B,True,23,0,1
astra,r31_BL,BL,True,36,0,1
astra,r31_BR,BR,True,6,0,1
astra,r31_F,F,True,15,0,1
astra,r31_FL,FL,True,12,0,1
astra,r31_FR,FR,True,9,0,1
astra,r31_L,L,True,11,0,1
astra,r31_R,R,True,8,0,1
matrixgame,r00_B,B,True,85,0,1
matrixgame,r00_BL,BL,True,11,0,1
matrixgame,r00_BR,BR,True,13,0,1
matrixgame,r00_F,F,True,36,0,1
matrixgame,r00_FL,FL,True,18,0,1
matrixgame,r00_FR,FR,True,13,0,1
matrixgame,r00_L,L,True,10,0,1
matrixgame,r00_R,R,True,9,0,1
matrixgame,r01_B,B,True,31,0,1
matrixgame,r01_BL,BL,True,6,0,1
matrixgame,r01_BR,BR,True,2,0,1
matrixgame,r01_F,F,True,21,0,1
matrixgame,r01_FL,FL,True,8,0,1
matrixgame,r01_FR,FR,True,15,0,1
matrixgame,r01_L,L,True,15,0,1
matrixgame,r01_R,R,True,10,0,1
matrixgame,r02_B,B,True,19,0,1
matrixgame,r02_BL,BL,True,10,0,1
matrixgame,r02_BR,BR,True,16,0,1
matrixgame,r02_F,F,True,18,0,1
matrixgame,r02_FL,FL,True,11,0,1
matrixgame,r02_FR,FR,True,13,0,1
matrixgame,r02_L,L,True,0,0,1
matrixgame,r02_R,R,True,0,0,1
matrixgame,r03_B,B,True,12,0,1
matrixgame,r03_BL,BL,True,0,0,1
matrixgame,r03_BR,BR,True,0,0,1
matrixgame,r03_F,F,True,11,0,1
matrixgame,r03_FL,FL,True,0,0,1
matrixgame,r03_FR,FR,True,8,0,1
matrixgame,r03_L,L,True,0,0,1
matrixgame,r03_R,R,True,0,0,1
matrixgame,r04_B,B,True,14,0,1
matrixgame,r04_BL,BL,True,11,0,1
matrixgame,r04_BR,BR,True,12,0,1
matrixgame,r04_F,F,True,13,0,1
matrixgame,r04_FL,FL,True,8,0,1
matrixgame,r04_FR,FR,True,12,0,1
matrixgame,r04_L,L,True,5,0,1
matrixgame,r04_R,R,True,10,0,1
matrixgame,r05_B,B,True,67,0,1
matrixgame,r05_BL,BL,True,12,0,1
matrixgame,r05_BR,BR,True,17,0,1
matrixgame,r05_F,F,True,21,0,1
matrixgame,r05_FL,FL,True,5,0,1
matrixgame,r05_FR,FR,True,15,0,1
matrixgame,r05_L,L,True,0,0,1
matrixgame,r05_R,R,True,11,0,1
matrixgame,r06_B,B,True,9,0,1
matrixgame,r06_BL,BL,True,16,0,1
matrixgame,r06_BR,BR,True,12,0,1
matrixgame,r06_F,F,True,7,0,1
matrixgame,r06_FL,FL,True,15,0,1
matrixgame,r06_FR,FR,True,12,0,1
matrixgame,r06_L,L,True,13,0,1
matrixgame,r06_R,R,True,14,0,1
matrixgame,r07_B,B,True,13,0,1
matrixgame,r07_BL,BL,True,13,0,1
matrixgame,r07_BR,BR,True,14,0,1
matrixgame,r07_F,F,True,14,0,1
matrixgame,r07_FL,FL,True,15,0,1
matrixgame,r07_FR,FR,True,15,0,1
matrixgame,r07_L,L,True,16,0,1
matrixgame,r07_R,R,True,13,0,1
matrixgame,r08_B,B,True,22,0,1
matrixgame,r08_BL,BL,True,18,0,1
matrixgame,r08_BR,BR,True,14,0,1
matrixgame,r08_F,F,True,12,0,1
matrixgame,r08_FL,FL,True,8,0,1
matrixgame,r08_FR,FR,True,12,0,1
matrixgame,r08_L,L,True,0,0,1
matrixgame,r08_R,R,True,15,0,1
matrixgame,r09_B,B,True,86,0,1
matrixgame,r09_BL,BL,True,15,0,1
matrixgame,r09_BR,BR,True,13,0,1
matrixgame,r09_F,F,True,7,0,1
matrixgame,r09_FL,FL,True,14,0,1
matrixgame,r09_FR,FR,True,15,0,1
matrixgame,r09_L,L,True,11,0,1
matrixgame,r09_R,R,True,14,0,1
matrixgame,r10_B,B,True,25,0,1
matrixgame,r10_BL,BL,True,9,0,1
matrixgame,r10_BR,BR,True,16,0,1
matrixgame,r10_F,F,True,15,0,1
matrixgame,r10_FL,FL,True,10,0,1
matrixgame,r10_FR,FR,True,8,0,1
matrixgame,r10_L,L,True,0,0,1
matrixgame,r10_R,R,True,17,0,1
matrixgame,r11_B,B,False,11,0,0
matrixgame,r11_BL,BL,False,11,0,0
matrixgame,r11_BR,BR,False,10,0,0
matrixgame,r11_F,F,False,9,0,0
matrixgame,r11_FL,FL,False,10,0,0
matrixgame,r11_FR,FR,False,5,0,0
matrixgame,r11_L,L,False,0,0,0
matrixgame,r11_R,R,False,7,0,0
matrixgame,r12_B,B,True,18,0,1
matrixgame,r12_BL,BL,True,9,0,1
matrixgame,r12_BR,BR,True,15,0,1
matrixgame,r12_F,F,True,11,0,1
matrixgame,r12_FL,FL,True,0,0,1
matrixgame,r12_FR,FR,True,12,0,1
matrixgame,r12_L,L,True,9,0,1
matrixgame,r12_R,R,True,14,0,1
matrixgame,r13_B,B,True,17,0,1
matrixgame,r13_BL,BL,True,14,0,1
matrixgame,r13_BR,BR,True,1,0,1
matrixgame,r13_F,F,True,34,0,1
matrixgame,r13_FL,FL,True,11,0,1
matrixgame,r13_FR,FR,True,14,0,1
matrixgame,r13_L,L,True,0,0,1
matrixgame,r13_R,R,True,7,0,1
matrixgame,r14_B,B,True,26,0,1
matrixgame,r14_BL,BL,True,14,0,1
matrixgame,r14_BR,BR,True,15,0,1
matrixgame,r14_F,F,True,13,0,1
matrixgame,r14_FL,FL,True,16,0,1
matrixgame,r14_FR,FR,True,12,0,1
matrixgame,r14_L,L,True,4,0,1
matrixgame,r14_R,R,True,11,0,1
matrixgame,r15_B,B,True,45,0,1
matrixgame,r15_BL,BL,True,10,0,1
matrixgame,r15_BR,BR,True,12,0,1
matrixgame,r15_F,F,True,15,0,1
matrixgame,r15_FL,FL,True,20,0,1
matrixgame,r15_FR,FR,True,10,0,1
matrixgame,r15_L,L,True,14,0,1
matrixgame,r15_R,R,True,12,0,1
matrixgame,r16_B,B,True,33,0,1
matrixgame,r16_BL,BL,True,16,0,1
matrixgame,r16_BR,BR,True,13,0,1
matrixgame,r16_F,F,True,12,0,1
matrixgame,r16_FL,FL,True,0,0,1
matrixgame,r16_FR,FR,True,12,0,1
matrixgame,r16_L,L,True,10,0,1
matrixgame,r16_R,R,True,13,0,1
matrixgame,r17_B,B,True,19,0,1
matrixgame,r17_BL,BL,True,14,0,1
matrixgame,r17_BR,BR,True,11,0,1
matrixgame,r17_F,F,True,11,0,1
matrixgame,r17_FL,FL,True,0,0,1
matrixgame,r17_FR,FR,True,12,0,1
matrixgame,r17_L,L,True,0,0,1
matrixgame,r17_R,R,True,14,0,1
matrixgame,r18_B,B,True,48,0,1
matrixgame,r18_BL,BL,True,6,0,1
matrixgame,r18_BR,BR,True,14,0,1
matrixgame,r18_F,F,True,50,0,1
matrixgame,r18_FL,FL,True,14,0,1
matrixgame,r18_FR,FR,True,12,0,1
matrixgame,r18_L,L,True,13,0,1
matrixgame,r18_R,R,True,13,0,1
matrixgame,r19_B,B,True,14,0,1
matrixgame,r19_BL,BL,True,15,0,1
matrixgame,r19_BR,BR,True,1,0,1
matrixgame,r19_F,F,True,12,0,1
matrixgame,r19_FL,FL,True,0,0,1
matrixgame,r19_FR,FR,True,13,0,1
matrixgame,r19_L,L,True,0,0,1
matrixgame,r19_R,R,True,12,0,1
matrixgame,r20_B,B,True,17,0,1
matrixgame,r20_BL,BL,True,10,0,1
matrixgame,r20_BR,BR,True,15,0,1
matrixgame,r20_F,F,True,13,0,1
matrixgame,r20_FL,FL,True,9,0,1
matrixgame,r20_FR,FR,True,12,0,1
matrixgame,r20_L,L,True,13,0,1
matrixgame,r20_R,R,True,10,0,1
matrixgame,r21_B,B,False,12,0,0
matrixgame,r21_BL,BL,False,7,0,0
matrixgame,r21_BR,BR,False,7,0,0
matrixgame,r21_F,F,False,11,0,0
matrixgame,r21_FL,FL,False,7,0,0
matrixgame,r21_FR,FR,False,9,0,0
matrixgame,r21_L,L,False,0,0,0
matrixgame,r21_R,R,False,8,0,0
matrixgame,r22_B,B,True,59,0,1
matrixgame,r22_BL,BL,True,6,0,1
matrixgame,r22_BR,BR,True,14,0,1
matrixgame,r22_F,F,True,7,0,1
matrixgame,r22_FL,FL,True,15,0,1
matrixgame,r22_FR,FR,True,12,0,1
matrixgame,r22_L,L,True,11,0,1
matrixgame,r22_R,R,True,13,0,1
matrixgame,r23_B,B,True,39,0,1
matrixgame,r23_BL,BL,True,5,0,1
matrixgame,r23_BR,BR,True,14,0,1
matrixgame,r23_F,F,True,17,0,1
matrixgame,r23_FL,FL,True,16,0,1
matrixgame,r23_FR,FR,True,15,0,1
matrixgame,r23_L,L,True,0,0,1
matrixgame,r23_R,R,True,14,0,1
matrixgame,r24_B,B,True,42,0,1
matrixgame,r24_BL,BL,True,12,0,1
matrixgame,r24_BR,BR,True,17,0,1
matrixgame,r24_F,F,True,24,0,1
matrixgame,r24_FL,FL,True,13,0,1
matrixgame,r24_FR,FR,True,0,0,1
matrixgame,r24_L,L,True,0,0,1
matrixgame,r24_R,R,True,12,0,1
matrixgame,r25_B,B,True,7,0,1
matrixgame,r25_BL,BL,True,7,0,1
matrixgame,r25_BR,BR,True,1,0,1
matrixgame,r25_F,F,True,5,0,1
matrixgame,r25_FL,FL,True,4,0,1
matrixgame,r25_FR,FR,True,8,0,1
matrixgame,r25_L,L,True,2,0,1
matrixgame,r25_R,R,True,7,0,1
matrixgame,r26_B,B,True,44,0,1
matrixgame,r26_BL,BL,True,4,0,1
matrixgame,r26_BR,BR,True,14,0,1
matrixgame,r26_F,F,True,16,0,1
matrixgame,r26_FL,FL,True,13,0,1
matrixgame,r26_FR,FR,True,12,0,1
matrixgame,r26_L,L,True,12,0,1
matrixgame,r26_R,R,True,11,0,1
matrixgame,r27_B,B,True,17,0,1
matrixgame,r27_BL,BL,True,11,0,1
matrixgame,r27_BR,BR,True,14,0,1
matrixgame,r27_F,F,True,4,0,1
matrixgame,r27_FL,FL,True,16,0,1
matrixgame,r27_FR,FR,True,13,0,1
matrixgame,r27_L,L,True,12,0,1
matrixgame,r27_R,R,True,0,0,1
matrixgame,r28_B,B,True,132,0,1
matrixgame,r28_BL,BL,True,15,0,1
matrixgame,r28_BR,BR,True,12,0,1
matrixgame,r28_F,F,True,62,0,1
matrixgame,r28_FL,FL,True,14,0,1
matrixgame,r28_FR,FR,True,17,0,1
matrixgame,r28_L,L,True,18,0,1
matrixgame,r28_R,R,True,12,0,1
matrixgame,r29_B,B,True,21,0,1
matrixgame,r29_BL,BL,True,7,0,1
matrixgame,r29_BR,BR,True,11,0,1
matrixgame,r29_F,F,True,20,0,1
matrixgame,r29_FL,FL,True,12,0,1
matrixgame,r29_FR,FR,True,12,0,1
matrixgame,r29_L,L,True,14,0,1
matrixgame,r29_R,R,True,11,0,1
matrixgame,r30_B,B,True,14,0,1
matrixgame,r30_BL,BL,True,12,0,1
matrixgame,r30_BR,BR,True,13,0,1
matrixgame,r30_F,F,True,13,0,1
matrixgame,r30_FL,FL,True,17,0,1
matrixgame,r30_FR,FR,True,11,0,1
matrixgame,r30_L,L,True,0,0,1
matrixgame,r30_R,R,True,11,0,1
matrixgame,r31_B,B,True,18,0,1
matrixgame,r31_BL,BL,True,9,0,1
matrixgame,r31_BR,BR,True,10,0,1
matrixgame,r31_F,F,True,21,0,1
matrixgame,r31_FL,FL,True,12,0,1
matrixgame,r31_FR,FR,True,12,0,1
matrixgame,r31_L,L,True,11,0,1
matrixgame,r31_R,R,True,11,0,1
minwm,r00_B,B,True,873,1,0
minwm,r00_BL,BL,True,458,0,1
minwm,r00_BR,BR,True,220,0,1
minwm,r00_F,F,True,927,1,0
minwm,r00_FL,FL,True,448,0,1
minwm,r00_FR,FR,True,230,0,1
minwm,r00_L,L,True,357,0,1
minwm,r00_R,R,True,228,0,1
minwm,r01_B,B,True,1075,1,0
minwm,r01_BL,BL,True,672,1,0
minwm,r01_BR,BR,True,735,1,0
minwm,r01_F,F,True,788,1,0
minwm,r01_FL,FL,True,506,0,1
minwm,r01_FR,FR,True,599,0,1
minwm,r01_L,L,True,557,0,1
minwm,r01_R,R,True,691,1,0
minwm,r02_B,B,True,388,0,1
minwm,r02_BL,BL,True,239,0,1
minwm,r02_BR,BR,True,239,0,1
minwm,r02_F,F,True,292,0,1
minwm,r02_FL,FL,True,234,0,1
minwm,r02_FR,FR,True,259,0,1
minwm,r02_L,L,True,451,0,1
minwm,r02_R,R,True,376,0,1
minwm,r03_B,B,True,350,0,1
minwm,r03_BL,BL,True,435,0,1
minwm,r03_BR,BR,True,396,0,1
minwm,r03_F,F,True,420,0,1
minwm,r03_FL,FL,True,321,0,1
minwm,r03_FR,FR,True,525,0,1
minwm,r03_L,L,True,225,0,1
minwm,r03_R,R,True,549,0,1
minwm,r04_B,B,True,568,0,1
minwm,r04_BL,BL,True,484,0,1
minwm,r04_BR,BR,True,197,0,1
minwm,r04_F,F,True,498,0,1
minwm,r04_FL,FL,True,282,0,1
minwm,r04_FR,FR,True,348,0,1
minwm,r04_L,L,True,504,0,1
minwm,r04_R,R,True,203,0,1
minwm,r05_B,B,True,394,0,1
minwm,r05_BL,BL,True,391,0,1
minwm,r05_BR,BR,True,166,0,1
minwm,r05_F,F,True,290,0,1
minwm,r05_FL,FL,True,189,0,1
minwm,r05_FR,FR,True,116,0,1
minwm,r05_L,L,True,374,0,1
minwm,r05_R,R,True,193,0,1
minwm,r06_B,B,True,812,1,0
minwm,r06_BL,BL,True,527,0,1
minwm,r06_BR,BR,True,290,0,1
minwm,r06_F,F,True,586,0,1
minwm,r06_FL,FL,True,84,0,1
minwm,r06_FR,FR,True,333,0,1
minwm,r06_L,L,True,648,1,0
minwm,r06_R,R,True,306,0,1
minwm,r07_B,B,True,1010,1,0
minwm,r07_BL,BL,True,481,0,1
minwm,r07_BR,BR,True,487,0,1
minwm,r07_F,F,True,750,1,0
minwm,r07_FL,FL,True,371,0,1
minwm,r07_FR,FR,True,246,0,1
minwm,r07_L,L,True,425,0,1
minwm,r07_R,R,True,331,0,1
minwm,r08_B,B,True,629,1,0
minwm,r08_BL,BL,True,403,0,1
minwm,r08_BR,BR,True,355,0,1
minwm,r08_F,F,True,553,0,1
minwm,r08_FL,FL,True,200,0,1
minwm,r08_FR,FR,True,306,0,1
minwm,r08_L,L,True,382,0,1
minwm,r08_R,R,True,369,0,1
minwm,r09_B,B,True,572,0,1
minwm,r09_BL,BL,True,477,0,1
minwm,r09_BR,BR,True,328,0,1
minwm,r09_F,F,True,357,0,1
minwm,r09_FL,FL,True,534,0,1
minwm,r09_FR,FR,True,416,0,1
minwm,r09_L,L,True,451,0,1
minwm,r09_R,R,True,378,0,1
minwm,r10_B,B,True,1000,1,0
minwm,r10_BL,BL,True,887,1,0
minwm,r10_BR,BR,True,244,0,1
minwm,r10_F,F,True,785,1,0
minwm,r10_FL,FL,True,829,1,0
minwm,r10_FR,FR,True,351,0,1
minwm,r10_L,L,True,477,0,1
minwm,r10_R,R,True,385,0,1
minwm,r11_B,B,False,57,0,0
minwm,r11_BL,BL,False,29,0,0
minwm,r11_BR,BR,False,45,0,0
minwm,r11_F,F,False,44,0,0
minwm,r11_FL,FL,False,25,0,0
minwm,r11_FR,FR,False,12,0,0
minwm,r11_L,L,False,16,0,0
minwm,r11_R,R,False,28,0,0
minwm,r12_B,B,True,169,0,1
minwm,r12_BL,BL,True,252,0,1
minwm,r12_BR,BR,True,86,0,1
minwm,r12_F,F,True,99,0,1
minwm,r12_FL,FL,True,144,0,1
minwm,r12_FR,FR,True,61,0,1
minwm,r12_L,L,True,308,0,1
minwm,r12_R,R,True,81,0,1
minwm,r13_B,B,True,455,0,1
minwm,r13_BL,BL,True,329,0,1
minwm,r13_BR,BR,True,442,0,1
minwm,r13_F,F,True,519,0,1
minwm,r13_FL,FL,True,298,0,1
minwm,r13_FR,FR,True,227,0,1
minwm,r13_L,L,True,171,0,1
minwm,r13_R,R,True,404,0,1
minwm,r14_B,B,True,587,0,1
minwm,r14_BL,BL,True,431,0,1
minwm,r14_BR,BR,True,644,1,0
minwm,r14_F,F,True,749,1,0
minwm,r14_FL,FL,True,465,0,1
minwm,r14_FR,FR,True,618,1,0
minwm,r14_L,L,True,472,0,1
minwm,r14_R,R,True,586,0,1
minwm,r15_B,B,True,379,0,1
minwm,r15_BL,BL,True,322,0,1
minwm,r15_BR,BR,True,505,0,1
minwm,r15_F,F,True,273,0,1
minwm,r15_FL,FL,True,100,0,1
minwm,r15_FR,FR,True,155,0,1
minwm,r15_L,L,True,291,0,1
minwm,r15_R,R,True,591,0,1
minwm,r16_B,B,True,1032,1,0
minwm,r16_BL,BL,True,334,0,1
minwm,r16_BR,BR,True,604,1,0
minwm,r16_F,F,True,666,1,0
minwm,r16_FL,FL,True,210,0,1
minwm,r16_FR,FR,True,613,1,0
minwm,r16_L,L,True,216,0,1
minwm,r16_R,R,True,567,0,1
minwm,r17_B,B,True,739,1,0
minwm,r17_BL,BL,True,722,1,0
minwm,r17_BR,BR,True,714,1,0
minwm,r17_F,F,True,485,0,1
minwm,r17_FL,FL,True,703,1,0
minwm,r17_FR,FR,True,745,1,0
minwm,r17_L,L,True,625,1,0
minwm,r17_R,R,True,844,1,0
minwm,r18_B,B,True,593,0,1
minwm,r18_BL,BL,True,254,0,1
minwm,r18_BR,BR,True,301,0,1
minwm,r18_F,F,True,835,1,0
minwm,r18_FL,FL,True,396,0,1
minwm,r18_FR,FR,True,367,0,1
minwm,r18_L,L,True,130,0,1
minwm,r18_R,R,True,316,0,1
minwm,r19_B,B,True,557,0,1
minwm,r19_BL,BL,True,244,0,1
minwm,r19_BR,BR,True,380,0,1
minwm,r19_F,F,True,578,0,1
minwm,r19_FL,FL,True,266,0,1
minwm,r19_FR,FR,True,263,0,1
minwm,r19_L,L,True,308,0,1
minwm,r19_R,R,True,342,0,1
minwm,r20_B,B,True,369,0,1
minwm,r20_BL,BL,True,215,0,1
minwm,r20_BR,BR,True,371,0,1
minwm,r20_F,F,True,406,0,1
minwm,r20_FL,FL,True,382,0,1
minwm,r20_FR,FR,True,102,0,1
minwm,r20_L,L,True,287,0,1
minwm,r20_R,R,True,280,0,1
minwm,r21_B,B,False,18,0,0
minwm,r21_BL,BL,False,6,0,0
minwm,r21_BR,BR,False,15,0,0
minwm,r21_F,F,False,14,0,0
minwm,r21_FL,FL,False,7,0,0
minwm,r21_FR,FR,False,7,0,0
minwm,r21_L,L,False,12,0,0
minwm,r21_R,R,False,7,0,0
minwm,r22_B,B,True,1015,1,0
minwm,r22_BL,BL,True,726,1,0
minwm,r22_BR,BR,True,680,1,0
minwm,r22_F,F,True,1009,1,0
minwm,r22_FL,FL,True,943,1,0
minwm,r22_FR,FR,True,731,1,0
minwm,r22_L,L,True,798,1,0
minwm,r22_R,R,True,695,1,0
minwm,r23_B,B,True,785,1,0
minwm,r23_BL,BL,True,523,0,1
minwm,r23_BR,BR,True,617,1,0
minwm,r23_F,F,True,718,1,0
minwm,r23_FL,FL,True,601,1,0
minwm,r23_FR,FR,True,534,0,1
minwm,r23_L,L,True,475,0,1
minwm,r23_R,R,True,476,0,1
minwm,r24_B,B,True,999,1,0
minwm,r24_BL,BL,True,591,0,1
minwm,r24_BR,BR,True,697,1,0
minwm,r24_F,F,True,643,1,0
minwm,r24_FL,FL,True,592,0,1
minwm,r24_FR,FR,True,403,0,1
minwm,r24_L,L,True,551,0,1
minwm,r24_R,R,True,640,1,0
minwm,r25_B,B,True,81,0,1
minwm,r25_BL,BL,True,100,0,1
minwm,r25_BR,BR,True,161,0,1
minwm,r25_F,F,True,89,0,1
minwm,r25_FL,FL,True,25,0,1
minwm,r25_FR,FR,True,37,0,1
minwm,r25_L,L,True,221,0,1
minwm,r25_R,R,True,31,0,1
minwm,r26_B,B,True,370,0,1
minwm,r26_BL,BL,True,181,0,1
minwm,r26_BR,BR,True,186,0,1
minwm,r26_F,F,True,70,0,1
minwm,r26_FL,FL,True,150,0,1
minwm,r26_FR,FR,True,55,0,1
minwm,r26_L,L,True,363,0,1
minwm,r26_R,R,True,155,0,1
minwm,r27_B,B,True,802,1,0
minwm,r27_BL,BL,True,366,0,1
minwm,r27_BR,BR,True,500,0,1
minwm,r27_F,F,True,541,0,1
minwm,r27_FL,FL,True,422,0,1
minwm,r27_FR,FR,True,379,0,1
minwm,r27_L,L,True,327,0,1
minwm,r27_R,R,True,434,0,1
minwm,r28_B,B,True,1215,1,0
minwm,r28_BL,BL,True,664,1,0
minwm,r28_BR,BR,True,593,0,1
minwm,r28_F,F,True,906,1,0
minwm,r28_FL,FL,True,698,1,0
minwm,r28_FR,FR,True,604,1,0
minwm,r28_L,L,True,511,0,1
minwm,r28_R,R,True,527,0,1
minwm,r29_B,B,True,447,0,1
minwm,r29_BL,BL,True,480,0,1
minwm,r29_BR,BR,True,431,0,1
minwm,r29_F,F,True,548,0,1
minwm,r29_FL,FL,True,494,0,1
minwm,r29_FR,FR,True,419,0,1
minwm,r29_L,L,True,473,0,1
minwm,r29_R,R,True,455,0,1
minwm,r30_B,B,True,364,0,1
minwm,r30_BL,BL,True,374,0,1
minwm,r30_BR,BR,True,251,0,1
minwm,r30_F,F,True,332,0,1
minwm,r30_FL,FL,True,347,0,1
minwm,r30_FR,FR,True,275,0,1
minwm,r30_L,L,True,494,0,1
minwm,r30_R,R,True,345,0,1
minwm,r31_B,B,True,274,0,1
minwm,r31_BL,BL,True,39,0,1
minwm,r31_BR,BR,True,156,0,1
minwm,r31_F,F,True,185,0,1
minwm,r31_FL,FL,True,45,0,1
minwm,r31_FR,FR,True,67,0,1
minwm,r31_L,L,True,17,0,1
minwm,r31_R,R,True,85,0,1
noadaln,r00_B,B,True,735,1,0
noadaln,r00_BL,BL,True,728,1,0
noadaln,r00_BR,BR,True,178,0,1
noadaln,r00_F,F,True,768,1,0
noadaln,r00_FL,FL,True,755,1,0
noadaln,r00_FR,FR,True,435,0,1
noadaln,r00_L,L,True,661,1,0
noadaln,r00_R,R,True,308,0,1
noadaln,r01_B,B,True,782,1,0
noadaln,r01_BL,BL,True,809,1,0
noadaln,r01_BR,BR,True,260,0,1
noadaln,r01_F,F,True,807,1,0
noadaln,r01_FL,FL,True,766,1,0
noadaln,r01_FR,FR,True,383,0,1
noadaln,r01_L,L,True,759,1,0
noadaln,r01_R,R,True,310,0,1
noadaln,r02_B,B,True,125,0,1
noadaln,r02_BL,BL,True,250,0,1
noadaln,r02_BR,BR,True,14,0,1
noadaln,r02_F,F,True,179,0,1
noadaln,r02_FL,FL,True,232,0,1
noadaln,r02_FR,FR,True,26,0,1
noadaln,r02_L,L,True,235,0,1
noadaln,r02_R,R,True,14,0,1
noadaln,r03_B,B,True,36,0,1
noadaln,r03_BL,BL,True,45,0,1
noadaln,r03_BR,BR,True,2,0,1
noadaln,r03_F,F,True,70,0,1
noadaln,r03_FL,FL,True,92,0,1
noadaln,r03_FR,FR,True,15,0,1
noadaln,r03_L,L,True,43,0,1
noadaln,r03_R,R,True,11,0,1
noadaln,r04_B,B,True,457,0,1
noadaln,r04_BL,BL,True,411,0,1
noadaln,r04_BR,BR,True,158,0,1
noadaln,r04_F,F,True,411,0,1
noadaln,r04_FL,FL,True,394,0,1
noadaln,r04_FR,FR,True,90,0,1
noadaln,r04_L,L,True,421,0,1
noadaln,r04_R,R,True,109,0,1
noadaln,r05_B,B,True,487,0,1
noadaln,r05_BL,BL,True,484,0,1
noadaln,r05_BR,BR,True,103,0,1
noadaln,r05_F,F,True,481,0,1
noadaln,r05_FL,FL,True,485,0,1
noadaln,r05_FR,FR,True,123,0,1
noadaln,r05_L,L,True,479,0,1
noadaln,r05_R,R,True,98,0,1
noadaln,r06_B,B,True,347,0,1
noadaln,r06_BL,BL,True,421,0,1
noadaln,r06_BR,BR,True,276,0,1
noadaln,r06_F,F,True,503,0,1
noadaln,r06_FL,FL,True,324,0,1
noadaln,r06_FR,FR,True,270,0,1
noadaln,r06_L,L,True,389,0,1
noadaln,r06_R,R,True,230,0,1
noadaln,r07_B,B,True,474,0,1
noadaln,r07_BL,BL,True,487,0,1
noadaln,r07_BR,BR,True,10,0,1
noadaln,r07_F,F,True,484,0,1
noadaln,r07_FL,FL,True,517,0,1
noadaln,r07_FR,FR,True,37,0,1
noadaln,r07_L,L,True,461,0,1
noadaln,r07_R,R,True,19,0,1
noadaln,r08_B,B,True,591,0,1
noadaln,r08_BL,BL,True,584,0,1
noadaln,r08_BR,BR,True,10,0,1
noadaln,r08_F,F,True,548,0,1
noadaln,r08_FL,FL,True,570,0,1
noadaln,r08_FR,FR,True,13,0,1
noadaln,r08_L,L,True,584,0,1
noadaln,r08_R,R,True,13,0,1
noadaln,r09_B,B,True,665,1,0
noadaln,r09_BL,BL,True,709,1,0
noadaln,r09_BR,BR,True,75,0,1
noadaln,r09_F,F,True,740,1,0
noadaln,r09_FL,FL,True,723,1,0
noadaln,r09_FR,FR,True,279,0,1
noadaln,r09_L,L,True,716,1,0
noadaln,r09_R,R,True,58,0,1
noadaln,r10_B,B,True,279,0,1
noadaln,r10_BL,BL,True,268,0,1
noadaln,r10_BR,BR,True,174,0,1
noadaln,r10_F,F,True,269,0,1
noadaln,r10_FL,FL,True,258,0,1
noadaln,r10_FR,FR,True,301,0,1
noadaln,r10_L,L,True,250,0,1
noadaln,r10_R,R,True,171,0,1
noadaln,r11_B,B,False,171,0,0
noadaln,r11_BL,BL,False,169,0,0
noadaln,r11_BR,BR,False,0,0,0
noadaln,r11_F,F,False,177,0,0
noadaln,r11_FL,FL,False,169,0,0
noadaln,r11_FR,FR,False,0,0,0
noadaln,r11_L,L,False,176,0,0
noadaln,r11_R,R,False,0,0,0
noadaln,r12_B,B,True,33,0,1
noadaln,r12_BL,BL,True,39,0,1
noadaln,r12_BR,BR,True,15,0,1
noadaln,r12_F,F,True,40,0,1
noadaln,r12_FL,FL,True,33,0,1
noadaln,r12_FR,FR,True,11,0,1
noadaln,r12_L,L,True,36,0,1
noadaln,r12_R,R,True,19,0,1
noadaln,r13_B,B,True,510,0,1
noadaln,r13_BL,BL,True,458,0,1
noadaln,r13_BR,BR,True,12,0,1
noadaln,r13_F,F,True,475,0,1
noadaln,r13_FL,FL,True,429,0,1
noadaln,r13_FR,FR,True,156,0,1
noadaln,r13_L,L,True,457,0,1
noadaln,r13_R,R,True,23,0,1
noadaln,r14_B,B,True,145,0,1
noadaln,r14_BL,BL,True,157,0,1
noadaln,r14_BR,BR,True,14,0,1
noadaln,r14_F,F,True,180,0,1
noadaln,r14_FL,FL,True,145,0,1
noadaln,r14_FR,FR,True,11,0,1
