model,window,dir,recession,rot,tx,g0,g1,g2,g3,g4,g5,g6,g7
matrixgame,27,B,48.18,0.54,211.5,-0.1682,0.0051,0.0972,-0.1935,-0.0482,0.0346,0.0955,-0.1848
matrixgame,27,BL,66.28,-30.24,1999.3,0.0489,-0.8752,-0.8718,-0.7965,0.8075,-0.3563,-0.0564,-0.227
matrixgame,27,L,-36.67,-6.71,1111.1,0.3089,-0.63,-0.6213,0.4561,0.6998,-0.4798,0.0445,0.1791
matrixgame,27,FL,-1114.07,-10.42,834.6,0.729,-0.9649,-0.8708,0.2498,0.9595,-0.6483,0.6495,0.5536
matrixgame,28,F,-49.21,-0.28,-130.0,0.6808,0.049,-0.474,0.1763,-0.4679,0.3463,0.2229,0.2631
matrixgame,28,FR,-127.27,20.3,-1824.9,0.7054,0.977,0.0759,0.8161,0.6075,-0.4998,-0.3223,0.6897
matrixgame,28,R,-9.03,-1.41,-1634.3,0.242,0.9715,-0.1108,0.7468,0.5911,-0.4913,-0.251,0.4583
matrixgame,28,BR,-29.94,27.77,-1677.7,-0.1276,0.9292,0.6775,0.8581,0.095,-0.5973,-0.013,0.0035
matrixgame,28,B,18.16,0.44,61.3,-0.1723,-0.0079,0.1637,-0.1309,0.0312,-0.0632,0.0194,-0.2058
matrixgame,28,BL,-83.55,3.54,1474.9,0.0107,-0.9333,-0.6926,-0.5194,0.647,-0.3104,0.4125,-0.2875
matrixgame,28,L,-108.55,-10.16,1129.2,0.4163,-0.9623,-0.7732,0.2928,0.6085,-0.3702,0.7386,0.1273
matrixgame,28,FL,-92.14,-20.36,1458.9,0.6918,-0.978,-0.7341,-0.0847,0.7529,-0.6755,0.728,0.2931
matrixgame,29,F,-146.54,1.15,-295.5,0.6483,0.1085,-0.1231,-0.2537,-0.4942,-0.0498,-0.3008,0.0153
matrixgame,29,FR,-269.31,12.44,-1948.2,0.5057,0.9553,0.3953,0.7986,0.5574,-0.4969,-0.201,0.452
matrixgame,29,R,-58.77,-17.5,-1793.8,0.2314,0.9612,-0.1307,0.73,0.6654,-0.6568,-0.4318,0.3755
matrixgame,29,BR,4.54,-1.92,-1742.9,-0.09,0.8355,0.0415,0.1308,0.4338,-0.0138,-0.6919,0.0811
matrixgame,29,B,23.39,-1.19,99.2,-0.1778,-0.0286,0.1217,-0.0878,0.0884,-0.0001,0.0472,-0.1549
matrixgame,29,BL,11.61,2.91,1600.0,0.0165,-0.8798,-0.5755,-0.1746,0.5017,-0.5151,0.6194,-0.0422
matrixgame,29,L,57.59,-0.61,1120.0,0.2762,-0.5679,-0.5552,0.3587,0.6471,-0.5196,0.4983,-0.1096
matrixgame,29,FL,-965.43,17.97,864.8,0.5452,-0.9226,-0.6635,0.0985,0.5247,-0.7115,0.6278,0.2144
matrixgame,30,F,-476.35,1.66,-572.7,0.7173,0.0892,-0.6273,0.5781,0.7038,-0.1241,-0.533,0.8755
matrixgame,30,FR,-2903.63,-11.42,-2537.4,0.4761,0.7237,0.3084,0.2205,0.5051,-0.0423,0.0105,0.5945
matrixgame,30,R,-40.25,-30.75,-1872.2,0.2509,0.9392,-0.2694,0.1168,0.628,-0.1109,-0.3491,0.369
matrixgame,30,BR,88.9,-21.2,-949.9,-0.1652,0.6654,0.1986,0.1646,0.074,0.073,-0.4051,-0.1648
matrixgame,30,B,78.59,6.8,502.8,-0.1922,0.091,0.1285,-0.2799,-0.2067,0.2374,0.2898,-0.0739
matrixgame,30,BL,65.02,19.15,2137.0,-0.0584,-0.892,-0.4804,-0.6076,0.2538,0.0378,0.3612,-0.1824
matrixgame,30,L,-69.88,1.36,343.5,0.3267,-0.7,-0.6828,0.4334,0.7592,-0.5834,0.0083,0.0231
matrixgame,30,FL,-2278.56,1.84,56.8,0.5874,-0.8128,-0.6349,0.5599,0.9477,-0.6205,-0.392,0.5379
matrixgame,31,F,-70.18,0.01,-174.6,0.6085,0.0635,-0.1437,0.0317,-0.1642,0.2079,-0.2983,0.276
matrixgame,31,FR,-65.8,28.92,-1697.0,0.5827,0.9725,0.5072,0.78,0.5924,-0.498,-0.4632,0.3483
matrixgame,31,R,36.3,19.08,-1430.2,0.1985,0.9706,0.3317,0.8439,0.5448,-0.6586,-0.3779,0.2285
matrixgame,31,BR,21.75,30.41,-1545.6,-0.1047,0.9372,0.644,0.732,0.1341,-0.461,-0.4286,-0.1407
matrixgame,31,B,40.79,-0.25,171.1,-0.1204,-0.0158,0.254,-0.2026,0.0386,0.0578,0.0544,0.0076
matrixgame,31,BL,41.2,-9.74,1807.5,0.0608,-0.8864,-0.8308,-0.5542,0.7068,-0.472,0.3092,-0.4567
matrixgame,31,L,-53.5,-26.18,1514.4,0.3108,-0.9566,-0.8565,-0.1555,0.8059,-0.641,0.6173,-0.3006
matrixgame,31,FL,-271.03,-14.11,977.6,0.4919,-0.9367,-0.7191,-0.5214,0.7767,-0.7781,0.673,0.1129
