scene,model,base_blur,end_blur,d_blur,x_blur,B
r08_B,ours_16node,540.6,542.4,1.8,0.0,-0.0
r08_B,ours_4node,527.9,270.2,-257.7,-259.5,259.5
r08_B,ours_noatok,823.9,711.9,-112.0,-113.8,113.8
r08_B,ours_noadaln,706.8,403.6,-303.2,-305.0,305.0
r08_BL,astra,518.1,492.4,-25.7,0.40000000000000213,-0.40000000000000213
r08_BL,matrixgame,131.7,167.1,35.4,61.5,-61.5
r08_BL,minwm,381.9,377.2,-4.8,21.3,-21.3
r08_BL,worldcam,301.0,669.4,368.4,394.5,-394.5
r08_BL,worldplay,532.5,604.3,71.8,97.9,-97.9
r08_BL,yume,241.4,215.3,-26.1,0.0,-0.0
r08_BL,ours_pca8,512.4,444.3,-68.1,-41.99999999999999,41.99999999999999
r08_BL,ours_pca4,628.9,562.7,-66.3,-40.199999999999996,40.199999999999996
r08_BL,ours_pca2,543.2,546.6,3.3,29.400000000000002,-29.400000000000002
r08_BL,ours_16node,569.9,455.2,-114.8,-88.69999999999999,88.69999999999999
r08_BL,ours_4node,385.1,280.0,-105.0,-78.9,78.9
r08_BL,ours_noatok,616.8,566.2,-50.6,-24.5,24.5
r08_BL,ours_noadaln,704.4,406.6,-297.8,-271.7,271.7
r08_BR,astra,483.4,486.2,2.8,35.599999999999994,-35.599999999999994
r08_BR,matrixgame,139.6,291.4,151.7,184.5,-184.5
r08_BR,minwm,372.1,267.3,-104.8,-72.0,72.0
r08_BR,worldcam,345.1,177.2,-167.9,-135.10000000000002,135.10000000000002
r08_BR,worldplay,540.4,486.1,-54.2,-21.400000000000006,21.400000000000006
r08_BR,yume,277.5,238.8,-38.7,-5.900000000000006,5.900000000000006
r08_BR,ours_pca8,692.1,1013.2,321.1,353.90000000000003,-353.90000000000003
r08_BR,ours_pca4,773.3,1145.0,371.7,404.5,-404.5
r08_BR,ours_pca2,692.4,646.8,-45.6,-12.800000000000004,12.800000000000004
r08_BR,ours_16node,605.2,497.0,-108.2,-75.4,75.4
r08_BR,ours_4node,512.4,479.6,-32.8,0.0,-0.0
r08_BR,ours_noatok,720.4,913.1,192.7,225.5,-225.5
r08_BR,ours_noadaln,368.3,467.1,98.8,131.6,-131.6
r08_F,astra,430.8,401.8,-29.0,0.0,-0.0
r08_F,matrixgame,200.7,268.7,68.0,97.0,-97.0
r08_F,minwm,533.1,488.5,-44.6,-15.600000000000001,15.600000000000001
r08_F,worldcam,1029.9,1881.6,851.8,880.8,-880.8
r08_F,worldplay,610.9,658.8,47.8,76.8,-76.8
r08_F,yume,423.3,302.1,-121.2,-92.2,92.2
r08_F,ours_pca8,472.3,620.0,147.7,176.7,-176.7
r08_F,ours_pca4,554.2,552.4,-1.9,27.1,-27.1
r08_F,ours_pca2,429.4,316.7,-112.7,-83.7,83.7
r08_F,ours_16node,605.3,669.4,64.1,93.1,-93.1
r08_F,ours_4node,430.7,260.4,-170.2,-141.2,141.2
r08_F,ours_noatok,525.8,446.8,-79.0,-50.0,50.0
r08_F,ours_noadaln,707.7,402.7,-305.1,-276.1,276.1
r08_FL,astra,387.9,456.9,69.0,167.9,-167.9
r08_FL,matrixgame,163.0,338.1,175.1,274.0,-274.0
r08_FL,minwm,428.2,329.3,-98.9,0.0,-0.0
r08_FL,worldcam,373.1,163.4,-209.7,-110.79999999999998,110.79999999999998
r08_FL,worldplay,386.3,416.9,30.6,129.5,-129.5
r08_FL,yume,326.2,453.1,127.0,225.9,-225.9
r08_FL,ours_pca8,548.2,780.2,232.0,330.9,-330.9
r08_FL,ours_pca4,461.0,598.2,137.2,236.1,-236.1
r08_FL,ours_pca2,445.9,252.3,-193.6,-94.69999999999999,94.69999999999999
r08_FL,ours_16node,543.2,440.5,-102.7,-3.799999999999997,3.799999999999997
r08_FL,ours_4node,443.6,274.3,-169.2,-70.29999999999998,70.29999999999998
r08_FL,ours_noatok,461.4,255.6,-205.8,-106.9,106.9
r08_FL,ours_noadaln,705.9,403.7,-302.3,-203.4,203.4
r08_FR,astra,459.9,539.1,79.2,126.7,-126.7
r08_FR,matrixgame,170.0,181.4,11.4,58.9,-58.9
r08_FR,minwm,491.6,313.1,-178.6,-131.1,131.1
r08_FR,worldcam,349.2,102.5,-246.7,-199.2,199.2
r08_FR,worldplay,487.5,440.0,-47.5,0.0,-0.0
r08_FR,yume,360.5,123.1,-237.4,-189.9,189.9
r08_FR,ours_pca8,524.6,851.7,327.1,374.6,-374.6
r08_FR,ours_pca4,584.3,672.2,87.9,135.4,-135.4
r08_FR,ours_pca2,457.5,384.6,-72.9,-25.400000000000006,25.400000000000006
r08_FR,ours_16node,563.3,827.5,264.3,311.8,-311.8
r08_FR,ours_4node,457.6,312.5,-145.1,-97.6,97.6
r08_FR,ours_noatok,427.3,275.6,-151.7,-104.19999999999999,104.19999999999999
r08_FR,ours_noadaln,355.0,482.3,127.3,174.8,-174.8
r08_L,astra,468.8,356.5,-112.4,-134.6,134.6
r08_L,matrixgame,185.3,0.0,-185.3,-207.5,207.5
r08_L,minwm,325.8,313.1,-12.7,-34.9,34.9
r08_L,worldcam,283.6,384.2,100.6,78.39999999999999,-78.39999999999999
r08_L,worldplay,403.9,471.4,67.5,45.3,-45.3
r08_L,yume,274.4,622.1,347.8,325.6,-325.6
r08_L,ours_pca8,536.7,772.7,236.1,213.9,-213.9
r08_L,ours_pca4,611.5,894.2,282.7,260.5,-260.5
r08_L,ours_pca2,479.3,501.5,22.2,0.0,-0.0
r08_L,ours_16node,624.6,652.0,27.4,5.199999999999999,-5.199999999999999
r08_L,ours_4node,459.6,463.2,3.7,-18.5,18.5
r08_L,ours_noatok,506.6,423.3,-83.3,-105.5,105.5
r08_L,ours_noadaln,705.6,401.5,-304.1,-326.3,326.3
r08_R,astra,421.9,537.7,115.7,40.8,-40.8
r08_R,matrixgame,161.7,142.9,-18.8,-93.7,93.7
r08_R,minwm,361.4,309.8,-51.6,-126.5,126.5
r08_R,worldcam,271.1,20.9,-250.2,-325.1,325.1
r08_R,worldplay,454.5,489.6,35.1,-39.800000000000004,39.800000000000004
r08_R,yume,299.9,257.5,-42.4,-117.30000000000001,117.30000000000001
r08_R,ours_pca8,494.5,975.3,480.7,405.79999999999995,-405.79999999999995
r08_R,ours_pca4,575.4,650.4,74.9,0.0,-0.0
r08_R,ours_pca2,555.1,747.3,192.1,117.19999999999999,-117.19999999999999
r08_R,ours_16node,607.8,1165.0,557.2,482.30000000000007,-482.30000000000007
r08_R,ours_4node,390.0,636.2,246.2,171.29999999999998,-171.29999999999998
r08_R,ours_noatok,472.6,606.8,134.2,59.29999999999998,-59.29999999999998
r08_R,ours_noadaln,383.4,358.9,-24.5,-99.4,99.4
r09_B,astra,798.4,1118.1,319.7,555.4,-555.4
r09_B,matrixgame,285.2,255.1,-30.1,205.6,-205.6
r09_B,minwm,537.1,499.2,-37.9,197.79999999999998,-197.79999999999998
r09_B,worldcam,1088.9,691.7,-397.2,-161.5,161.5
r09_B,worldplay,859.4,972.2,112.8,348.5,-348.5
r09_B,yume,806.8,897.7,90.9,326.6,-326.6
r09_B,ours_pca8,1133.1,897.4,-235.7,0.0,-0.0
r09_B,ours_pca4,1550.4,1245.3,-305.1,-69.40000000000003,69.40000000000003
r09_B,ours_pca2,1350.2,985.7,-364.5,-128.8,128.8
r09_B,ours_16node,1333.3,962.9,-370.4,-134.7,134.7
r09_B,ours_4node,1246.4,774.5,-471.9,-236.2,236.2
r09_B,ours_noatok,1525.1,1271.0,-254.1,-18.400000000000006,18.400000000000006
r09_B,ours_noadaln,1279.7,1202.6,-77.1,158.6,-158.6
r09_BL,astra,917.0,2821.9,1904.9,2180.0,-2180.0
r09_BL,matrixgame,140.9,182.8,41.9,317.0,-317.0
r09_BL,minwm,400.3,380.4,-19.8,255.3,-255.3
r09_BL,worldcam,553.7,278.6,-275.1,0.0,-0.0
r09_BL,worldplay,671.2,970.5,299.2,574.3,-574.3
r09_BL,yume,496.8,512.0,15.2,290.3,-290.3
r09_BL,ours_pca8,1165.4,649.4,-516.0,-240.89999999999998,240.89999999999998
r09_BL,ours_pca4,1361.5,969.0,-392.6,-117.5,117.5
r09_BL,ours_pca2,1219.5,873.9,-345.6,-70.5,70.5
r09_BL,ours_16node,1290.7,787.2,-503.4,-228.29999999999995,228.29999999999995
r09_BL,ours_4node,910.3,360.4,-549.9,-274.79999999999995,274.79999999999995
r09_BL,ours_noatok,1352.3,927.7,-424.6,-149.5,149.5
r09_BL,ours_noadaln,1281.7,1204.3,-77.4,197.70000000000002,-197.70000000000002
r09_BR,astra,556.3,3435.8,2879.5,3190.6,-3190.6
r09_BR,matrixgame,191.8,159.8,-32.0,279.1,-279.1
r09_BR,minwm,411.3,356.8,-54.5,256.6,-256.6
r09_BR,worldcam,510.6,139.2,-371.4,-60.299999999999955,60.299999999999955
r09_BR,worldplay,594.9,479.6,-115.3,195.8,-195.8
r09_BR,yume,530.6,348.9,-181.6,129.50000000000003,-129.50000000000003
r09_BR,ours_pca8,1053.0,801.7,-251.3,59.80000000000001,-59.80000000000001
r09_BR,ours_pca4,1252.7,754.6,-498.1,-187.0,187.0
r09_BR,ours_pca2,1017.1,684.1,-333.0,-21.899999999999977,21.899999999999977
r09_BR,ours_16node,1223.3,705.1,-518.2,-207.10000000000002,207.10000000000002
r09_BR,ours_4node,951.4,381.9,-569.5,-258.4,258.4
r09_BR,ours_noatok,1259.3,904.1,-355.2,-44.099999999999966,44.099999999999966
r09_BR,ours_noadaln,568.2,257.1,-311.1,0.0,-0.0
r09_F,astra,946.9,2623.8,1676.9,1731.5,-1731.5
r09_F,matrixgame,356.8,294.5,-62.3,-7.699999999999996,7.699999999999996
r09_F,minwm,592.0,556.0,-36.0,18.6,-18.6
r09_F,worldcam,1144.1,1089.5,-54.6,0.0,-0.0
r09_F,worldplay,868.6,1005.6,137.0,191.6,-191.6
r09_F,yume,644.8,591.7,-53.1,1.5,-1.5
r09_F,ours_pca8,913.2,836.9,-76.3,-21.699999999999996,21.699999999999996
r09_F,ours_pca4,937.7,702.4,-235.3,-180.70000000000002,180.70000000000002
r09_F,ours_pca2,751.0,622.0,-129.1,-74.5,74.5
r09_F,ours_16node,1146.7,1730.3,583.6,638.2,-638.2
r09_F,ours_4node,722.3,496.1,-226.2,-171.6,171.6
r09_F,ours_noatok,889.3,868.1,-21.2,33.400000000000006,-33.400000000000006
r09_F,ours_noadaln,1279.1,1193.2,-85.8,-31.199999999999996,31.199999999999996
r09_FL,astra,746.4,1532.7,786.3,654.1999999999999,-654.1999999999999
r09_FL,matrixgame,287.1,238.3,-48.8,-180.89999999999998,180.89999999999998
r09_FL,minwm,759.8,397.0,-362.8,-494.9,494.9
r09_FL,worldcam,825.0,277.2,-547.8,-679.9,679.9
r09_FL,worldplay,676.2,845.8,169.7,37.599999999999994,-37.599999999999994
r09_FL,yume,660.9,652.1,-8.8,-140.9,140.9
r09_FL,ours_pca8,1107.0,1632.0,525.0,392.9,-392.9
r09_FL,ours_pca4,997.6,1547.3,549.7,417.6,-417.6
r09_FL,ours_pca2,862.4,1247.5,385.2,253.1,-253.1
r09_FL,ours_16node,1145.2,2383.8,1238.6,1106.5,-1106.5
r09_FL,ours_4node,831.9,848.7,16.7,-115.39999999999999,115.39999999999999
r09_FL,ours_noatok,957.1,1089.2,132.1,0.0,-0.0
r09_FL,ours_noadaln,1277.4,1180.7,-96.7,-228.8,228.8
r09_FR,astra,567.7,693.2,125.5,260.4,-260.4
r09_FR,matrixgame,292.9,114.0,-178.9,-44.0,44.0
r09_FR,minwm,455.1,320.2,-134.9,0.0,-0.0
r09_FR,worldcam,527.1,422.3,-104.8,30.10000000000001,-30.10000000000001
r09_FR,worldplay,512.6,746.7,234.0,368.9,-368.9
r09_FR,yume,460.8,332.9,-127.9,7.0,-7.0
r09_FR,ours_pca8,819.8,1014.7,194.9,329.8,-329.8
r09_FR,ours_pca4,974.7,645.3,-329.3,-194.4,194.4
r09_FR,ours_pca2,759.8,431.1,-328.7,-193.79999999999998,193.79999999999998
r09_FR,ours_16node,1044.9,1480.0,435.2,570.1,-570.1
r09_FR,ours_4node,720.8,454.7,-266.1,-131.20000000000002,131.20000000000002
r09_FR,ours_noatok,724.7,484.5,-240.2,-105.29999999999998,105.29999999999998
r09_FR,ours_noadaln,587.8,241.9,-345.9,-210.99999999999997,210.99999999999997
r09_L,astra,821.4,1043.1,221.7,126.6,-126.6
r09_L,matrixgame,342.9,185.6,-157.3,-252.4,252.4
r09_L,minwm,332.3,372.5,40.3,-54.8,54.8
r09_L,worldcam,524.9,619.9,95.1,0.0,-0.0
r09_L,worldplay,665.9,907.2,241.3,146.20000000000002,-146.20000000000002
r09_L,yume,688.7,740.8,52.2,-42.89999999999999,42.89999999999999
r09_L,ours_pca8,1317.3,2256.0,938.7,843.6,-843.6
r09_L,ours_pca4,1445.6,2233.7,788.1,693.0,-693.0
r09_L,ours_pca2,1215.5,1526.9,311.4,216.29999999999998,-216.29999999999998
r09_L,ours_16node,1512.0,3277.2,1765.2,1670.1000000000001,-1670.1000000000001
r09_L,ours_4node,1054.5,1098.6,44.1,-50.99999999999999,50.99999999999999
r09_L,ours_noatok,1205.3,1237.4,32.2,-62.89999999999999,62.89999999999999
r09_L,ours_noadaln,1281.1,1190.7,-90.4,-185.5,185.5
r09_R,astra,594.9,264.3,-330.6,-390.6,390.6
r09_R,matrixgame,279.0,201.1,-77.8,-137.8,137.8
r09_R,minwm,338.5,283.2,-55.3,-115.3,115.3
r09_R,worldcam,502.5,324.6,-177.9,-237.9,237.9
r09_R,worldplay,515.3,519.3,4.1,-55.9,55.9
r09_R,yume,561.0,790.3,229.3,169.3,-169.3
r09_R,ours_pca8,891.1,2290.0,1398.8,1338.8,-1338.8
r09_R,ours_pca4,1229.0,1289.0,60.0,0.0,-0.0
r09_R,ours_pca2,855.6,944.6,89.0,29.0,-29.0
r09_R,ours_16node,1426.7,1811.8,385.1,325.1,-325.1
r09_R,ours_4node,873.7,1201.5,327.8,267.8,-267.8
r09_R,ours_noatok,792.6,862.7,70.1,10.099999999999994,-10.099999999999994
r09_R,ours_noadaln,529.9,260.6,-269.3,-329.3,329.3
r10_B,astra,1030.6,367.6,-663.0,-351.3,351.3
r10_B,matrixgame,300.3,195.7,-104.6,207.1,-207.1
r10_B,minwm,1010.4,923.9,-86.5,225.2,-225.2
r10_B,worldcam,1327.1,1048.9,-278.2,33.5,-33.5
r10_B,worldplay,975.6,1129.8,154.2,465.9,-465.9
r10_B,yume,483.6,226.5,-257.0,54.69999999999999,-54.69999999999999
r10_B,ours_pca8,1077.7,766.0,-311.7,0.0,-0.0
r10_B,ours_pca4,1280.1,730.0,-550.1,-238.40000000000003,238.40000000000003
r10_B,ours_pca2,1311.3,968.0,-343.2,-31.5,31.5
r10_B,ours_16node,1229.2,815.2,-414.0,-102.30000000000001,102.30000000000001
r10_B,ours_4node,1072.3,478.7,-593.5,-281.8,281.8
r10_B,ours_noatok,1391.2,1221.1,-170.0,141.7,-141.7
r10_B,ours_noadaln,1184.0,710.4,-473.6,-161.90000000000003,161.90000000000003
r10_BL,astra,833.7,650.9,-182.8,234.7,-234.7
r10_BL,matrixgame,242.4,19.6,-222.8,194.7,-194.7
r10_BL,minwm,668.9,581.7,-87.2,330.3,-330.3
r10_BL,worldcam,638.7,635.4,-3.4,414.1,-414.1
r10_BL,worldplay,766.5,903.0,136.5,554.0,-554.0
r10_BL,yume,634.2,74.5,-559.7,-142.20000000000005,142.20000000000005
r10_BL,ours_pca8,991.9,552.6,-439.3,-21.80000000000001,21.80000000000001
r10_BL,ours_pca4,1191.2,773.7,-417.5,0.0,-0.0
r10_BL,ours_pca2,996.2,528.7,-467.5,-50.0,50.0
r10_BL,ours_16node,1103.4,796.6,-306.9,110.60000000000002,-110.60000000000002
r10_BL,ours_4node,612.1,116.6,-495.5,-78.0,78.0
r10_BL,ours_noatok,1167.3,670.2,-497.1,-79.60000000000002,79.60000000000002
r10_BL,ours_noadaln,1184.8,720.6,-464.1,-46.60000000000002,46.60000000000002
r10_BR,astra,907.2,1115.4,208.2,343.0,-343.0
r10_BR,matrixgame,237.9,125.1,-112.9,21.900000000000006,-21.900000000000006
r10_BR,minwm,614.5,421.9,-192.6,-57.79999999999998,57.79999999999998
r10_BR,worldcam,651.2,302.8,-348.4,-213.59999999999997,213.59999999999997
r10_BR,worldplay,807.9,740.5,-67.4,67.4,-67.4
r10_BR,yume,482.2,186.7,-295.5,-160.7,160.7
r10_BR,ours_pca8,931.6,1155.1,223.6,358.4,-358.4
r10_BR,ours_pca4,1291.2,1272.1,-19.1,115.70000000000002,-115.70000000000002
r10_BR,ours_pca2,1003.8,741.6,-262.2,-127.39999999999998,127.39999999999998
r10_BR,ours_16node,989.4,854.5,-134.8,0.0,-0.0
r10_BR,ours_4node,829.6,307.2,-522.4,-387.59999999999997,387.59999999999997
r10_BR,ours_noatok,1141.1,1043.6,-97.5,37.30000000000001,-37.30000000000001
r10_BR,ours_noadaln,1061.7,580.3,-481.4,-346.59999999999997,346.59999999999997
r10_F,astra,1068.2,1159.9,91.7,82.0,-82.0
r10_F,matrixgame,292.2,332.1,39.8,30.099999999999998,-30.099999999999998
r10_F,minwm,921.2,836.6,-84.6,-94.3,94.3
r10_F,worldcam,1179.0,1165.8,-13.2,-22.9,22.9
r10_F,worldplay,951.8,961.5,9.7,0.0,-0.0
r10_F,yume,800.3,875.2,74.9,65.2,-65.2
r10_F,ours_pca8,901.9,1069.1,167.2,157.5,-157.5
r10_F,ours_pca4,968.3,828.4,-140.0,-149.7,149.7
r10_F,ours_pca2,783.8,518.8,-265.0,-274.7,274.7
r10_F,ours_16node,1049.9,1414.5,364.6,354.90000000000003,-354.90000000000003
r10_F,ours_4node,839.3,671.2,-168.1,-177.79999999999998,177.79999999999998
r10_F,ours_noatok,931.6,978.7,47.0,37.3,-37.3
r10_F,ours_noadaln,1183.6,709.5,-474.1,-483.8,483.8
r10_FL,astra,1046.8,700.6,-346.1,-55.10000000000002,55.10000000000002
r10_FL,matrixgame,131.1,6.5,-124.6,166.4,-166.4
r10_FL,minwm,916.9,625.9,-291.0,0.0,-0.0
r10_FL,worldcam,575.5,965.7,390.2,681.2,-681.2
r10_FL,worldplay,672.4,14.7,-657.7,-366.70000000000005,366.70000000000005
r10_FL,yume,402.9,134.9,-268.0,23.0,-23.0
r10_FL,ours_pca8,873.0,973.1,100.2,391.2,-391.2
r10_FL,ours_pca4,854.7,695.8,-158.9,132.1,-132.1
r10_FL,ours_pca2,699.3,297.7,-401.6,-110.60000000000002,110.60000000000002
r10_FL,ours_16node,840.1,777.7,-62.5,228.5,-228.5
r10_FL,ours_4node,696.6,279.9,-416.7,-125.69999999999999,125.69999999999999
r10_FL,ours_noatok,782.3,361.3,-420.9,-129.89999999999998,129.89999999999998
r10_FL,ours_noadaln,1182.8,718.7,-464.1,-173.10000000000002,173.10000000000002
r10_FR,astra,952.2,1003.3,51.1,458.1,-458.1
r10_FR,matrixgame,292.9,162.0,-130.9,276.1,-276.1
r10_FR,minwm,716.5,563.3,-153.2,253.8,-253.8
r10_FR,worldcam,1084.0,481.2,-602.9,-195.89999999999998,195.89999999999998
r10_FR,worldplay,872.4,514.8,-357.6,49.39999999999998,-49.39999999999998
r10_FR,yume,566.2,65.7,-500.5,-93.5,93.5
r10_FR,ours_pca8,1056.1,1119.2,63.2,470.2,-470.2
r10_FR,ours_pca4,1011.1,604.1,-407.0,0.0,-0.0
r10_FR,ours_pca2,762.2,315.4,-446.7,-39.69999999999999,39.69999999999999
r10_FR,ours_16node,1044.2,978.9,-65.4,341.6,-341.6
r10_FR,ours_4node,901.1,389.0,-512.1,-105.10000000000002,105.10000000000002
r10_FR,ours_noatok,879.9,433.3,-446.6,-39.60000000000002,39.60000000000002
r10_FR,ours_noadaln,1072.5,563.5,-508.9,-101.89999999999998,101.89999999999998
r10_L,astra,1081.4,882.4,-199.0,133.0,-133.0
r10_L,matrixgame,132.2,1.3,-130.9,201.1,-201.1
r10_L,minwm,742.0,689.3,-52.7,279.3,-279.3
r10_L,worldcam,628.7,646.8,18.2,350.2,-350.2
r10_L,worldplay,664.8,55.9,-608.8,-276.79999999999995,276.79999999999995
r10_L,yume,480.0,169.2,-310.8,21.19999999999999,-21.19999999999999
r10_L,ours_pca8,697.0,135.0,-562.0,-230.0,230.0
r10_L,ours_pca4,773.6,232.7,-540.9,-208.89999999999998,208.89999999999998
r10_L,ours_pca2,804.9,150.2,-654.7,-322.70000000000005,322.70000000000005
r10_L,ours_16node,881.8,549.8,-332.0,0.0,-0.0
r10_L,ours_4node,497.8,196.7,-301.1,30.899999999999977,-30.899999999999977
r10_L,ours_noatok,625.1,141.9,-483.2,-151.2,151.2
r10_L,ours_noadaln,1185.9,712.4,-473.4,-141.39999999999998,141.39999999999998
r10_R,astra,973.2,1262.2,289.0,485.7,-485.7
r10_R,matrixgame,283.5,198.0,-85.5,111.19999999999999,-111.19999999999999
r10_R,minwm,644.6,438.2,-206.3,-9.600000000000023,9.600000000000023
r10_R,worldcam,662.7,252.1,-410.6,-213.90000000000003,213.90000000000003
r10_R,worldplay,749.6,550.2,-199.4,-2.700000000000017,2.700000000000017
r10_R,yume,454.0,1327.7,873.6,1070.3,-1070.3
r10_R,ours_pca8,741.7,902.3,160.5,357.2,-357.2
r10_R,ours_pca4,906.3,709.6,-196.7,0.0,-0.0
r10_R,ours_pca2,617.7,509.9,-107.8,88.89999999999999,-88.89999999999999
r10_R,ours_16node,850.2,1368.9,518.7,715.4000000000001,-715.4000000000001
r10_R,ours_4node,636.9,385.9,-250.9,-54.20000000000002,54.20000000000002
r10_R,ours_noatok,681.0,381.0,-300.0,-103.30000000000001,103.30000000000001
r10_R,ours_noadaln,1014.2,502.6,-511.6,-314.90000000000003,314.90000000000003
r11_B,astra,33.4,208.0,174.6,141.0,-141.0
r11_B,matrixgame,29.3,213.9,184.6,151.0,-151.0
r11_B,minwm,83.4,168.8,85.5,51.9,-51.9
r11_B,worldcam,41.1,63.0,21.9,-11.700000000000003,11.700000000000003
r11_B,worldplay,44.4,112.5,68.1,34.49999999999999,-34.49999999999999
r11_B,yume,18.5,52.1,33.6,0.0,-0.0
r11_B,ours_pca8,23.2,94.0,70.8,37.199999999999996,-37.199999999999996
r11_B,ours_pca4,24.4,46.0,21.6,-12.0,12.0
r11_B,ours_pca2,56.3,47.2,-9.1,-42.7,42.7
r11_B,ours_16node,27.2,95.8,68.5,34.9,-34.9
r11_B,ours_4node,20.9,26.1,5.2,-28.400000000000002,28.400000000000002
r11_B,ours_noatok,25.0,44.0,19.0,-14.600000000000001,14.600000000000001
r11_B,ours_noadaln,52.7,47.6,-5.1,-38.7,38.7
r11_BL,astra,12.0,65.7,53.8,-21.200000000000003,21.200000000000003
r11_BL,matrixgame,29.7,23.2,-6.5,-81.5,81.5
r11_BL,minwm,86.9,251.9,165.0,90.0,-90.0
r11_BL,worldcam,35.6,45.9,10.4,-64.6,64.6
r11_BL,worldplay,36.0,175.4,139.3,64.30000000000001,-64.30000000000001
r11_BL,yume,45.0,90.1,45.1,-29.9,29.9
r11_BL,ours_pca8,50.2,125.2,75.0,0.0,-0.0
r11_BL,ours_pca4,69.7,254.3,184.6,109.6,-109.6
r11_BL,ours_pca2,37.6,264.1,226.6,151.6,-151.6
r11_BL,ours_16node,28.0,143.4,115.4,40.400000000000006,-40.400000000000006
r11_BL,ours_4node,144.3,154.6,10.3,-64.7,64.7
r11_BL,ours_noatok,61.1,183.0,122.0,47.0,-47.0
r11_BL,ours_noadaln,52.6,47.8,-4.8,-79.8,79.8
r11_BR,astra,10.7,127.0,116.3,66.6,-66.6
r11_BR,matrixgame,30.3,54.9,24.6,-25.1,25.1
r11_BR,minwm,46.9,78.7,31.8,-17.900000000000002,17.900000000000002
r11_BR,worldcam,42.1,91.8,49.7,0.0,-0.0
r11_BR,worldplay,41.4,167.1,125.7,76.0,-76.0
r11_BR,yume,16.4,33.2,16.7,-33.0,33.0
r11_BR,ours_pca8,51.5,213.3,161.8,112.10000000000001,-112.10000000000001
r11_BR,ours_pca4,54.1,162.9,108.9,59.2,-59.2
r11_BR,ours_pca2,49.1,156.4,107.3,57.599999999999994,-57.599999999999994
r11_BR,ours_16node,54.3,157.5,103.2,53.5,-53.5
r11_BR,ours_4node,64.0,65.4,1.5,-48.2,48.2
r11_BR,ours_noatok,50.3,82.7,32.4,-17.300000000000004,17.300000000000004
r11_BR,ours_noadaln,30.0,16.6,-13.4,-63.1,63.1
r11_F,astra,20.8,21.4,0.6,-18.4,18.4
r11_F,matrixgame,19.2,38.8,19.6,0.6000000000000014,-0.6000000000000014
r11_F,minwm,55.6,103.3,47.6,28.6,-28.6
r11_F,worldcam,37.7,33.7,-4.1,-23.1,23.1
r11_F,worldplay,38.1,57.1,19.0,0.0,-0.0
r11_F,yume,64.9,196.1,131.1,112.1,-112.1
r11_F,ours_pca8,26.8,65.4,38.6,19.6,-19.6
r11_F,ours_pca4,25.2,25.2,0.0,-19.0,19.0
r11_F,ours_pca2,24.4,57.1,32.7,13.700000000000003,-13.700000000000003
r11_F,ours_16node,29.9,65.4,35.5,16.5,-16.5
r11_F,ours_4node,26.1,37.7,11.6,-7.4,7.4
r11_F,ours_noatok,27.6,34.5,6.9,-12.1,12.1
r11_F,ours_noadaln,52.7,47.6,-5.1,-24.1,24.1
r11_FL,astra,16.4,61.3,44.8,-132.89999999999998,132.89999999999998
r11_FL,matrixgame,20.8,154.6,133.8,-43.89999999999998,43.89999999999998
r11_FL,minwm,60.1,248.3,188.1,10.400000000000006,-10.400000000000006
r11_FL,worldcam,41.5,95.4,53.9,-123.79999999999998,123.79999999999998
r11_FL,worldplay,54.3,192.7,138.5,-39.19999999999999,39.19999999999999
r11_FL,yume,20.4,41.3,20.9,-156.79999999999998,156.79999999999998
r11_FL,ours_pca8,39.0,601.2,562.3,384.59999999999997,-384.59999999999997
r11_FL,ours_pca4,40.8,495.6,454.8,277.1,-277.1
r11_FL,ours_pca2,29.5,281.9,252.4,74.70000000000002,-74.70000000000002
r11_FL,ours_16node,34.7,435.8,401.1,223.40000000000003,-223.40000000000003
r11_FL,ours_4node,51.1,323.7,272.5,94.80000000000001,-94.80000000000001
r11_FL,ours_noatok,39.3,217.1,177.7,0.0,-0.0
r11_FL,ours_noadaln,52.6,47.9,-4.7,-182.39999999999998,182.39999999999998
r11_FR,astra,15.5,7.8,-7.7,-29.099999999999998,29.099999999999998
r11_FR,matrixgame,107.5,133.7,26.2,4.800000000000001,-4.800000000000001
r11_FR,minwm,73.7,140.8,67.1,45.699999999999996,-45.699999999999996
r11_FR,worldcam,39.6,175.9,136.3,114.9,-114.9
r11_FR,worldplay,35.7,120.4,84.7,63.300000000000004,-63.300000000000004
r11_FR,yume,18.0,21.4,3.5,-17.9,17.9
r11_FR,ours_pca8,46.2,149.6,103.4,82.0,-82.0
r11_FR,ours_pca4,38.5,59.9,21.4,0.0,-0.0
r11_FR,ours_pca2,43.4,77.1,33.6,12.200000000000003,-12.200000000000003
r11_FR,ours_16node,35.9,36.1,0.2,-21.2,21.2
r11_FR,ours_4node,35.3,24.7,-10.6,-32.0,32.0
r11_FR,ours_noatok,28.8,18.8,-10.0,-31.4,31.4
r11_FR,ours_noadaln,26.5,19.4,-7.2,-28.599999999999998,28.599999999999998
r11_L,astra,15.6,514.5,498.9,375.7,-375.7
r11_L,matrixgame,25.9,0.0,-25.9,-149.1,149.1
r11_L,minwm,93.6,219.4,125.8,2.5999999999999943,-2.5999999999999943
r11_L,worldcam,40.4,28.9,-11.5,-134.7,134.7
r11_L,worldplay,55.3,100.7,45.4,-77.80000000000001,77.80000000000001
r11_L,yume,32.3,64.9,32.6,-90.6,90.6
