model,window,dir,recession,rot,tx,g0,g1,g2,g3,g4,g5,g6,g7
yume,26,L,-22.91,-15.29,364.6,0.1757,-0.8886,-0.332,0.3861,0.3801,-0.2285,0.1331,-0.1668
yume,26,FL,-14.18,-16.92,999.3,0.8586,-0.9842,-0.7562,0.7375,0.1492,-0.047,0.7638,0.0029
yume,27,F,-68.12,0.65,-392.4,0.9644,0.5538,-0.8825,0.0085,-0.4418,0.4192,-0.5954,0.3109
yume,27,FR,19.86,15.0,-1129.0,0.9307,0.9999,-0.2736,0.3887,0.9942,-0.5124,-0.8687,0.7589
yume,27,R,-7.87,11.67,-567.5,0.4666,0.9903,-0.682,-0.7003,0.8747,0.5276,-0.9978,0.7449
yume,27,BR,3.88,15.45,-1002.0,0.564,0.9978,-0.8591,0.4435,0.8178,-0.4535,-0.9012,0.5393
yume,27,B,11.42,-0.01,32.2,-0.327,0.2682,0.1927,-0.4047,0.1342,0.0919,-0.4918,-0.3967
yume,27,BL,20.12,-13.02,1737.5,0.754,-0.9997,-0.8967,0.753,0.9244,-0.8553,0.9251,0.162
yume,27,L,-10.01,-7.54,471.7,0.2045,-0.9032,-0.2184,0.5286,0.0556,-0.2345,0.563,-0.2967
yume,27,FL,-18.7,-4.43,489.7,0.9131,-0.9579,-0.2661,0.9717,-0.2112,-0.7093,0.9839,0.7742
yume,28,F,-10.72,-0.38,-63.0,0.5243,-0.0071,-0.2117,0.418,0.5782,0.6779,-0.0906,0.2267
yume,28,FR,31.37,10.18,-632.7,0.9597,0.9996,-0.2941,0.0999,0.9303,-0.0285,-0.6527,0.7417
yume,28,R,19.66,10.8,-282.5,0.6729,0.9813,-0.9387,-0.6508,0.7279,0.2866,-0.7164,0.6686
yume,28,BR,-5.09,16.46,-898.1,0.5949,0.9977,-0.9331,0.4106,0.8614,-0.3917,-0.5938,0.0982
yume,28,B,10.13,0.08,79.7,-0.3146,-0.1315,0.376,-0.0879,0.041,-0.0506,0.1907,-0.3972
yume,28,BL,-10.21,-13.57,969.8,0.7464,-0.9988,-0.7725,0.9278,0.8307,-0.7869,0.6872,-0.4102
yume,28,L,6.19,-7.62,625.1,0.5171,-0.9751,-0.6179,0.8208,0.6884,-0.4953,-0.4858,-0.2142
yume,28,FL,-57.03,-5.97,183.8,0.9662,-0.9515,-0.2531,0.5984,0.3029,-0.0167,-0.6424,0.88
yume,29,F,-23.94,1.21,-143.6,0.9346,0.2128,-0.034,-0.2544,-0.2058,0.2367,0.3537,-0.2744
yume,29,FR,-178.57,0.72,-2009.5,0.7787,0.9983,0.1605,0.2948,0.6576,-0.3308,-0.5703,-0.0258
yume,29,R,-78.48,9.51,-749.0,0.3179,0.9757,-0.8841,-0.4091,0.6756,-0.1212,0.0232,0.3687
yume,29,BR,-35.46,21.65,-1268.0,0.5572,0.9996,-0.6249,0.4911,0.9281,-0.6228,-0.8618,-0.0416
yume,29,B,5.12,-0.54,37.6,-0.3926,-0.0772,0.3048,-0.5476,0.1605,-0.0521,-0.363,-0.5683
yume,29,BL,-93.29,-0.5,519.0,0.063,-0.9657,-0.4809,0.2125,0.2508,-0.1389,0.599,-0.3194
yume,29,L,-199.25,1.2,-294.4,0.853,-0.7058,0.1502,-0.2912,0.3364,-0.0295,-0.3368,-0.5776
yume,29,FL,-28.53,6.76,1060.8,0.7177,-0.9896,-0.5264,0.2871,0.3188,-0.5152,0.7305,0.2599
yume,30,F,-77.97,-1.0,-398.5,0.9813,-0.0585,-0.7267,0.8216,0.6677,-0.4287,-0.1812,0.9485
yume,30,FR,11.77,25.39,-1897.9,0.6686,1.0,0.1888,0.9468,0.9865,-0.8217,-0.6269,0.6487
yume,30,R,-2.97,16.36,-760.1,0.7032,0.9993,-0.7567,0.0036,0.8211,-0.1876,-0.0055,-0.0986
yume,30,BR,52.35,38.87,-2321.6,0.0976,0.4218,0.1688,0.1615,0.3418,-0.0948,-0.6722,0.1968
yume,30,B,61.26,-1.67,518.6,-0.4115,0.1977,0.5284,-0.643,-0.7056,0.7024,0.1326,-0.4332
yume,30,BL,3.47,-13.97,1957.8,0.7967,-0.9997,-0.886,0.6104,0.8651,-0.711,0.9306,-0.0161
yume,30,L,-51.67,-30.93,235.3,0.4255,-0.9755,-0.3173,0.4929,0.2285,-0.5623,0.3296,-0.3345
yume,30,FL,-64.94,-6.46,382.1,0.9773,-0.9833,-0.6508,0.8383,0.5295,-0.6903,0.8373,0.6122
yume,31,F,-14.84,0.21,-106.7,0.5825,-0.0322,0.0463,0.3919,-0.02,0.5855,0.0972,-0.4195
yume,31,FR,42.14,12.66,-386.7,0.5657,0.9846,-0.3836,-0.699,0.6616,0.5059,-0.8401,0.3374
yume,31,R,23.71,4.03,-244.0,0.0871,0.7719,-0.0099,0.1955,0.1532,-0.1236,-0.0897,-0.1076
yume,31,BR,35.54,14.76,-815.5,0.3267,0.9956,-0.4026,-0.3464,0.7719,0.358,-0.9831,-0.2325
yume,31,B,14.42,-0.67,94.2,-0.1192,0.008,0.0349,-0.1592,-0.2035,-0.0692,0.0632,-0.1243
yume,31,BL,45.51,-16.34,1157.2,0.0082,-0.9307,-0.0836,0.0217,0.3776,-0.0537,0.4644,-0.0275
yume,31,L,27.52,-9.41,795.3,0.3889,-0.9276,-0.2072,0.4667,0.0087,-0.0969,0.6029,-0.3249
yume,31,FL,23.2,-10.33,781.1,0.5561,-0.9564,0.1955,0.706,-0.5758,-0.3067,0.9405,-0.2565
