train/step,train/flow_loss,train/total_loss,train/critic_z_loss,train/gen_z_loss,train/gen_action_loss,train/state_z_loss,train/state_guidance_loss,train/corr_state_cmd_z27,train/corr_state_teacher_z27,train/z_guidance_scale,train/state_guidance_scale
400,0.15649065375328064,0.19020558893680573,0.0582982674241066,0.02849951945245266,0.007089255377650261,0.05379407852888107,0.014488947577774525,1.0031527280807495,0.9705697894096375,0.24875,0.199
410,0.16020068526268005,0.19504638016223907,0.04813196882605553,0.009913938120007515,0.0024784845300018787,0.04598165675997734,0.01506328396499157,0.9988231658935547,0.9708867073059082,0.25,0.2
420,0.03601495176553726,0.07474523782730103,0.01007554866373539,0.00338410260155797,0.0008460256503894925,0.026195885613560677,0.06072252243757248,-0.9493458271026611,0.8749903440475464,0.25,0.2
430,0.024508118629455566,0.06564032286405563,0.01789199188351631,0.021003974601626396,0.005250993650406599,0.014634573832154274,0.05147577449679375,-0.8463212251663208,0.8142955303192139,0.25,0.2
440,0.08101563155651093,0.11925648152828217,0.0012715181801468134,0.0005181501037441194,0.00012953752593602985,0.006562026683241129,0.013268237002193928,-0.9475801587104797,-0.8154193758964539,0.25,0.2
450,0.07957573235034943,0.11191222071647644,0.07032543420791626,0.06866993755102158,0.017167484387755394,0.09235414117574692,0.05938209220767021,-0.8914490342140198,0.9075901508331299,0.25,0.2
460,0.06706628203392029,0.09854565560817719,0.015326935797929764,0.027131596580147743,0.006782899145036936,0.0060654026456177235,0.00828996766358614,-0.8835410475730896,0.20157071948051453,0.25,0.2
470,0.08723481744527817,0.12900884449481964,0.005919589661061764,0.00676343496888876,0.00169085874222219,0.011127928271889687,0.01063732709735632,-0.9866006374359131,-0.7780490517616272,0.25,0.2
480,0.038736552000045776,0.0656108632683754,0.009729621931910515,0.008422269485890865,0.0021055673714727163,0.00756927952170372,0.00753053417429328,-0.7887198328971863,-0.6485573053359985,0.25,0.2
490,0.08871763944625854,0.14403654634952545,0.004163038916885853,0.008014618419110775,0.0020036546047776937,0.006002471316605806,0.00529853580519557,-0.6702597141265869,-0.7924052476882935,0.25,0.2
500,0.0874016135931015,0.12436624616384506,0.001323968288488686,0.0056201801635324955,0.0014050450408831239,0.002550035249441862,0.001934797503054142,0.15677659213542938,0.47818654775619507,0.25,0.2
510,0.06865913420915604,0.11140817403793335,0.0015459757996723056,0.0017147205071523786,0.00042868012678809464,0.0033140762243419886,0.0017655447591096163,0.5491239428520203,0.45524170994758606,0.25,0.2
520,0.04211213439702988,0.08153440803289413,0.0034993900917470455,0.0024143694899976254,0.0006035923724994063,0.003803600324317813,0.0023870256263762712,-0.5406889319419861,-0.14042332768440247,0.25,0.2
530,0.09683940559625626,0.14764931797981262,0.006378666963428259,0.008818781934678555,0.0022046954836696386,0.011684599332511425,0.014578313566744328,0.5392252802848816,0.7504235506057739,0.25,0.2
540,0.056453920900821686,0.09151437133550644,0.04717148840427399,0.041685108095407486,0.010421277023851871,0.07076159119606018,0.06113265082240105,0.8185834288597107,0.7950853705406189,0.25,0.2
550,0.08236248791217804,0.11859817802906036,0.0051558720879256725,0.009787680581212044,0.002446920145303011,0.003708174917846918,0.005630492698401213,-0.8170405030250549,-0.6178755760192871,0.25,0.2
560,0.12542183697223663,0.16092447936534882,0.02036273293197155,0.06595821678638458,0.016489554196596146,0.024803660809993744,0.02893475815653801,0.7955337166786194,0.8831278681755066,0.25,0.2
570,0.048259392380714417,0.08953079581260681,0.0032621780410408974,0.006891441997140646,0.0017228604992851615,0.004464646335691214,0.0048277415335178375,0.3962031304836273,0.19101327657699585,0.25,0.2
580,0.0516463927924633,0.0858299508690834,0.0008736585732549429,0.00498243048787117,0.0012456076219677925,0.005933249834924936,0.008972260169684887,0.9262877106666565,0.6242498755455017,0.25,0.2
590,0.08861131221055984,0.12683573365211487,0.06716322898864746,0.07352562993764877,0.018381407484412193,0.13551469147205353,0.03907505422830582,-0.9285985827445984,0.9096007347106934,0.25,0.2
600,0.04962490499019623,0.07572119683027267,0.002875642152503133,0.02032559923827648,0.00508139980956912,0.005384325049817562,0.00821575429290533,0.8827470541000366,-0.041402965784072876,0.25,0.2
610,0.09208372235298157,0.1230211853981018,0.0026218609418720007,0.03647049143910408,0.00911762285977602,0.008180329576134682,0.011186319403350353,0.23059263825416565,0.5249434113502502,0.25,0.2
620,0.1705019176006317,0.2125774323940277,0.002830039942637086,0.0014644890325143933,0.00036612225812859833,0.007012688554823399,0.012865690514445305,-0.9216898083686829,-0.6559209227561951,0.25,0.2
630,0.06376166641712189,0.11431537568569183,0.003980528563261032,0.01401230227202177,0.0035030755680054426,0.01209839154034853,0.029849188402295113,-0.958993136882782,0.0038044550456106663,0.25,0.2
640,0.09676414728164673,0.13247539103031158,0.027024880051612854,0.1732543259859085,0.04331358149647713,0.03201925382018089,0.04122279956936836,-0.8941503763198853,0.8284929990768433,0.25,0.2
650,0.12514656782150269,0.17595016956329346,0.027264051139354706,0.1173345297574997,0.029333632439374924,0.05128191038966179,0.03360430523753166,-0.5950931906700134,0.8399815559387207,0.25,0.2
660,0.09928309917449951,0.1307997703552246,0.02269131690263748,0.0715259537100792,0.0178814884275198,0.0347268208861351,0.022718464955687523,-0.8045476675033569,0.8367248773574829,0.25,0.2
670,0.06769178807735443,0.10182499885559082,0.026994118466973305,0.08540510386228561,0.021351275965571404,0.06713638454675674,0.02459539659321308,-0.7030593156814575,0.8715922832489014,0.25,0.2
680,0.10906611382961273,0.13467073440551758,0.008101253770291805,0.04718167334794998,0.011795418336987495,0.0075728148221969604,0.014283234253525734,-0.5354539155960083,0.6988435387611389,0.25,0.2
690,0.06651721149682999,0.09993351250886917,0.01746111363172531,0.09289027005434036,0.02322256751358509,0.025967935100197792,0.033056892454624176,-0.9670383930206299,0.9092663526535034,0.25,0.2
700,0.10145661979913712,0.15313966572284698,0.04659239202737808,0.09268126636743546,0.023170316591858864,0.09330905228853226,0.0352356992661953,-0.6216257810592651,0.8560677766799927,0.25,0.2
710,0.14373120665550232,0.19412904977798462,0.03759139031171799,0.07286141067743301,0.018215352669358253,0.057178400456905365,0.0424034558236599,-0.9781973958015442,0.9543028473854065,0.25,0.2
720,0.0692773163318634,0.11162567883729935,0.0014441427774727345,0.0029439593199640512,0.0007359898299910128,0.011816855520009995,0.014951678924262524,-0.8562033772468567,-0.7758557796478271,0.25,0.2
730,0.09631403535604477,0.1307634711265564,0.023588305339217186,0.12065931409597397,0.030164828523993492,0.02508852630853653,0.05336213484406471,-0.9226499795913696,0.7844852805137634,0.25,0.2
740,0.06565478444099426,0.11054360866546631,0.06060011312365532,0.09969814121723175,0.024924535304307938,0.12723660469055176,0.05569412186741829,-0.8852685689926147,0.9595394730567932,0.25,0.2
750,0.06329217553138733,0.09891245514154434,0.03507688641548157,0.09677957743406296,0.02419489435851574,0.05177942290902138,0.04351529851555824,-0.8634287118911743,0.9382733702659607,0.25,0.2
760,0.09791748225688934,0.12705709040164948,0.04446907714009285,0.19228844344615936,0.04807211086153984,0.19691909849643707,0.025248577818274498,-0.7333932518959045,0.8540308475494385,0.25,0.2
770,0.11518339812755585,0.14064235985279083,0.01203384529799223,0.07568672299385071,0.018921680748462677,0.02977924235165119,0.019780613481998444,-0.5684683918952942,0.6936542391777039,0.25,0.2
780,0.06409354507923126,0.09066249430179596,0.02171863429248333,0.04693237692117691,0.011733094230294228,0.05608392134308815,0.026471128687262535,-0.8117703795433044,0.7032874226570129,0.25,0.2
790,0.07543481141328812,0.09590986371040344,0.008847507648169994,0.052998367697000504,0.013249591924250126,0.014018949121236801,0.02785465121269226,-0.7514375448226929,0.8938049674034119,0.25,0.2
800,0.07834365218877792,0.10176428407430649,0.03770389035344124,0.03597055375576019,0.008992638438940048,0.04269518330693245,0.04863646253943443,0.9746041297912598,0.9727492928504944,0.25,0.2
810,0.10957271605730057,0.1424940824508667,0.05307253077626228,0.02831530198454857,0.007078825496137142,0.06813224405050278,0.03029986470937729,0.9653804302215576,0.9520661234855652,0.25,0.2
820,0.07373350113630295,0.10917387157678604,0.02073359489440918,0.011695979163050652,0.002923994790762663,0.025829482823610306,0.01994892582297325,0.9183871746063232,0.955249547958374,0.25,0.2
830,0.07169792056083679,0.10172847658395767,0.021925436332821846,0.006189616397023201,0.0015474040992558002,0.018619820475578308,0.012660718522965908,0.9669312834739685,0.9776667952537537,0.25,0.2
840,0.06553977727890015,0.09599529951810837,0.07267545163631439,0.08219940960407257,0.020549852401018143,0.01934165135025978,0.035790130496025085,0.6989132761955261,0.9219359755516052,0.25,0.2
850,0.07297419011592865,0.10620100796222687,0.02149157039821148,0.019390566274523735,0.004847641568630934,0.023962441831827164,0.021006742492318153,0.9859092235565186,0.9691730737686157,0.25,0.2
860,0.05656179040670395,0.09202497452497482,0.05301687493920326,0.054155174642801285,0.013538793660700321,0.13416406512260437,0.03263956680893898,0.9841939210891724,0.6154187917709351,0.25,0.2
870,0.12342384457588196,0.1597558856010437,0.03150758147239685,0.05566686391830444,0.01391671597957611,0.049599599093198776,0.04521576315164566,0.9818252921104431,0.8470414280891418,0.25,0.2
880,0.0820004940032959,0.11322139203548431,0.03174887225031853,0.286423921585083,0.07160598039627075,0.17458896338939667,0.08605173975229263,0.9537829160690308,-0.22501544654369354,0.25,0.2
890,0.03809493035078049,0.06624145060777664,0.08288632333278656,0.0790555477142334,0.01976388692855835,0.04767640307545662,0.06443844735622406,0.9910784959793091,0.9432045221328735,0.25,0.2
900,0.08235650509595871,0.10417187958955765,0.022149141877889633,0.09009277075529099,0.022523192688822746,0.09080538898706436,0.02541419118642807,0.9910035729408264,0.8526020050048828,0.25,0.2
910,0.053840767592191696,0.08060751855373383,0.1242855042219162,0.10109926015138626,0.025274815037846565,0.15218278765678406,0.06125439703464508,0.9789266586303711,0.9790952205657959,0.25,0.2
920,0.035201411694288254,0.07176806032657623,0.009496769867837429,0.25931239128112793,0.06482809782028198,0.06955888122320175,0.038855280727148056,0.9927076697349548,0.845917820930481,0.25,0.2
930,0.07403162866830826,0.09911434352397919,0.03487217426300049,0.05525472015142441,0.013813680037856102,0.09410058706998825,0.04843192175030708,0.9845123887062073,0.77501380443573,0.25,0.2
940,0.04885946959257126,0.08770115673542023,0.01636156067252159,0.1183108389377594,0.02957770973443985,0.02519005909562111,0.0886056199669838,0.9704988598823547,0.9022977352142334,0.25,0.2
950,0.0618591271340847,0.08798622339963913,0.025800473988056183,0.05450189486145973,0.013625473715364933,0.044208552688360214,0.03997669741511345,0.9910942316055298,0.8968024253845215,0.25,0.2
960,0.04017908126115799,0.0797644630074501,0.021122612059116364,0.39136800169944763,0.09784200042486191,0.1595437228679657,0.10280968248844147,0.9935103058815002,-0.23343631625175476,0.25,0.2
970,0.09484712779521942,0.12490418553352356,0.05148426443338394,0.24230751395225525,0.06057687848806381,0.1185869351029396,0.11392146348953247,0.8834157586097717,0.6358815431594849,0.25,0.2
980,0.1312490552663803,0.16906128823757172,0.014732169918715954,0.0565824955701828,0.0141456238925457,0.022706935182213783,0.07535348832607269,0.993294358253479,0.9624037742614746,0.25,0.2
990,0.13224218785762787,0.16442452371120453,0.0411297008395195,0.014232572168111801,0.0035581430420279503,0.07019635289907455,0.027164898812770844,0.986232340335846,0.9572874903678894,0.25,0.2
1000,0.19282935559749603,0.22243931889533997,0.05751454085111618,0.06552056968212128,0.01638014242053032,0.09000589698553085,0.054617442190647125,0.9618000984191895,0.6086304187774658,0.25,0.2
1010,0.13308992981910706,0.16148939728736877,0.061864741146564484,0.11766151338815689,0.029415378347039223,0.09853915870189667,0.07138505578041077,0.9391388893127441,0.7031749486923218,0.25,0.2
1020,0.04646264389157295,0.07352209091186523,0.05400877445936203,0.05488508194684982,0.013721270486712456,0.11520243436098099,0.041979942470788956,0.9303039908409119,0.678450345993042,0.25,0.2
1030,0.09353728592395782,0.12556739151477814,0.017045293003320694,0.04219576343894005,0.010548940859735012,0.07874754816293716,0.04764433950185776,0.98075932264328,0.8969759345054626,0.25,0.2
1040,0.11034401506185532,0.13919226825237274,0.022034386172890663,0.03972962498664856,0.00993240624666214,0.03799135610461235,0.05374874174594879,0.9769574403762817,0.9207678437232971,0.25,0.2
1050,0.08901682496070862,0.12235930562019348,0.04172302782535553,0.037987783551216125,0.009496945887804031,0.060992281883955,0.024331698194146156,0.9903028607368469,0.8469898700714111,0.25,0.2
1060,0.08721832185983658,0.11573020368814468,0.014967435970902443,0.03763207420706749,0.009408018551766872,0.046241097152233124,0.014525811187922955,0.9964715838432312,0.956163763999939,0.25,0.2
1070,0.0902748629450798,0.12058883160352707,0.04535432159900665,0.05446522682905197,0.013616306707262993,0.09707336872816086,0.007885873317718506,0.9888626933097839,0.9153603315353394,0.25,0.2
1080,0.08812938630580902,0.11697505414485931,0.023018160834908485,0.036316026002168655,0.009079006500542164,0.026455460116267204,0.036382876336574554,0.9936191439628601,0.9626451730728149,0.25,0.2
1090,0.09621402621269226,0.12305159121751785,0.04161636903882027,0.060669898986816406,0.015167474746704102,0.05540894716978073,0.04215650632977486,0.9459959864616394,0.8158713579177856,0.25,0.2
1100,0.07327012717723846,0.0997539833188057,0.04103932902216911,0.23426026105880737,0.05856506526470184,0.11282170563936234,0.06694601476192474,0.9625435471534729,0.2021532952785492,0.25,0.2
1110,0.10139168798923492,0.12667009234428406,0.020436685532331467,0.11295027285814285,0.028237568214535713,0.08541040122509003,0.031787484884262085,0.9635794758796692,0.7046838402748108,0.25,0.2
1120,0.0851583182811737,0.11854430288076401,0.03563746437430382,0.04339178279042244,0.01084794569760561,0.032374028116464615,0.023494113236665726,0.9858577251434326,0.9127317667007446,0.25,0.2
1130,0.06816522032022476,0.10546176135540009,0.029046470299363136,0.0659233033657074,0.01648082584142685,0.039053142070770264,0.023293765261769295,0.9997024536132812,0.9272838830947876,0.25,0.2
1140,0.11851828545331955,0.15598784387111664,0.03497069701552391,0.07468020915985107,0.01867005228996277,0.10334738343954086,0.015397736802697182,0.9885804057121277,0.9014516472816467,0.25,0.2
1150,0.0686531513929367,0.09836693853139877,0.09916649013757706,0.03652222082018852,0.00913055520504713,0.11416346579790115,0.04065053164958954,0.9463619589805603,0.7547643184661865,0.25,0.2
1160,0.1154647171497345,0.15855856239795685,0.032214101403951645,0.08910486102104187,0.022276215255260468,0.03772814944386482,0.07044662535190582,0.993931233882904,0.9767116904258728,0.25,0.2
1170,0.1303863376379013,0.17190366983413696,0.01840345188975334,0.08076935261487961,0.020192338153719902,0.08366390317678452,0.017485469579696655,0.9990676045417786,0.9402561783790588,0.25,0.2
1180,0.09678024053573608,0.1269145905971527,0.08283954858779907,0.0383065901696682,0.00957664754241705,0.10561691969633102,0.02025444619357586,0.9876089692115784,0.9536125659942627,0.25,0.2
1190,0.08175891637802124,0.12842053174972534,0.11008373647928238,0.15310832858085632,0.03827708214521408,0.460664302110672,0.02561967447400093,0.9772778749465942,0.9691039323806763,0.25,0.2
1200,0.09555143862962723,0.13033945858478546,0.1220942884683609,0.05538263916969299,0.013845659792423248,0.28352704644203186,0.018167896196246147,0.963849663734436,0.033427946269512177,0.25,0.2
1210,0.12291821837425232,0.1741318255662918,0.022815365344285965,0.2313220500946045,0.05783051252365112,0.06849701702594757,0.021205151453614235,0.9915665984153748,0.9059278964996338,0.25,0.2
1220,0.13489431142807007,0.18013587594032288,0.02178291417658329,0.27158430218696594,0.06789607554674149,0.16107581555843353,0.0350145548582077,0.9942764639854431,0.41520431637763977,0.25,0.2
1230,0.11843021959066391,0.16633820533752441,0.016440499573946,0.10303466767072678,0.025758666917681694,0.08431117981672287,0.01586521789431572,0.9848880767822266,0.9473304748535156,0.25,0.2
1240,0.04971780627965927,0.10100294649600983,0.04381310194730759,0.12628941237926483,0.03157235309481621,0.3177086412906647,0.01096626278012991,0.9841789603233337,0.735569179058075,0.25,0.2
1250,0.07909413427114487,0.13462914526462555,0.018758414313197136,0.07693341374397278,0.019233353435993195,0.05688367038965225,0.00571404816582799,0.9936830401420593,0.9763825535774231,0.25,0.2
1260,0.19232557713985443,0.25849729776382446,0.0570564791560173,0.14414197206497192,0.03603549301624298,0.09012452512979507,0.07546630501747131,0.9823826551437378,0.6994431614875793,0.25,0.2
1270,0.15790052711963654,0.20572158694267273,0.026699183508753777,0.10536618530750275,0.026341546326875687,0.04258951172232628,0.06601919233798981,0.9931118488311768,0.9258726239204407,0.25,0.2
1280,0.1000102087855339,0.14872318506240845,0.0510396808385849,0.04230567440390587,0.010576418600976467,0.059305042028427124,0.0627991110086441,0.953471302986145,0.8605527281761169,0.25,0.2
1290,0.15937763452529907,0.2049533724784851,0.06543932110071182,0.11456289887428284,0.02864072471857071,0.05192050710320473,0.025503236800432205,0.9865355491638184,0.8432520627975464,0.25,0.2
1300,0.13741564750671387,0.18340374529361725,0.042488355189561844,0.0471799261868,0.0117949815467,0.031490258872509,0.03937138617038727,0.9918732643127441,0.8828631639480591,0.25,0.2
1310,0.08445025980472565,0.12009236216545105,0.019837355241179466,0.019628368318080902,0.0049070920795202255,0.028055783361196518,0.0250366423279047,0.9893847703933716,0.9121531844139099,0.25,0.2
1320,0.10626682639122009,0.14383362233638763,0.031077997758984566,0.25580406188964844,0.06395101547241211,0.12637731432914734,0.05250932276248932,0.9817764163017273,-0.029944291338324547,0.25,0.2
1330,0.08325604349374771,0.11427631229162216,0.028484681621193886,0.055353738367557526,0.013838434591889381,0.05323539674282074,0.013444934971630573,0.9865028262138367,0.9154866933822632,0.25,0.2
1340,0.11650480329990387,0.15339727699756622,0.02235925942659378,0.03392432630062103,0.008481081575155258,0.03003563918173313,0.015120411291718483,0.993225634098053,0.9749142527580261,0.25,0.2
1350,0.03358754888176918,0.07042970508337021,0.02619101293385029,0.06033549830317497,0.015083874575793743,0.07057063281536102,0.024267669767141342,0.9912828207015991,0.8336235880851746,0.25,0.2
1360,0.06277836859226227,0.10286261141300201,0.026310531422495842,0.04469667002558708,0.01117416750639677,0.02501681074500084,0.054618097841739655,0.997958242893219,0.9507372379302979,0.25,0.2
1370,0.10935302823781967,0.15431389212608337,0.009645756334066391,0.12033073604106903,0.030082684010267258,0.036307062953710556,0.035491056740283966,0.9969502091407776,0.9287368059158325,0.25,0.2
1380,0.05225742608308792,0.08544919639825821,0.05004611238837242,0.0572398379445076,0.0143099594861269,0.03469333052635193,0.00923994742333889,0.9951316714286804,0.9650688767433167,0.25,0.2
1390,0.15044142305850983,0.1935926377773285,0.03242213651537895,0.03970980644226074,0.009927451610565186,0.03750552237033844,0.0067968484945595264,0.9945362210273743,0.9643729329109192,0.25,0.2
1400,0.08582711964845657,0.12474004179239273,0.030094178393483162,0.029473939910531044,0.007368484977632761,0.041006796061992645,0.017598068341612816,0.9667784571647644,0.9573786854743958,0.25,0.2
1410,0.11280062794685364,0.15512631833553314,0.03867219388484955,0.04247291013598442,0.010618227533996105,0.06295039504766464,0.02918463572859764,0.9719995260238647,0.9614876508712769,0.25,0.2
1420,0.08756766468286514,0.12690891325473785,0.042331449687480927,0.03156299889087677,0.007890749722719193,0.0543057955801487,0.032754939049482346,0.9760944247245789,0.9608249068260193,0.25,0.2
1430,0.05508463829755783,0.09758598357439041,0.03243903070688248,0.06964828819036484,0.01741207204759121,0.03556155413389206,0.008998703211545944,0.9802490472793579,0.9693902134895325,0.25,0.2
1440,0.09076964855194092,0.1258559376001358,0.0422845222055912,0.03510173410177231,0.008775433525443077,0.05804063752293587,0.012652168050408363,0.9859009981155396,0.9188609719276428,0.25,0.2
1450,0.08690502494573593,0.12216277420520782,0.03096480667591095,0.017924467101693153,0.004481116775423288,0.05774867907166481,0.01403941959142685,0.9750438928604126,0.9736477136611938,0.25,0.2
1460,0.11784049868583679,0.1531580537557602,0.04318501800298691,0.016234658658504486,0.0040586646646261215,0.06226081773638725,0.021566536277532578,0.9905597567558289,0.9438848495483398,0.25,0.2
1470,0.06955177336931229,0.10053534805774689,0.09953875094652176,0.07493870705366135,0.018734676763415337,0.09583928436040878,0.04314446821808815,0.9724397659301758,0.9207838773727417,0.25,0.2
1480,0.1167503148317337,0.16430795192718506,0.06898202747106552,0.032039545476436615,0.008009886369109154,0.11074025928974152,0.05684448778629303,0.9862964749336243,0.9566142559051514,0.25,0.2
1490,0.06726256012916565,0.11508683115243912,0.056267689913511276,0.033377401530742645,0.008344350382685661,0.0645180344581604,0.012246609665453434,0.9777806997299194,0.939423680305481,0.25,0.2
1500,0.09405191242694855,0.13765311241149902,0.05689837411046028,0.09459482133388519,0.023648705333471298,0.08281369507312775,0.07100289314985275,0.9088642001152039,0.6589611172676086,0.25,0.2
1510,0.10395357012748718,0.15044909715652466,0.11678144335746765,0.09341280907392502,0.023353202268481255,0.12157086282968521,0.05769021436572075,0.6160893440246582,0.6201817989349365,0.25,0.2
1520,0.09663289040327072,0.14040318131446838,0.039988841861486435,0.04090862721204758,0.010227156803011894,0.09672804176807404,0.022837381809949875,0.9758080840110779,0.8724081516265869,0.25,0.2
1530,0.04207498952746391,0.1008358895778656,0.0714501291513443,0.06769418716430664,0.01692354679107666,0.10111062228679657,0.029160773381590843,0.9873407483100891,0.8987022638320923,0.25,0.2
1540,0.09438323974609375,0.1564171314239502,0.09295305609703064,0.11256968975067139,0.028142422437667847,0.19646568596363068,0.011047636158764362,0.9493850469589233,0.8188923001289368,0.25,0.2
1550,0.1164378747344017,0.17241092026233673,0.05959494039416313,0.20920796692371368,0.05230199173092842,0.07808564603328705,0.013737542554736137,0.9840013980865479,0.838835597038269,0.25,0.2
1560,0.10869915038347244,0.16341876983642578,0.06736161559820175,0.13690809905529022,0.034227024763822556,0.18714824318885803,0.0391627736389637,0.9617711901664734,0.9183794856071472,0.25,0.2
1570,0.10298719257116318,0.1545896679162979,0.07548781484365463,0.12278780341148376,0.03069695085287094,0.1833273321390152,0.0076588224619627,0.959016740322113,0.9036352634429932,0.25,0.2
1580,0.11482936143875122,0.16883929073810577,0.037092551589012146,0.25771427154541016,0.06442856788635254,0.17533732950687408,0.05391012132167816,0.9807329177856445,0.6393615007400513,0.25,0.2
1590,0.046080924570560455,0.09698996692895889,0.05423179268836975,0.18575362861156464,0.04643840715289116,0.3084597587585449,0.0165350791066885,0.9828916192054749,0.8553013801574707,0.25,0.2
1600,0.11290500313043594,0.1488238126039505,0.09825626760721207,0.13248500227928162,0.033121250569820404,0.25159361958503723,0.0342647023499012,0.899908185005188,0.6907962560653687,0.25,0.2
1610,0.10184164345264435,0.12975172698497772,0.04670097306370735,0.07260310649871826,0.018150776624679565,0.048196837306022644,0.027122225612401962,0.9714936017990112,0.9273539185523987,0.25,0.2
1620,0.10088891535997391,0.13481354713439941,0.056946638971567154,0.10218225419521332,0.02554556354880333,0.11407974362373352,0.049461640417575836,0.9219361543655396,0.4789540767669678,0.25,0.2
1630,0.06161360442638397,0.11059178411960602,0.049791738390922546,0.16056063771247864,0.04014015942811966,0.2981588542461395,0.0043700085952878,0.9930663108825684,0.7293603420257568,0.25,0.2
1640,0.08150303363800049,0.11623730510473251,0.07543346285820007,0.11077864468097687,0.027694661170244217,0.22674906253814697,0.024790083989501,0.9823271036148071,0.8528159856796265,0.25,0.2
1650,0.06505484133958817,0.1053406149148941,0.05442063882946968,0.03581357002258301,0.008953392505645752,0.08100758492946625,0.0037952724378556013,0.9726023077964783,0.9331128001213074,0.25,0.2
1660,0.032667942345142365,0.06383626163005829,0.12354861199855804,0.06291748583316803,0.015729371458292007,0.18430191278457642,0.019799739122390747,0.9331509470939636,0.9370867609977722,0.25,0.2
1670,0.07647224515676498,0.1235937774181366,0.03634694963693619,0.061531223356723785,0.015382805839180946,0.050174612551927567,0.00836346298456192,0.9625551700592041,0.8251298069953918,0.25,0.2
1680,0.07999228686094284,0.10369904339313507,0.03130501136183739,0.02223893254995346,0.005559733137488365,0.040021657943725586,0.0029759679455310106,0.9590471982955933,0.9412829279899597,0.25,0.2
1690,0.06433050334453583,0.09093442559242249,0.025959907099604607,0.01402513962239027,0.0035062849055975676,0.04157894477248192,0.0009763070847839117,0.9969193935394287,0.6816031336784363,0.25,0.2
