frame_id,timestamp
427,1705305002.692
428,1705305002.712
429,1705305002.732
430,1705305002.752
431,1705305002.772
432,1705305002.792
433,1705305002.812
434,1705305002.832
435,1705305002.862
436,1705305002.882
437,1705305002.902
438,1705305002.922
439,1705305002.942
440,1705305002.962
441,1705305002.982
442,1705305003.012
443,1705305003.032
444,1705305003.052
445,1705305003.072
446,1705305003.092
447,1705305003.112
448,1705305003.132
449,1705305003.152
450,1705305003.182
451,1705305003.202
452,1705305003.222
453,1705305003.242
454,1705305003.262
455,1705305003.282
456,1705305003.302
457,1705305003.332
458,1705305003.352
459,1705305003.372
460,1705305003.392
461,1705305003.412
462,1705305003.432
463,1705305003.452
464,1705305003.472
465,1705305003.502
466,1705305003.522
467,1705305003.542
468,1705305003.562
469,1705305003.582
470,1705305003.602
471,1705305003.622
472,1705305003.652
473,1705305003.672
474,1705305003.692
475,1705305003.712
476,1705305003.732
477,1705305003.752
478,1705305003.772
479,1705305003.792
480,1705305003.822
481,1705305003.842
482,1705305003.862
483,1705305003.882
484,1705305003.902
485,1705305003.922
486,1705305003.942
487,1705305003.972
488,1705305003.992
489,1705305004.012
490,1705305004.032
491,1705305004.052
492,1705305004.072
493,1705305004.092
494,1705305004.112
495,1705305004.142
496,1705305004.162
497,1705305004.182
498,1705305004.202
499,1705305004.222
500,1705305004.242
501,1705305004.262
502,1705305004.292
503,1705305004.312
504,1705305004.332
505,1705305004.352
506,1705305004.372
507,1705305004.392
508,1705305004.412
509,1705305004.432
510,1705305004.462
511,1705305004.482
512,1705305004.502
513,1705305004.522
514,1705305004.542
515,1705305004.562
516,1705305004.582
517,1705305004.612
518,1705305004.632
519,1705305004.652
520,1705305004.672
521,1705305004.692
522,1705305004.712
523,1705305004.732
524,1705305004.752
525,1705305004.782
526,1705305004.802
527,1705305004.822
528,1705305004.842
529,1705305004.862
530,1705305004.882
531,1705305004.902
532,1705305004.932
533,1705305004.952
534,1705305004.972
535,1705305004.992
536,1705305005.012
537,1705305005.032
538,1705305005.052
539,1705305005.072
540,1705305005.102
541,1705305005.122
542,1705305005.142
543,1705305005.162
544,1705305005.182
545,1705305005.202
546,1705305005.222
547,1705305005.252
548,1705305005.272
549,1705305005.292
550,1705305005.312
551,1705305005.332
552,1705305005.352
553,1705305005.372
554,1705305005.392
555,1705305005.422
556,1705305005.442
557,1705305005.462
558,1705305005.482
559,1705305005.502
560,1705305005.522
561,1705305005.542
562,1705305005.572
563,1705305005.592
564,1705305005.612
565,1705305005.632
566,1705305005.652
567,1705305005.672
568,1705305005.692
569,1705305005.712
570,1705305005.742
571,1705305005.762
572,1705305005.782
573,1705305005.802
574,1705305005.822
575,1705305005.842
576,1705305005.862
577,1705305005.892
578,1705305005.912
579,1705305005.932
580,1705305005.952
581,1705305005.972
582,1705305005.992
583,1705305006.012
584,1705305006.032
585,1705305006.062
586,1705305006.082
587,1705305006.102
588,1705305006.122
589,1705305006.142
590,1705305006.162
591,1705305006.182
592,1705305006.212
593,1705305006.232
594,1705305006.252
595,1705305006.272
596,1705305006.292
597,1705305006.312
598,1705305006.332
599,1705305006.352
600,1705305006.382
601,1705305006.402
602,1705305006.422
603,1705305006.442
604,1705305006.462
605,1705305006.482
606,1705305006.502
607,1705305006.532
608,1705305006.552
609,1705305006.572
610,1705305006.592
611,1705305006.612
612,1705305006.632
613,1705305006.652
614,1705305006.672
615,1705305006.702
616,1705305006.722
617,1705305006.742
618,1705305006.762
619,1705305006.782
620,1705305006.802
621,1705305006.822
622,1705305006.852
623,1705305006.872
624,1705305006.892
625,1705305006.912
626,1705305006.932
627,1705305006.952
628,1705305006.972
629,1705305006.992
630,1705305007.022
631,1705305007.042
632,1705305007.062
633,1705305007.082
634,1705305007.102
635,1705305007.122
636,1705305007.142
637,1705305007.172
638,1705305007.192
639,1705305007.212
640,1705305007.232
641,1705305007.252
642,1705305007.272
643,1705305007.292
644,1705305007.312
645,1705305007.342
646,1705305007.362
647,1705305007.382
648,1705305007.402
649,1705305007.422
650,1705305007.442
651,1705305007.462
652,1705305007.492
653,1705305007.512
654,1705305007.532
655,1705305007.552
656,1705305007.572
657,1705305007.592
658,1705305007.612
659,1705305007.632
660,1705305007.662
661,1705305007.682
662,1705305007.702
663,1705305007.722
664,1705305007.742
665,1705305007.762
666,1705305007.782
667,1705305007.812
668,1705305007.832
669,1705305007.852
670,1705305007.872
671,1705305007.892
672,1705305007.912
673,1705305007.932
674,1705305007.952
675,1705305007.982
676,1705305008.002
677,1705305008.022
678,1705305008.042
679,1705305008.062
680,1705305008.082
681,1705305008.102
682,1705305008.132
683,1705305008.152
684,1705305008.172
685,1705305008.192
686,1705305008.212
687,1705305008.232
688,1705305008.252
689,1705305008.272
690,1705305008.302
691,1705305008.322
692,1705305008.342
693,1705305008.362
694,1705305008.382
695,1705305008.402
696,1705305008.422
697,1705305008.452
698,1705305008.472
699,1705305008.492
700,1705305008.512
701,1705305008.532
702,1705305008.552
703,1705305008.572
704,1705305008.592
705,1705305008.622
706,1705305008.642
707,1705305008.662
708,1705305008.682
709,1705305008.702
710,1705305008.722
711,1705305008.742
712,1705305008.772
713,1705305008.792
714,1705305008.812
715,1705305008.832
716,1705305008.852
717,1705305008.872
718,1705305008.892
719,1705305008.912
720,1705305008.942
721,1705305008.962
722,1705305008.982
723,1705305009.002
724,1705305009.022
725,1705305009.042
726,1705305009.062
727,1705305009.092
728,1705305009.112
729,1705305009.132
730,1705305009.152
731,1705305009.172
732,1705305009.192
733,1705305009.212
734,1705305009.232
735,1705305009.262
736,1705305009.282
737,1705305009.302
738,1705305009.322
739,1705305009.342
740,1705305009.362
741,1705305009.382
742,1705305009.412
743,1705305009.432
744,1705305009.452
745,1705305009.472
746,1705305009.492
747,1705305009.512
748,1705305009.532
749,1705305009.552
750,1705305009.582
751,1705305009.602
752,1705305009.622
753,1705305009.642
754,1705305009.662
755,1705305009.682
756,1705305009.702
757,1705305009.732
758,1705305009.752
759,1705305009.772
760,1705305009.792
761,1705305009.812
762,1705305009.832
763,1705305009.852
764,1705305009.872
765,1705305009.902
766,1705305009.922
767,1705305009.942
768,1705305009.962
769,1705305009.982
770,1705305010.002
771,1705305010.022
772,1705305010.052
773,1705305010.072
774,1705305010.092
775,1705305010.112
776,1705305010.132
777,1705305010.152
778,1705305010.172
779,1705305010.192
780,1705305010.222
781,1705305010.242
782,1705305010.262
783,1705305010.282
784,1705305010.302
785,1705305010.322
786,1705305010.342
787,1705305010.372
788,1705305010.392
789,1705305010.412
790,1705305010.432
791,1705305010.452
792,1705305010.472
793,1705305010.492
794,1705305010.512
795,1705305010.542
796,1705305010.562
797,1705305010.582
798,1705305010.602
799,1705305010.622
800,1705305010.642
801,1705305010.662
802,1705305010.692
803,1705305010.712
804,1705305010.732
805,1705305010.752
806,1705305010.772
807,1705305010.792
808,1705305010.812
809,1705305010.832
810,1705305010.862
811,1705305010.882
812,1705305010.902
813,1705305010.922
814,1705305010.942
815,1705305010.962
816,1705305010.982
817,1705305011.012
818,1705305011.032
819,1705305011.052
820,1705305011.072
821,1705305011.092
822,1705305011.112
823,1705305011.132
824,1705305011.152
825,1705305011.182
826,1705305011.202
827,1705305011.222
828,1705305011.242
829,1705305011.262
830,1705305011.282
831,1705305011.302
832,1705305011.332
833,1705305011.352
834,1705305011.372
835,1705305011.392
836,1705305011.412
837,1705305011.432
838,1705305011.452
839,1705305011.472
840,1705305011.502
841,1705305011.522
842,1705305011.542
843,1705305011.562
844,1705305011.582
845,1705305011.602
846,1705305011.622
847,1705305011.652
848,1705305011.672
849,1705305011.692
850,1705305011.712
851,1705305011.732
852,1705305011.752
853,1705305011.772
854,1705305011.792
855,1705305011.822
856,1705305011.842
857,1705305011.862
858,1705305011.882
859,1705305011.902
860,1705305011.922
861,1705305011.942
862,1705305011.972
863,1705305011.992
864,1705305012.012
865,1705305012.032
866,1705305012.052
867,1705305012.072
868,1705305012.092
869,1705305012.112
870,1705305012.142
871,1705305012.162
872,1705305012.182
873,1705305012.202
874,1705305012.222
875,1705305012.242
876,1705305012.262
877,1705305012.292
878,1705305012.312
879,1705305012.332
880,1705305012.352
881,1705305012.372
882,1705305012.392
883,1705305012.412
884,1705305012.432
885,1705305012.462
886,1705305012.482
887,1705305012.502
888,1705305012.522
889,1705305012.542
890,1705305012.562
891,1705305012.582
892,1705305012.612
893,1705305012.632
894,1705305012.652
895,1705305012.672
896,1705305012.692
897,1705305012.712
898,1705305012.732
899,1705305012.752
900,1705305012.782
901,1705305012.802
902,1705305012.822
903,1705305012.842
904,1705305012.862
905,1705305012.882
906,1705305012.902
907,1705305012.932
908,1705305012.952
909,1705305012.972
910,1705305012.992
911,1705305013.012
912,1705305013.032
913,1705305013.052
914,1705305013.072
915,1705305013.102
916,1705305013.122
917,1705305013.142
918,1705305013.162
919,1705305013.182
920,1705305013.202
921,1705305013.222
922,1705305013.252
923,1705305013.272
924,1705305013.292
925,1705305013.312
926,1705305013.332
927,1705305013.352
928,1705305013.372
929,1705305013.392
930,1705305013.422
931,1705305013.442
932,1705305013.462
933,1705305013.482
934,1705305013.502
935,1705305013.522
936,1705305013.542
937,1705305013.572
938,1705305013.592
939,1705305013.612
940,1705305013.632
941,1705305013.652
942,1705305013.672
943,1705305013.692
944,1705305013.712
945,1705305013.742
946,1705305013.762
947,1705305013.782
948,1705305013.802
949,1705305013.822
950,1705305013.842
951,1705305013.862
952,1705305013.892
953,1705305013.912
954,1705305013.932
955,1705305013.952
956,1705305013.972
957,1705305013.992
958,1705305014.012
959,1705305014.032
960,1705305014.062
961,1705305014.082
962,1705305014.102
963,1705305014.122
964,1705305014.142
965,1705305014.162
966,1705305014.182
967,1705305014.212
968,1705305014.232
969,1705305014.252
970,1705305014.272
971,1705305014.292
972,1705305014.312
973,1705305014.332
974,1705305014.352
975,1705305014.382
976,1705305014.402
977,1705305014.422
978,1705305014.442
979,1705305014.462
980,1705305014.482
981,1705305014.502
982,1705305014.532
983,1705305014.552
984,1705305014.572
985,1705305014.592
986,1705305014.612
987,1705305014.632
988,1705305014.652
989,1705305014.672
