frame_id,timestamp
0,1705304992.524
1,1705304992.574
2,1705304992.624
3,1705304992.674
4,1705304992.724
5,1705304992.774
6,1705304992.824
7,1705304992.874
8,1705304992.924
9,1705304992.974
10,1705304993.024
11,1705304993.074
12,1705304993.639
13,1705304993.689
14,1705304993.739
15,1705304993.789
16,1705304993.839
17,1705304993.889
18,1705304993.939
19,1705304993.989
20,1705304994.039
21,1705304994.089
22,1705304994.139
23,1705304994.189
24,1705304994.239
25,1705304994.289
26,1705304994.339
27,1705304994.389
28,1705304994.439
29,1705304994.489
30,1705304994.539
31,1705304994.589
32,1705304994.845
33,1705304994.895
34,1705304994.945
35,1705304994.995
36,1705304995.045
37,1705304995.095
38,1705304995.145
39,1705304995.195
40,1705304995.245
41,1705304995.295
42,1705304995.345
43,1705304995.395
44,1705304995.445
45,1705304995.495
46,1705304995.545
47,1705304995.595
48,1705304995.645
49,1705304995.695
50,1705304995.745
51,1705304995.795
52,1705304995.845
53,1705304995.895
54,1705304995.945
55,1705304995.995
56,1705304996.045
57,1705304996.095
58,1705304996.145
59,1705304996.195
60,1705304996.245
61,1705304996.295
62,1705304996.345
63,1705304996.395
64,1705304996.445
65,1705304996.495
66,1705304996.545
67,1705304996.595
68,1705304996.645
69,1705304996.695
70,1705304996.745
71,1705304996.795
72,1705304996.845
73,1705304996.895
74,1705304996.945
75,1705304996.995
76,1705304997.045
77,1705304997.095
78,1705304997.145
79,1705304997.195
80,1705304997.245
81,1705304997.295
82,1705304997.345
83,1705304997.395
84,1705304997.445
85,1705304997.495
86,1705304997.545
87,1705304997.595
88,1705304997.645
89,1705304997.695
90,1705304997.745
91,1705304997.795
92,1705304997.845
93,1705304997.895
94,1705304997.945
95,1705304997.995
96,1705304998.045
97,1705304998.095
98,1705304998.145
99,1705304998.195
100,1705304998.245
101,1705304998.295
102,1705304998.345
103,1705304998.395
104,1705304998.445
105,1705304998.495
106,1705304998.545
107,1705304998.595
108,1705304998.645
109,1705304998.695
