compass,accelerometer,gyroscope,timestamp
"[[""1455"", ""-910"", ""6"", ""1705304987.149""]]","[[""0.184"", ""0.133"", ""-0.392"", ""1705304987.677""], [""0.186"", ""0.14"", ""-0.387"", ""1705304987.688""], [""0.186"", ""0.138"", ""-0.399"", ""1705304987.697""], [""0.182"", ""0.138"", ""-0.395"", ""1705304987.711""], [""0.185"", ""0.141"", ""-0.4"", ""1705304987.722""], [""0.186"", ""0.138"", ""-0.396"", ""1705304987.734""], [""0.184"", ""0.138"", ""-0.397"", ""1705304987.745""], [""0.186"", ""0.146"", ""-0.399"", ""1705304987.756""], [""0.184"", ""0.129"", ""-0.398"", ""1705304987.767""], [""0.185"", ""0.126"", ""-0.399"", ""1705304987.777""], [""0.183"", ""0.125"", ""-0.398"", ""1705304987.786""], [""0.183"", ""0.125"", ""-0.396"", ""1705304987.799""], [""0.185"", ""0.122"", ""-0.396"", ""1705304987.812""], [""0.182"", ""0.119"", ""-0.397"", ""1705304987.823""], [""0.183"", ""0.118"", ""-0.395"", ""1705304987.833""], [""0.185"", ""0.118"", ""-0.398"", ""1705304987.843""], [""0.182"", ""0.118"", ""-0.398"", ""1705304987.854""], [""0.183"", ""0.12"", ""-0.397"", ""1705304987.863""], [""0.183"", ""0.118"", ""-0.394"", ""1705304987.874""], [""0.184"", ""0.121"", ""-0.393"", ""1705304987.884""], [""0.183"", ""0.122"", ""-0.398"", ""1705304987.896""], [""0.183"", ""0.13"", ""-0.401"", ""1705304987.908""], [""0.185"", ""0.137"", ""-0.4"", ""1705304987.932""], [""0.183"", ""0.135"", ""-0.408"", ""1705304987.944""], [""0.186"", ""0.142"", ""-0.409"", ""1705304987.962""], [""0.183"", ""0.137"", ""-0.396"", ""1705304987.975""], [""0.186"", ""0.14"", ""-0.403"", ""1705304987.99""], [""0.183"", ""0.131"", ""-0.409"", ""1705304988.002""], [""0.18"", ""0.137"", ""-0.401"", ""1705304988.015""], [""0.186"", ""0.131"", ""-0.399"", ""1705304988.025""], [""0.186"", ""0.128"", ""-0.401"", ""1705304988.034""], [""0.185"", ""0.13"", ""-0.402"", ""1705304988.042""], [""0.184"", ""0.126"", ""-0.4"", ""1705304988.058""], [""0.182"", ""0.125"", ""-0.393"", ""1705304988.068""], [""0.187"", ""0.124"", ""-0.397"", ""1705304988.078""], [""0.183"", ""0.122"", ""-0.391"", ""1705304988.093""], [""0.185"", ""0.119"", ""-0.394"", ""1705304988.106""], [""0.184"", ""0.12"", ""-0.398"", ""1705304988.118""], [""0.186"", ""0.123"", ""-0.398"", ""1705304988.129""], [""0.184"", ""0.123"", ""-0.411"", ""1705304988.14""], [""0.183"", ""0.124"", ""-0.4"", ""1705304988.151""], [""0.184"", ""0.127"", ""-0.394"", ""1705304988.163""], [""0.185"", ""0.129"", ""-0.4"", ""1705304988.172""], [""0.182"", ""0.131"", ""-0.382"", ""1705304988.185""], [""0.186"", ""0.133"", ""-0.411"", ""1705304988.198""], [""0.186"", ""0.135"", ""-0.397"", ""1705304988.21""], [""0.185"", ""0.131"", ""-0.397"", ""1705304988.223""], [""0.185"", ""0.136"", ""-0.395"", ""1705304988.234""], [""0.183"", ""0.135"", ""-0.397"", ""1705304988.25""], [""0.181"", ""0.135"", ""-0.392"", ""1705304988.259""], [""0.183"", ""0.118"", ""-0.399"", ""1705304988.273""], [""0.184"", ""0.131"", ""-0.402"", ""1705304988.284""], [""0.185"", ""0.132"", ""-0.398"", ""1705304988.295""], [""0.183"", ""0.127"", ""-0.398"", ""1705304988.305""], [""0.182"", ""0.124"", ""-0.398"", ""1705304988.315""], [""0.184"", ""0.124"", ""-0.4"", ""1705304988.325""], [""0.186"", ""0.124"", ""-0.398"", ""1705304988.336""], [""0.184"", ""0.121"", ""-0.381"", ""1705304988.348""], [""0.181"", ""0.122"", ""-0.406"", ""1705304988.362""], [""0.184"", ""0.123"", ""-0.397"", ""1705304988.374""], [""0.187"", ""0.125"", ""-0.405"", ""1705304988.388""], [""0.182"", ""0.127"", ""-0.399"", ""1705304988.399""], [""0.183"", ""0.127"", ""-0.397"", ""1705304988.41""], [""0.185"", ""0.129"", ""-0.402"", ""1705304988.422""], [""0.186"", ""0.132"", ""-0.399"", ""1705304988.432""], [""0.184"", ""0.132"", ""-0.397"", ""1705304988.443""], [""0.186"", ""0.138"", ""-0.396"", ""1705304988.455""], [""0.183"", ""0.135"", ""-0.398"", ""1705304988.466""], [""0.184"", ""0.136"", ""-0.395"", ""1705304988.475""], [""0.182"", ""0.136"", ""-0.395"", ""1705304988.485""], [""0.184"", ""0.135"", ""-0.393"", ""1705304988.495""], [""0.185"", ""0.136"", ""-0.393"", ""1705304988.503""], [""0.186"", ""0.133"", ""-0.398"", ""1705304988.516""], [""0.182"", ""0.131"", ""-0.399"", ""1705304988.529""], [""0.185"", ""0.145"", ""-0.401"", ""1705304988.539""], [""0.182"", ""0.129"", ""-0.398"", ""1705304988.552""], [""0.188"", ""0.127"", ""-0.396"", ""1705304988.565""], [""0.185"", ""0.125"", ""-0.397"", ""1705304988.574""], [""0.181"", ""0.126"", ""-0.397"", ""1705304988.584""], [""0.182"", ""0.124"", ""-0.393"", ""1705304988.594""], [""0.18"", ""0.119"", ""-0.392"", ""1705304988.606""], [""0.186"", ""0.118"", ""-0.398"", ""1705304988.613""], [""0.183"", ""0.12"", ""-0.396"", ""1705304988.626""], [""0.186"", ""0.122"", ""-0.382"", ""1705304988.636""], [""0.184"", ""0.126"", ""-0.399"", ""1705304988.648""], [""0.182"", ""0.129"", ""-0.4"", ""1705304988.659""], [""0.187"", ""0.127"", ""-0.397"", ""1705304988.667""], [""0.186"", ""0.127"", ""-0.397"", ""1705304988.678""], [""0.185"", ""0.13"", ""-0.399"", ""1705304988.688""], [""0.183"", ""0.148"", ""-0.398"", ""1705304988.702""], [""0.183"", ""0.13"", ""-0.396"", ""1705304988.713""], [""0.185"", ""0.133"", ""-0.397"", ""1705304988.724""], [""0.186"", ""0.136"", ""-0.396"", ""1705304988.733""], [""0.186"", ""0.134"", ""-0.398"", ""1705304988.742""], [""0.185"", ""0.139"", ""-0.401"", ""1705304988.754""], [""0.185"", ""0.137"", ""-0.396"", ""1705304988.765""], [""0.182"", ""0.135"", ""-0.398"", ""1705304988.775""], [""0.183"", ""0.137"", ""-0.399"", ""1705304988.784""], [""0.184"", ""0.148"", ""-0.398"", ""1705304988.792""], [""0.185"", ""0.131"", ""-0.411"", ""1705304988.805""]]","[[""2.611"", ""-3.069"", ""1.214"", ""1705304986.908""]]",1705304992158
"[[""1486"", ""-915"", ""6"", ""1705304989.16""]]","[[""0.184"", ""0.146"", ""-0.398"", ""1705304988.818""], [""0.185"", ""0.125"", ""-0.397"", ""1705304988.829""], [""0.183"", ""0.122"", ""-0.4"", ""1705304988.845""], [""0.185"", ""0.119"", ""-0.411"", ""1705304988.859""], [""0.186"", ""0.122"", ""-0.404"", ""1705304988.872""], [""0.181"", ""0.117"", ""-0.411"", ""1705304988.886""], [""0.182"", ""0.121"", ""-0.411"", ""1705304988.896""], [""0.184"", ""0.117"", ""-0.393"", ""1705304988.91""], [""0.185"", ""0.12"", ""-0.39"", ""1705304988.938""], [""0.183"", ""0.128"", ""-0.397"", ""1705304988.952""], [""0.185"", ""0.128"", ""-0.398"", ""1705304988.964""], [""0.182"", ""0.137"", ""-0.398"", ""1705304988.976""], [""0.186"", ""0.134"", ""-0.404"", ""1705304988.99""], [""0.183"", ""0.141"", ""-0.406"", ""1705304989.001""], [""0.183"", ""0.14"", ""-0.386"", ""1705304989.016""], [""0.186"", ""0.146"", ""-0.4"", ""1705304989.029""], [""0.187"", ""0.136"", ""-0.408"", ""1705304989.041""], [""0.186"", ""0.143"", ""-0.383"", ""1705304989.055""], [""0.185"", ""0.133"", ""-0.395"", ""1705304989.069""], [""0.185"", ""0.134"", ""-0.402"", ""1705304989.081""], [""0.186"", ""0.13"", ""-0.4"", ""1705304989.094""], [""0.186"", ""0.127"", ""-0.4"", ""1705304989.109""], [""0.187"", ""0.119"", ""-0.396"", ""1705304989.124""], [""0.18"", ""0.121"", ""-0.411"", ""1705304989.142""], [""0.184"", ""0.102"", ""-0.382"", ""1705304989.156""], [""0.185"", ""0.112"", ""-0.382"", ""1705304989.176""], [""0.184"", ""0.121"", ""-0.396"", ""1705304989.193""], [""0.183"", ""0.122"", ""-0.401"", ""1705304989.21""], [""0.184"", ""0.13"", ""-0.402"", ""1705304989.227""], [""0.185"", ""0.136"", ""-0.4"", ""1705304989.239""], [""0.183"", ""0.139"", ""-0.396"", ""1705304989.252""], [""0.184"", ""0.141"", ""-0.4"", ""1705304989.265""], [""0.184"", ""0.143"", ""-0.382"", ""1705304989.281""], [""0.185"", ""0.146"", ""-0.394"", ""1705304989.3""], [""0.183"", ""0.138"", ""-0.401"", ""1705304989.32""], [""0.183"", ""0.132"", ""-0.394"", ""1705304989.335""], [""0.183"", ""0.129"", ""-0.4"", ""1705304989.352""], [""0.183"", ""0.121"", ""-0.4"", ""1705304989.366""], [""0.185"", ""0.121"", ""-0.403"", ""1705304989.381""], [""0.184"", ""0.117"", ""-0.394"", ""1705304989.396""], [""0.182"", ""0.118"", ""-0.397"", ""1705304989.409""], [""0.185"", ""0.11"", ""-0.391"", ""1705304989.419""], [""0.183"", ""0.102"", ""-0.391"", ""1705304989.43""], [""0.184"", ""0.116"", ""-0.398"", ""1705304989.442""], [""0.183"", ""0.123"", ""-0.394"", ""1705304989.456""], [""0.182"", ""0.124"", ""-0.398"", ""1705304989.473""], [""0.183"", ""0.122"", ""-0.402"", ""1705304989.494""], [""0.183"", ""0.135"", ""-0.403"", ""1705304989.506""], [""0.183"", ""0.143"", ""-0.399"", ""1705304989.517""], [""0.189"", ""0.145"", ""-0.402"", ""1705304989.53""], [""0.187"", ""0.145"", ""-0.407"", ""1705304989.541""], [""0.185"", ""0.141"", ""-0.396"", ""1705304989.555""], [""0.186"", ""0.142"", ""-0.41"", ""1705304989.57""], [""0.184"", ""0.138"", ""-0.385"", ""1705304989.585""], [""0.183"", ""0.133"", ""-0.392"", ""1705304989.601""], [""0.186"", ""0.129"", ""-0.402"", ""1705304989.616""], [""0.182"", ""0.125"", ""-0.397"", ""1705304989.631""], [""0.183"", ""0.116"", ""-0.385"", ""1705304989.643""], [""0.181"", ""0.117"", ""-0.401"", ""1705304989.652""], [""0.182"", ""0.118"", ""-0.394"", ""1705304989.664""], [""0.181"", ""0.115"", ""-0.395"", ""1705304989.673""], [""0.183"", ""0.114"", ""-0.381"", ""1705304989.685""], [""0.183"", ""0.117"", ""-0.393"", ""1705304989.699""], [""0.183"", ""0.115"", ""-0.397"", ""1705304989.713""], [""0.181"", ""0.122"", ""-0.4"", ""1705304989.726""], [""0.181"", ""0.125"", ""-0.398"", ""1705304989.741""], [""0.186"", ""0.134"", ""-0.4"", ""1705304989.757""], [""0.184"", ""0.138"", ""-0.399"", ""1705304989.771""], [""0.184"", ""0.144"", ""-0.382"", ""1705304989.786""], [""0.184"", ""0.143"", ""-0.394"", ""1705304989.801""], [""0.185"", ""0.15"", ""-0.397"", ""1705304989.812""], [""0.185"", ""0.143"", ""-0.397"", ""1705304989.821""], [""0.184"", ""0.146"", ""-0.393"", ""1705304989.834""], [""0.183"", ""0.139"", ""-0.401"", ""1705304989.847""], [""0.183"", ""0.132"", ""-0.395"", ""1705304989.863""], [""0.185"", ""0.125"", ""-0.403"", ""1705304989.877""], [""0.183"", ""0.123"", ""-0.396"", ""1705304989.889""], [""0.184"", ""0.12"", ""-0.393"", ""1705304989.901""], [""0.182"", ""0.116"", ""-0.398"", ""1705304989.914""], [""0.18"", ""0.116"", ""-0.384"", ""1705304989.942""], [""0.181"", ""0.115"", ""-0.394"", ""1705304989.951""], [""0.184"", ""0.115"", ""-0.397"", ""1705304989.966""], [""0.181"", ""0.133"", ""-0.394"", ""1705304989.982""], [""0.184"", ""0.124"", ""-0.4"", ""1705304990.001""], [""0.182"", ""0.127"", ""-0.401"", ""1705304990.016""], [""0.184"", ""0.137"", ""-0.403"", ""1705304990.029""], [""0.183"", ""0.138"", ""-0.38"", ""1705304990.043""], [""0.187"", ""0.142"", ""-0.399"", ""1705304990.052""], [""0.187"", ""0.144"", ""-0.391"", ""1705304990.067""], [""0.182"", ""0.147"", ""-0.4"", ""1705304990.083""], [""0.185"", ""0.142"", ""-0.409"", ""1705304990.096""], [""0.183"", ""0.142"", ""-0.398"", ""1705304990.109""], [""0.184"", ""0.148"", ""-0.397"", ""1705304990.124""], [""0.186"", ""0.132"", ""-0.404"", ""1705304990.14""], [""0.183"", ""0.123"", ""-0.4"", ""1705304990.155""], [""0.182"", ""0.119"", ""-0.402"", ""1705304990.169""], [""0.183"", ""0.114"", ""-0.398"", ""1705304990.189""], [""0.182"", ""0.109"", ""-0.409"", ""1705304990.202""], [""0.182"", ""0.115"", ""-0.393"", ""1705304990.213""], [""0.182"", ""0.115"", ""-0.391"", ""1705304990.221""]]","[[""2.718"", ""-3.053"", ""1.198"", ""1705304988.923""]]",1705304992470
"[[""1486"", ""-917"", ""-1"", ""1705304990.174""]]","[[""0.185"", ""0.133"", ""-0.402"", ""1705304990.293""], [""0.184"", ""0.141"", ""-0.393"", ""1705304990.304""], [""0.185"", ""0.142"", ""-0.401"", ""1705304990.313""], [""0.187"", ""0.148"", ""-0.398"", ""1705304990.322""], [""0.185"", ""0.147"", ""-0.392"", ""1705304990.331""], [""0.185"", ""0.148"", ""-0.393"", ""1705304990.344""], [""0.183"", ""0.15"", ""-0.389"", ""1705304990.355""], [""0.182"", ""0.144"", ""-0.393"", ""1705304990.363""], [""0.184"", ""0.14"", ""-0.391"", ""1705304990.375""], [""0.183"", ""0.142"", ""-0.402"", ""1705304990.384""], [""0.182"", ""0.131"", ""-0.395"", ""1705304990.394""], [""0.182"", ""0.13"", ""-0.406"", ""1705304990.404""], [""0.186"", ""0.13"", ""-0.404"", ""1705304990.414""], [""0.183"", ""0.121"", ""-0.402"", ""1705304990.426""], [""0.187"", ""0.118"", ""-0.401"", ""1705304990.436""], [""0.183"", ""0.131"", ""-0.404"", ""1705304990.444""], [""0.182"", ""0.111"", ""-0.387"", ""1705304990.453""], [""0.182"", ""0.114"", ""-0.399"", ""1705304990.464""], [""0.181"", ""0.112"", ""-0.39"", ""1705304990.473""], [""0.182"", ""0.106"", ""-0.393"", ""1705304990.481""], [""0.185"", ""0.114"", ""-0.381"", ""1705304990.495""], [""0.184"", ""0.114"", ""-0.39"", ""1705304990.507""], [""0.184"", ""0.122"", ""-0.398"", ""1705304990.517""], [""0.184"", ""0.119"", ""-0.398"", ""1705304990.528""], [""0.185"", ""0.124"", ""-0.406"", ""1705304990.536""], [""0.186"", ""0.138"", ""-0.406"", ""1705304990.548""], [""0.184"", ""0.127"", ""-0.401"", ""1705304990.558""], [""0.185"", ""0.145"", ""-0.403"", ""1705304990.569""], [""0.18"", ""0.144"", ""-0.394"", ""1705304990.579""], [""0.187"", ""0.138"", ""-0.393"", ""1705304990.588""], [""0.191"", ""0.153"", ""-0.4"", ""1705304990.6""], [""0.185"", ""0.146"", ""-0.387"", ""1705304990.611""], [""0.182"", ""0.146"", ""-0.401"", ""1705304990.621""], [""0.185"", ""0.153"", ""-0.388"", ""1705304990.631""], [""0.188"", ""0.135"", ""-0.397"", ""1705304990.643""], [""0.183"", ""0.144"", ""-0.408"", ""1705304990.653""], [""0.182"", ""0.132"", ""-0.393"", ""1705304990.662""], [""0.184"", ""0.128"", ""-0.398"", ""1705304990.675""], [""0.181"", ""0.13"", ""-0.406"", ""1705304990.684""], [""0.183"", ""0.13"", ""-0.397"", ""1705304990.696""], [""0.182"", ""0.104"", ""-0.399"", ""1705304990.704""], [""0.182"", ""0.115"", ""-0.4"", ""1705304990.714""], [""0.182"", ""0.105"", ""-0.383"", ""1705304990.726""], [""0.181"", ""0.113"", ""-0.387"", ""1705304990.735""], [""0.177"", ""0.107"", ""-0.383"", ""1705304990.745""], [""0.182"", ""0.114"", ""-0.402"", ""1705304990.758""], [""0.183"", ""0.114"", ""-0.398"", ""1705304990.767""], [""0.184"", ""0.114"", ""-0.404"", ""1705304990.777""], [""0.183"", ""0.125"", ""-0.39"", ""1705304990.79""], [""0.185"", ""0.126"", ""-0.404"", ""1705304990.799""], [""0.184"", ""0.124"", ""-0.404"", ""1705304990.808""], [""0.186"", ""0.141"", ""-0.42"", ""1705304990.818""], [""0.185"", ""0.139"", ""-0.401"", ""1705304990.828""], [""0.187"", ""0.144"", ""-0.405"", ""1705304990.836""], [""0.185"", ""0.152"", ""-0.389"", ""1705304990.847""], [""0.186"", ""0.142"", ""-0.392"", ""1705304990.857""], [""0.183"", ""0.155"", ""-0.38"", ""1705304990.871""], [""0.187"", ""0.146"", ""-0.38"", ""1705304990.88""], [""0.19"", ""0.142"", ""-0.388"", ""1705304990.89""], [""0.181"", ""0.148"", ""-0.409"", ""1705304990.899""], [""0.188"", ""0.141"", ""-0.411"", ""1705304990.907""], [""0.187"", ""0.141"", ""-0.401"", ""1705304990.919""], [""0.185"", ""0.124"", ""-0.409"", ""1705304990.936""], [""0.183"", ""0.121"", ""-0.406"", ""1705304990.947""], [""0.187"", ""0.126"", ""-0.378"", ""1705304990.958""], [""0.187"", ""0.112"", ""-0.399"", ""1705304990.969""], [""0.184"", ""0.119"", ""-0.388"", ""1705304990.978""], [""0.182"", ""0.113"", ""-0.393"", ""1705304990.987""], [""0.183"", ""0.104"", ""-0.39"", ""1705304990.997""], [""0.179"", ""0.114"", ""-0.394"", ""1705304991.007""], [""0.182"", ""0.106"", ""-0.396"", ""1705304991.02""], [""0.184"", ""0.114"", ""-0.392"", ""1705304991.031""], [""0.183"", ""0.121"", ""-0.404"", ""1705304991.041""], [""0.187"", ""0.118"", ""-0.402"", ""1705304991.052""], [""0.18"", ""0.121"", ""-0.403"", ""1705304991.061""], [""0.185"", ""0.136"", ""-0.406"", ""1705304991.071""], [""0.188"", ""0.135"", ""-0.386"", ""1705304991.082""], [""0.185"", ""0.151"", ""-0.402"", ""1705304991.092""], [""0.185"", ""0.142"", ""-0.392"", ""1705304991.102""], [""0.185"", ""0.149"", ""-0.392"", ""1705304991.11""], [""0.185"", ""0.154"", ""-0.399"", ""1705304991.123""], [""0.183"", ""0.143"", ""-0.375"", ""1705304991.133""], [""0.187"", ""0.163"", ""-0.404"", ""1705304991.145""], [""0.185"", ""0.144"", ""-0.385"", ""1705304991.155""], [""0.184"", ""0.142"", ""-0.406"", ""1705304991.167""], [""0.184"", ""0.143"", ""-0.41"", ""1705304991.178""], [""0.183"", ""0.13"", ""-0.394"", ""1705304991.191""], [""0.188"", ""0.145"", ""-0.414"", ""1705304991.2""], [""0.187"", ""0.132"", ""-0.393"", ""1705304991.209""], [""0.18"", ""0.12"", ""-0.401"", ""1705304991.222""], [""0.18"", ""0.115"", ""-0.389"", ""1705304991.23""], [""0.183"", ""0.105"", ""-0.39"", ""1705304991.241""], [""0.181"", ""0.111"", ""-0.405"", ""1705304991.252""], [""0.183"", ""0.103"", ""-0.386"", ""1705304991.26""], [""0.185"", ""0.105"", ""-0.401"", ""1705304991.274""], [""0.183"", ""0.118"", ""-0.403"", ""1705304991.283""], [""0.181"", ""0.112"", ""-0.407"", ""1705304991.295""], [""0.182"", ""0.124"", ""-0.398"", ""1705304991.304""], [""0.185"", ""0.127"", ""-0.405"", ""1705304991.314""], [""0.18"", ""0.131"", ""-0.404"", ""1705304991.325""]]","[[""2.84"", ""-3.038"", ""1.366"", ""1705304989.927""]]",1705304992774
"[[""1443"", ""-933"", ""-8"", ""1705304991.18""]]","[[""0.182"", ""0.138"", ""-0.394"", ""1705304991.334""], [""0.181"", ""0.139"", ""-0.391"", ""1705304991.346""], [""0.185"", ""0.146"", ""-0.391"", ""1705304991.361""], [""0.184"", ""0.147"", ""-0.388"", ""1705304991.374""], [""0.185"", ""0.152"", ""-0.383"", ""1705304991.383""], [""0.186"", ""0.148"", ""-0.395"", ""1705304991.398""], [""0.182"", ""0.143"", ""-0.4"", ""1705304991.407""], [""0.186"", ""0.143"", ""-0.403"", ""1705304991.419""], [""0.189"", ""0.134"", ""-0.404"", ""1705304991.429""], [""0.186"", ""0.137"", ""-0.398"", ""1705304991.439""], [""0.187"", ""0.128"", ""-0.398"", ""1705304991.448""], [""0.183"", ""0.12"", ""-0.426"", ""1705304991.458""], [""0.181"", ""0.121"", ""-0.402"", ""1705304991.467""], [""0.184"", ""0.114"", ""-0.386"", ""1705304991.478""], [""0.185"", ""0.114"", ""-0.402"", ""1705304991.489""], [""0.185"", ""0.112"", ""-0.37"", ""1705304991.503""], [""0.181"", ""0.113"", ""-0.414"", ""1705304991.512""], [""0.178"", ""0.115"", ""-0.373"", ""1705304991.522""], [""0.183"", ""0.112"", ""-0.405"", ""1705304991.531""], [""0.185"", ""0.116"", ""-0.387"", ""1705304991.546""], [""0.184"", ""0.124"", ""-0.405"", ""1705304991.556""], [""0.182"", ""0.123"", ""-0.399"", ""1705304991.566""], [""0.185"", ""0.134"", ""-0.412"", ""1705304991.576""], [""0.184"", ""0.128"", ""-0.418"", ""1705304991.585""], [""0.178"", ""0.139"", ""-0.386"", ""1705304991.597""], [""0.185"", ""0.142"", ""-0.396"", ""1705304991.607""], [""0.184"", ""0.142"", ""-0.407"", ""1705304991.617""], [""0.185"", ""0.141"", ""-0.387"", ""1705304991.627""], [""0.186"", ""0.145"", ""-0.388"", ""1705304991.636""], [""0.181"", ""0.143"", ""-0.396"", ""1705304991.648""], [""0.185"", ""0.14"", ""-0.387"", ""1705304991.658""], [""0.185"", ""0.132"", ""-0.396"", ""1705304991.669""], [""0.18"", ""0.138"", ""-0.406"", ""1705304991.68""], [""0.181"", ""0.127"", ""-0.381"", ""1705304991.689""], [""0.185"", ""0.126"", ""-0.402"", ""1705304991.698""], [""0.184"", ""0.129"", ""-0.404"", ""1705304991.707""], [""0.184"", ""0.12"", ""-0.387"", ""1705304991.717""], [""0.184"", ""0.121"", ""-0.399"", ""1705304991.727""], [""0.184"", ""0.117"", ""-0.394"", ""1705304991.736""], [""0.182"", ""0.115"", ""-0.385"", ""1705304991.748""], [""0.183"", ""0.102"", ""-0.399"", ""1705304991.758""], [""0.183"", ""0.111"", ""-0.384"", ""1705304991.768""], [""0.183"", ""0.109"", ""-0.402"", ""1705304991.778""], [""0.183"", ""0.117"", ""-0.397"", ""1705304991.786""], [""0.185"", ""0.117"", ""-0.401"", ""1705304991.798""], [""0.184"", ""0.126"", ""-0.384"", ""1705304991.806""], [""0.184"", ""0.129"", ""-0.406"", ""1705304991.818""], [""0.186"", ""0.129"", ""-0.392"", ""1705304991.83""], [""0.182"", ""0.137"", ""-0.403"", ""1705304991.84""], [""0.18"", ""0.141"", ""-0.397"", ""1705304991.85""], [""0.195"", ""0.153"", ""-0.364"", ""1705304991.858""], [""0.188"", ""0.161"", ""-0.4"", ""1705304991.87""], [""0.185"", ""0.136"", ""-0.397"", ""1705304991.88""], [""0.184"", ""0.142"", ""-0.403"", ""1705304991.89""], [""0.182"", ""0.142"", ""-0.396"", ""1705304991.899""], [""0.185"", ""0.134"", ""-0.405"", ""1705304991.908""], [""0.187"", ""0.141"", ""-0.404"", ""1705304991.916""], [""0.182"", ""0.136"", ""-0.401"", ""1705304991.927""], [""0.185"", ""0.132"", ""-0.404"", ""1705304991.944""], [""0.186"", ""0.132"", ""-0.403"", ""1705304991.952""], [""0.182"", ""0.125"", ""-0.394"", ""1705304991.962""], [""0.184"", ""0.123"", ""-0.4"", ""1705304991.976""], [""0.183"", ""0.121"", ""-0.396"", ""1705304991.984""], [""0.184"", ""0.117"", ""-0.397"", ""1705304991.995""], [""0.184"", ""0.118"", ""-0.395"", ""1705304992.006""], [""0.182"", ""0.115"", ""-0.409"", ""1705304992.017""], [""0.184"", ""0.12"", ""-0.4"", ""1705304992.025""], [""0.183"", ""0.12"", ""-0.395"", ""1705304992.036""], [""0.183"", ""0.121"", ""-0.39"", ""1705304992.045""], [""0.184"", ""0.123"", ""-0.398"", ""1705304992.054""], [""0.185"", ""0.127"", ""-0.396"", ""1705304992.062""], [""0.184"", ""0.123"", ""-0.381"", ""1705304992.074""], [""0.186"", ""0.131"", ""-0.401"", ""1705304992.084""], [""0.186"", ""0.129"", ""-0.394"", ""1705304992.096""], [""0.185"", ""0.118"", ""-0.397"", ""1705304992.105""], [""0.184"", ""0.138"", ""-0.402"", ""1705304992.115""], [""0.181"", ""0.135"", ""-0.401"", ""1705304992.124""], [""0.184"", ""0.137"", ""-0.397"", ""1705304992.133""], [""0.187"", ""0.138"", ""-0.399"", ""1705304992.144""], [""0.188"", ""0.14"", ""-0.404"", ""1705304992.155""], [""0.185"", ""0.137"", ""-0.396"", ""1705304992.169""], [""0.184"", ""0.131"", ""-0.393"", ""1705304992.179""], [""0.182"", ""0.137"", ""-0.399"", ""1705304992.192""], [""0.183"", ""0.127"", ""-0.4"", ""1705304992.202""], [""0.182"", ""0.127"", ""-0.4"", ""1705304992.211""], [""0.184"", ""0.124"", ""-0.404"", ""1705304992.221""], [""0.183"", ""0.12"", ""-0.4"", ""1705304992.229""], [""0.181"", ""0.12"", ""-0.404"", ""1705304992.239""], [""0.183"", ""0.122"", ""-0.407"", ""1705304992.249""], [""0.186"", ""0.122"", ""-0.406"", ""1705304992.259""], [""0.184"", ""0.122"", ""-0.404"", ""1705304992.27""], [""0.184"", ""0.121"", ""-0.403"", ""1705304992.28""], [""0.184"", ""0.12"", ""-0.393"", ""1705304992.288""], [""0.182"", ""0.126"", ""-0.4"", ""1705304992.299""], [""0.183"", ""0.128"", ""-0.401"", ""1705304992.307""], [""0.181"", ""0.127"", ""-0.397"", ""1705304992.316""], [""0.184"", ""0.131"", ""-0.398"", ""1705304992.328""], [""0.182"", ""0.126"", ""-0.401"", ""1705304992.337""], [""0.183"", ""0.131"", ""-0.399"", ""1705304992.346""], [""0.185"", ""0.119"", ""-0.398"", ""1705304992.355""]]","[[""2.626"", ""-3.168"", ""1.649"", ""1705304990.927""]]",1705304993130
