scene,model,static_inl,static
r17_FR,matrixgame,12,0
r17_FR,minwm,745,1
r17_FR,worldcam,12,0
r17_FR,worldplay,13,0
r17_FR,yume,11,0
r17_FR,ours_pca8,265,0
r17_FR,ours_pca4,159,0
r17_FR,ours_pca2,209,0
r17_FR,ours_16node,274,0
r17_FR,ours_4node,205,0
r17_FR,ours_noatok,194,0
r17_FR,ours_noadaln,481,0
r17_L,astra,29,0
r17_L,matrixgame,0,0
r17_L,minwm,625,1
r17_L,worldcam,11,0
r17_L,worldplay,8,0
r17_L,yume,168,0
r17_L,ours_pca8,82,0
r17_L,ours_pca4,23,0
r17_L,ours_pca2,90,0
r17_L,ours_16node,58,0
r17_L,ours_4node,104,0
r17_L,ours_noatok,58,0
r17_L,ours_noadaln,937,1
r17_R,astra,14,0
r17_R,matrixgame,14,0
r17_R,minwm,844,1
r17_R,worldcam,12,0
r17_R,worldplay,12,0
r17_R,yume,15,0
r17_R,ours_pca8,182,0
r17_R,ours_pca4,95,0
r17_R,ours_pca2,262,0
r17_R,ours_16node,189,0
r17_R,ours_4node,124,0
r17_R,ours_noatok,127,0
r17_R,ours_noadaln,326,0
r18_B,astra,106,0
r18_B,matrixgame,48,0
r18_B,minwm,593,0
r18_B,worldcam,1071,1
r18_B,worldplay,464,0
r18_B,yume,440,0
r18_B,ours_pca8,204,0
r18_B,ours_pca4,475,0
r18_B,ours_pca2,554,0
r18_B,ours_16node,205,0
r18_B,ours_4node,164,0
r18_B,ours_noatok,452,0
r18_B,ours_noadaln,1393,1
r18_BL,astra,12,0
r18_BL,matrixgame,6,0
r18_BL,minwm,254,0
r18_BL,worldcam,14,0
r18_BL,worldplay,24,0
r18_BL,yume,20,0
r18_BL,ours_pca8,168,0
r18_BL,ours_pca4,137,0
r18_BL,ours_pca2,102,0
r18_BL,ours_16node,234,0
r18_BL,ours_4node,10,0
r18_BL,ours_noatok,112,0
r18_BL,ours_noadaln,1374,1
r18_BR,astra,262,0
r18_BR,matrixgame,14,0
r18_BR,minwm,301,0
r18_BR,worldcam,12,0
r18_BR,worldplay,10,0
r18_BR,yume,12,0
r18_BR,ours_pca8,182,0
r18_BR,ours_pca4,113,0
r18_BR,ours_pca2,111,0
r18_BR,ours_16node,12,0
r18_BR,ours_4node,85,0
r18_BR,ours_noatok,11,0
r18_BR,ours_noadaln,158,0
r18_F,astra,661,1
r18_F,matrixgame,50,0
r18_F,minwm,835,1
r18_F,worldcam,366,0
r18_F,worldplay,593,0
r18_F,yume,442,0
r18_F,ours_pca8,293,0
r18_F,ours_pca4,309,0
r18_F,ours_pca2,204,0
r18_F,ours_16node,356,0
r18_F,ours_4node,322,0
r18_F,ours_noatok,439,0
r18_F,ours_noadaln,1366,1
r18_FL,astra,13,0
r18_FL,matrixgame,14,0
r18_FL,minwm,396,0
r18_FL,worldcam,14,0
r18_FL,worldplay,1,0
r18_FL,yume,37,0
r18_FL,ours_pca8,176,0
r18_FL,ours_pca4,193,0
r18_FL,ours_pca2,132,0
r18_FL,ours_16node,149,0
r18_FL,ours_4node,138,0
r18_FL,ours_noatok,137,0
r18_FL,ours_noadaln,1362,1
r18_FR,astra,14,0
r18_FR,matrixgame,12,0
r18_FR,minwm,367,0
r18_FR,worldcam,17,0
r18_FR,worldplay,12,0
r18_FR,yume,12,0
r18_FR,ours_pca8,195,0
r18_FR,ours_pca4,183,0
r18_FR,ours_pca2,190,0
r18_FR,ours_16node,211,0
r18_FR,ours_4node,173,0
r18_FR,ours_noatok,216,0
r18_FR,ours_noadaln,123,0
r18_L,astra,10,0
r18_L,matrixgame,13,0
r18_L,minwm,130,0
r18_L,worldcam,12,0
r18_L,worldplay,9,0
r18_L,yume,402,0
r18_L,ours_pca8,11,0
r18_L,ours_pca4,20,0
r18_L,ours_pca2,17,0
r18_L,ours_16node,82,0
r18_L,ours_4node,10,0
r18_L,ours_noatok,43,0
r18_L,ours_noadaln,1367,1
r18_R,astra,23,0
r18_R,matrixgame,13,0
r18_R,minwm,316,0
r18_R,worldcam,13,0
r18_R,worldplay,10,0
r18_R,yume,495,0
r18_R,ours_pca8,52,0
r18_R,ours_pca4,4,0
r18_R,ours_pca2,16,0
r18_R,ours_16node,13,0
r18_R,ours_4node,12,0
r18_R,ours_noatok,18,0
r18_R,ours_noadaln,124,0
r19_B,astra,211,0
r19_B,matrixgame,14,0
r19_B,minwm,557,0
r19_B,worldcam,1256,1
r19_B,worldplay,147,0
r19_B,yume,264,0
r19_B,ours_pca8,163,0
r19_B,ours_pca4,192,0
r19_B,ours_pca2,270,0
r19_B,ours_16node,161,0
r19_B,ours_4node,401,0
r19_B,ours_noatok,350,0
r19_B,ours_noadaln,580,0
r19_BL,astra,106,0
r19_BL,matrixgame,15,0
r19_BL,minwm,244,0
r19_BL,worldcam,14,0
r19_BL,worldplay,21,0
r19_BL,yume,13,0
r19_BL,ours_pca8,12,0
r19_BL,ours_pca4,25,0
r19_BL,ours_pca2,95,0
r19_BL,ours_16node,31,0
r19_BL,ours_4node,4,0
r19_BL,ours_noatok,17,0
r19_BL,ours_noadaln,569,0
r19_BR,astra,12,0
r19_BR,matrixgame,1,0
r19_BR,minwm,380,0
r19_BR,worldcam,15,0
r19_BR,worldplay,35,0
r19_BR,yume,14,0
r19_BR,ours_pca8,36,0
r19_BR,ours_pca4,15,0
r19_BR,ours_pca2,46,0
r19_BR,ours_16node,44,0
r19_BR,ours_4node,11,0
r19_BR,ours_noatok,12,0
r19_BR,ours_noadaln,16,0
r19_F,astra,218,0
r19_F,matrixgame,12,0
r19_F,minwm,578,0
r19_F,worldcam,504,0
r19_F,worldplay,312,0
r19_F,yume,128,0
r19_F,ours_pca8,220,0
r19_F,ours_pca4,262,0
r19_F,ours_pca2,244,0
r19_F,ours_16node,304,0
r19_F,ours_4node,174,0
r19_F,ours_noatok,241,0
r19_F,ours_noadaln,578,0
r19_FL,astra,53,0
r19_FL,matrixgame,0,0
r19_FL,minwm,266,0
r19_FL,worldcam,13,0
r19_FL,worldplay,10,0
r19_FL,yume,134,0
r19_FL,ours_pca8,58,0
r19_FL,ours_pca4,64,0
r19_FL,ours_pca2,99,0
r19_FL,ours_16node,113,0
r19_FL,ours_4node,55,0
r19_FL,ours_noatok,13,0
r19_FL,ours_noadaln,567,0
r19_FR,astra,16,0
r19_FR,matrixgame,13,0
r19_FR,minwm,263,0
r19_FR,worldcam,2,0
r19_FR,worldplay,13,0
r19_FR,yume,13,0
r19_FR,ours_pca8,36,0
r19_FR,ours_pca4,38,0
r19_FR,ours_pca2,50,0
r19_FR,ours_16node,46,0
r19_FR,ours_4node,49,0
r19_FR,ours_noatok,28,0
r19_FR,ours_noadaln,11,0
r19_L,astra,274,0
r19_L,matrixgame,0,0
r19_L,minwm,308,0
r19_L,worldcam,12,0
r19_L,worldplay,15,0
r19_L,yume,273,0
r19_L,ours_pca8,28,0
r19_L,ours_pca4,78,0
r19_L,ours_pca2,11,0
r19_L,ours_16node,94,0
r19_L,ours_4node,27,0
r19_L,ours_noatok,9,0
r19_L,ours_noadaln,558,0
r19_R,astra,10,0
r19_R,matrixgame,12,0
r19_R,minwm,342,0
r19_R,worldcam,13,0
r19_R,worldplay,33,0
r19_R,yume,0,0
r19_R,ours_pca8,18,0
r19_R,ours_pca4,13,0
r19_R,ours_pca2,16,0
r19_R,ours_16node,17,0
r19_R,ours_4node,1,0
r19_R,ours_noatok,15,0
r19_R,ours_noadaln,21,0
r20_B,astra,757,1
r20_B,matrixgame,17,0
r20_B,minwm,369,0
r20_B,worldcam,1213,1
r20_B,worldplay,164,0
r20_B,yume,330,0
r20_B,ours_pca8,63,0
r20_B,ours_pca4,14,0
r20_B,ours_pca2,114,0
r20_B,ours_16node,105,0
r20_B,ours_4node,195,0
r20_B,ours_noatok,277,0
r20_B,ours_noadaln,57,0
r20_BL,astra,24,0
r20_BL,matrixgame,10,0
r20_BL,minwm,215,0
r20_BL,worldcam,12,0
r20_BL,worldplay,38,0
r20_BL,yume,11,0
r20_BL,ours_pca8,48,0
r20_BL,ours_pca4,106,0
r20_BL,ours_pca2,70,0
r20_BL,ours_16node,61,0
r20_BL,ours_4node,42,0
r20_BL,ours_noatok,75,0
r20_BL,ours_noadaln,42,0
r20_BR,astra,343,0
r20_BR,matrixgame,15,0
r20_BR,minwm,371,0
r20_BR,worldcam,6,0
r20_BR,worldplay,6,0
r20_BR,yume,14,0
r20_BR,ours_pca8,201,0
r20_BR,ours_pca4,177,0
r20_BR,ours_pca2,155,0
r20_BR,ours_16node,239,0
r20_BR,ours_4node,111,0
r20_BR,ours_noatok,70,0
r20_BR,ours_noadaln,147,0
r20_F,astra,1052,1
r20_F,matrixgame,13,0
r20_F,minwm,406,0
r20_F,worldcam,164,0
r20_F,worldplay,58,0
r20_F,yume,14,0
r20_F,ours_pca8,76,0
r20_F,ours_pca4,94,0
r20_F,ours_pca2,32,0
r20_F,ours_16node,113,0
r20_F,ours_4node,10,0
r20_F,ours_noatok,39,0
r20_F,ours_noadaln,66,0
r20_FL,astra,99,0
r20_FL,matrixgame,9,0
r20_FL,minwm,382,0
r20_FL,worldcam,12,0
r20_FL,worldplay,11,0
r20_FL,yume,16,0
r20_FL,ours_pca8,16,0
r20_FL,ours_pca4,13,0
r20_FL,ours_pca2,12,0
r20_FL,ours_16node,16,0
r20_FL,ours_4node,20,0
r20_FL,ours_noatok,12,0
r20_FL,ours_noadaln,63,0
r20_FR,astra,10,0
r20_FR,matrixgame,12,0
r20_FR,minwm,102,0
r20_FR,worldcam,12,0
r20_FR,worldplay,14,0
r20_FR,yume,16,0
r20_FR,ours_pca8,113,0
r20_FR,ours_pca4,131,0
r20_FR,ours_pca2,97,0
r20_FR,ours_16node,221,0
r20_FR,ours_4node,97,0
r20_FR,ours_noatok,237,0
r20_FR,ours_noadaln,107,0
r20_L,astra,10,0
r20_L,matrixgame,13,0
r20_L,minwm,287,0
r20_L,worldcam,13,0
r20_L,worldplay,12,0
r20_L,yume,18,0
r20_L,ours_pca8,165,0
r20_L,ours_pca4,148,0
r20_L,ours_pca2,13,0
r20_L,ours_16node,142,0
r20_L,ours_4node,121,0
r20_L,ours_noatok,127,0
r20_L,ours_noadaln,51,0
r20_R,astra,21,0
r20_R,matrixgame,10,0
r20_R,minwm,280,0
r20_R,worldcam,17,0
r20_R,worldplay,11,0
r20_R,yume,41,0
r20_R,ours_pca8,326,0
r20_R,ours_pca4,180,0
r20_R,ours_pca2,15,0
r20_R,ours_16node,351,0
r20_R,ours_4node,35,0
r20_R,ours_noatok,76,0
r20_R,ours_noadaln,95,0
r21_B,astra,7,0
r21_B,matrixgame,12,0
r21_B,minwm,18,0
r21_B,worldcam,6,0
r21_B,worldplay,8,0
r21_B,yume,21,0
r21_B,ours_pca8,0,0
r21_B,ours_pca4,0,0
r21_B,ours_pca2,10,0
r21_B,ours_16node,8,0
r21_B,ours_4node,0,0
r21_B,ours_noatok,0,0
r21_B,ours_noadaln,0,0
r21_BL,astra,4,0
r21_BL,matrixgame,7,0
r21_BL,minwm,6,0
r21_BL,worldcam,7,0
r21_BL,worldplay,7,0
r21_BL,yume,3,0
r21_BL,ours_pca8,5,0
r21_BL,ours_pca4,5,0
r21_BL,ours_pca2,6,0
r21_BL,ours_16node,5,0
r21_BL,ours_4node,6,0
r21_BL,ours_noatok,5,0
r21_BL,ours_noadaln,0,0
r21_BR,astra,7,0
r21_BR,matrixgame,7,0
r21_BR,minwm,15,0
r21_BR,worldcam,4,0
r21_BR,worldplay,8,0
r21_BR,yume,8,0
r21_BR,ours_pca8,6,0
r21_BR,ours_pca4,5,0
r21_BR,ours_pca2,9,0
r21_BR,ours_16node,7,0
r21_BR,ours_4node,7,0
r21_BR,ours_noatok,5,0
r21_BR,ours_noadaln,0,0
r21_F,astra,7,0
r21_F,matrixgame,11,0
r21_F,minwm,14,0
r21_F,worldcam,6,0
r21_F,worldplay,9,0
r21_F,yume,12,0
r21_F,ours_pca8,6,0
r21_F,ours_pca4,6,0
r21_F,ours_pca2,6,0
r21_F,ours_16node,7,0
r21_F,ours_4node,0,0
r21_F,ours_noatok,5,0
r21_F,ours_noadaln,0,0
r21_FL,astra,9,0
r21_FL,matrixgame,7,0
r21_FL,minwm,7,0
r21_FL,worldcam,6,0
r21_FL,worldplay,9,0
r21_FL,yume,6,0
r21_FL,ours_pca8,4,0
r21_FL,ours_pca4,6,0
r21_FL,ours_pca2,6,0
r21_FL,ours_16node,5,0
r21_FL,ours_4node,6,0
r21_FL,ours_noatok,5,0
r21_FL,ours_noadaln,0,0
r21_FR,astra,7,0
r21_FR,matrixgame,9,0
r21_FR,minwm,7,0
r21_FR,worldcam,7,0
r21_FR,worldplay,9,0
r21_FR,yume,7,0
r21_FR,ours_pca8,7,0
r21_FR,ours_pca4,9,0
r21_FR,ours_pca2,7,0
r21_FR,ours_16node,7,0
r21_FR,ours_4node,6,0
r21_FR,ours_noatok,5,0
r21_FR,ours_noadaln,0,0
r21_L,astra,7,0
r21_L,matrixgame,0,0
r21_L,minwm,12,0
r21_L,worldcam,7,0
r21_L,worldplay,7,0
r21_L,yume,13,0
r21_L,ours_pca8,2,0
r21_L,ours_pca4,5,0
r21_L,ours_pca2,5,0
r21_L,ours_16node,1,0
r21_L,ours_4node,6,0
r21_L,ours_noatok,4,0
r21_L,ours_noadaln,0,0
r21_R,astra,0,0
r21_R,matrixgame,8,0
r21_R,minwm,7,0
r21_R,worldcam,6,0
r21_R,worldplay,7,0
r21_R,yume,8,0
r21_R,ours_pca8,6,0
r21_R,ours_pca4,5,0
r21_R,ours_pca2,7,0
r21_R,ours_16node,7,0
r21_R,ours_4node,6,0
r21_R,ours_noatok,5,0
r21_R,ours_noadaln,0,0
r22_B,astra,1279,1
r22_B,matrixgame,59,0
r22_B,minwm,1015,1
r22_B,worldcam,1469,1
r22_B,worldplay,850,1
r22_B,yume,106,0
r22_B,ours_pca8,587,0
r22_B,ours_pca4,555,0
r22_B,ours_pca2,844,1
r22_B,ours_16node,404,0
r22_B,ours_4node,512,0
r22_B,ours_noatok,740,1
r22_B,ours_noadaln,463,0
r22_BL,astra,14,0
r22_BL,matrixgame,6,0
r22_BL,minwm,726,1
r22_BL,worldcam,11,0
r22_BL,worldplay,222,0
r22_BL,yume,7,0
r22_BL,ours_pca8,309,0
r22_BL,ours_pca4,287,0
r22_BL,ours_pca2,335,0
r22_BL,ours_16node,277,0
r22_BL,ours_4node,259,0
r22_BL,ours_noatok,462,0
r22_BL,ours_noadaln,481,0
r22_BR,astra,13,0
r22_BR,matrixgame,14,0
r22_BR,minwm,680,1
r22_BR,worldcam,18,0
r22_BR,worldplay,13,0
r22_BR,yume,11,0
r22_BR,ours_pca8,233,0
r22_BR,ours_pca4,209,0
r22_BR,ours_pca2,197,0
r22_BR,ours_16node,108,0
r22_BR,ours_4node,17,0
r22_BR,ours_noatok,11,0
r22_BR,ours_noadaln,14,0
r22_F,astra,1516,1
r22_F,matrixgame,7,0
r22_F,minwm,1009,1
r22_F,worldcam,281,0
r22_F,worldplay,571,0
r22_F,yume,216,0
r22_F,ours_pca8,332,0
r22_F,ours_pca4,293,0
r22_F,ours_pca2,349,0
r22_F,ours_16node,305,0
r22_F,ours_4node,177,0
r22_F,ours_noatok,276,0
r22_F,ours_noadaln,466,0
r22_FL,astra,14,0
r22_FL,matrixgame,15,0
r22_FL,minwm,943,1
r22_FL,worldcam,14,0
r22_FL,worldplay,14,0
r22_FL,yume,13,0
r22_FL,ours_pca8,321,0
r22_FL,ours_pca4,228,0
r22_FL,ours_pca2,227,0
r22_FL,ours_16node,357,0
r22_FL,ours_4node,263,0
r22_FL,ours_noatok,242,0
r22_FL,ours_noadaln,467,0
r22_FR,astra,3,0
r22_FR,matrixgame,12,0
r22_FR,minwm,731,1
r22_FR,worldcam,16,0
r22_FR,worldplay,10,0
r22_FR,yume,17,0
r22_FR,ours_pca8,192,0
r22_FR,ours_pca4,94,0
r22_FR,ours_pca2,47,0
r22_FR,ours_16node,63,0
r22_FR,ours_4node,51,0
r22_FR,ours_noatok,34,0
r22_FR,ours_noadaln,15,0
r22_L,astra,411,0
r22_L,matrixgame,11,0
r22_L,minwm,798,1
r22_L,worldcam,12,0
r22_L,worldplay,8,0
r22_L,yume,12,0
r22_L,ours_pca8,261,0
r22_L,ours_pca4,245,0
r22_L,ours_pca2,212,0
r22_L,ours_16node,324,0
r22_L,ours_4node,165,0
r22_L,ours_noatok,257,0
r22_L,ours_noadaln,463,0
r22_R,astra,5,0
r22_R,matrixgame,13,0
r22_R,minwm,695,1
r22_R,worldcam,8,0
r22_R,worldplay,11,0
r22_R,yume,15,0
r22_R,ours_pca8,53,0
r22_R,ours_pca4,12,0
r22_R,ours_pca2,23,0
r22_R,ours_16node,119,0
r22_R,ours_4node,11,0
r22_R,ours_noatok,7,0
r22_R,ours_noadaln,18,0
r23_B,astra,1322,1
r23_B,matrixgame,39,0
r23_B,minwm,785,1
r23_B,worldcam,832,1
r23_B,worldplay,169,0
r23_B,yume,1729,1
r23_B,ours_pca8,434,0
r23_B,ours_pca4,956,1
r23_B,ours_pca2,253,0
r23_B,ours_16node,281,0
r23_B,ours_4node,239,0
r23_B,ours_noatok,476,0
r23_B,ours_noadaln,219,0
r23_BL,astra,401,0
r23_BL,matrixgame,5,0
r23_BL,minwm,523,0
r23_BL,worldcam,12,0
r23_BL,worldplay,137,0
r23_BL,yume,13,0
r23_BL,ours_pca8,93,0
r23_BL,ours_pca4,191,0
r23_BL,ours_pca2,103,0
r23_BL,ours_16node,342,0
r23_BL,ours_4node,96,0
r23_BL,ours_noatok,317,0
r23_BL,ours_noadaln,247,0
r23_BR,astra,12,0
r23_BR,matrixgame,14,0
r23_BR,minwm,617,1
r23_BR,worldcam,6,0
r23_BR,worldplay,12,0
r23_BR,yume,12,0
r23_BR,ours_pca8,424,0
r23_BR,ours_pca4,449,0
r23_BR,ours_pca2,255,0
r23_BR,ours_16node,368,0
r23_BR,ours_4node,258,0
r23_BR,ours_noatok,253,0
r23_BR,ours_noadaln,152,0
r23_F,astra,1718,1
r23_F,matrixgame,17,0
r23_F,minwm,718,1
r23_F,worldcam,414,0
r23_F,worldplay,118,0
r23_F,yume,166,0
r23_F,ours_pca8,250,0
r23_F,ours_pca4,335,0
r23_F,ours_pca2,288,0
r23_F,ours_16node,472,0
r23_F,ours_4node,332,0
r23_F,ours_noatok,385,0
r23_F,ours_noadaln,218,0
r23_FL,astra,14,0
r23_FL,matrixgame,16,0
r23_FL,minwm,601,1
r23_FL,worldcam,14,0
r23_FL,worldplay,173,0
r23_FL,yume,9,0
r23_FL,ours_pca8,243,0
r23_FL,ours_pca4,184,0
r23_FL,ours_pca2,261,0
r23_FL,ours_16node,429,0
r23_FL,ours_4node,131,0
r23_FL,ours_noatok,264,0
r23_FL,ours_noadaln,261,0
r23_FR,astra,11,0
r23_FR,matrixgame,15,0
r23_FR,minwm,534,0
r23_FR,worldcam,15,0
r23_FR,worldplay,11,0
r23_FR,yume,15,0
r23_FR,ours_pca8,254,0
r23_FR,ours_pca4,247,0
r23_FR,ours_pca2,186,0
r23_FR,ours_16node,343,0
r23_FR,ours_4node,287,0
r23_FR,ours_noatok,255,0
r23_FR,ours_noadaln,221,0
r23_L,astra,77,0
r23_L,matrixgame,0,0
r23_L,minwm,475,0
r23_L,worldcam,7,0
r23_L,worldplay,13,0
r23_L,yume,43,0
r23_L,ours_pca8,350,0
r23_L,ours_pca4,220,0
r23_L,ours_pca2,12,0
r23_L,ours_16node,356,0
r23_L,ours_4node,17,0
r23_L,ours_noatok,339,0
r23_L,ours_noadaln,275,0
r23_R,astra,15,0
r23_R,matrixgame,14,0
r23_R,minwm,476,0
r23_R,worldcam,9,0
r23_R,worldplay,11,0
r23_R,yume,58,0
r23_R,ours_pca8,327,0
r23_R,ours_pca4,186,0
r23_R,ours_pca2,99,0
r23_R,ours_16node,315,0
r23_R,ours_4node,28,0
r23_R,ours_noatok,241,0
r23_R,ours_noadaln,151,0
r24_B,astra,1684,1
r24_B,matrixgame,42,0
r24_B,minwm,999,1
r24_B,worldcam,1527,1
r24_B,worldplay,150,0
r24_B,yume,142,0
r24_B,ours_pca8,311,0
r24_B,ours_pca4,389,0
r24_B,ours_pca2,343,0
r24_B,ours_16node,354,0
r24_B,ours_4node,304,0
r24_B,ours_noatok,258,0
r24_B,ours_noadaln,792,1
r24_BL,astra,832,1
r24_BL,matrixgame,12,0
r24_BL,minwm,591,0
r24_BL,worldcam,5,0
r24_BL,worldplay,11,0
r24_BL,yume,9,0
r24_BL,ours_pca8,149,0
r24_BL,ours_pca4,199,0
r24_BL,ours_pca2,124,0
r24_BL,ours_16node,304,0
r24_BL,ours_4node,13,0
r24_BL,ours_noatok,274,0
r24_BL,ours_noadaln,695,1
r24_BR,astra,178,0
r24_BR,matrixgame,17,0
r24_BR,minwm,697,1
r24_BR,worldcam,10,0
r24_BR,worldplay,12,0
r24_BR,yume,14,0
r24_BR,ours_pca8,329,0
r24_BR,ours_pca4,202,0
r24_BR,ours_pca2,387,0
r24_BR,ours_16node,184,0
r24_BR,ours_4node,103,0
r24_BR,ours_noatok,122,0
r24_BR,ours_noadaln,102,0
r24_F,astra,1660,1
r24_F,matrixgame,24,0
r24_F,minwm,643,1
r24_F,worldcam,360,0
r24_F,worldplay,108,0
r24_F,yume,104,0
r24_F,ours_pca8,288,0
r24_F,ours_pca4,431,0
r24_F,ours_pca2,294,0
r24_F,ours_16node,414,0
r24_F,ours_4node,336,0
r24_F,ours_noatok,313,0
r24_F,ours_noadaln,825,1
r24_FL,astra,532,0
r24_FL,matrixgame,13,0
r24_FL,minwm,592,0
r24_FL,worldcam,11,0
r24_FL,worldplay,10,0
r24_FL,yume,38,0
r24_FL,ours_pca8,274,0
r24_FL,ours_pca4,301,0
r24_FL,ours_pca2,282,0
r24_FL,ours_16node,192,0
r24_FL,ours_4node,148,0
r24_FL,ours_noatok,171,0
r24_FL,ours_noadaln,832,1
r24_FR,astra,12,0
r24_FR,matrixgame,0,0
r24_FR,minwm,403,0
r24_FR,worldcam,17,0
r24_FR,worldplay,18,0
r24_FR,yume,20,0
r24_FR,ours_pca8,276,0
r24_FR,ours_pca4,314,0
r24_FR,ours_pca2,271,0
r24_FR,ours_16node,382,0
r24_FR,ours_4node,161,0
r24_FR,ours_noatok,253,0
r24_FR,ours_noadaln,291,0
r24_L,astra,186,0
r24_L,matrixgame,0,0
r24_L,minwm,551,0
r24_L,worldcam,14,0
r24_L,worldplay,13,0
r24_L,yume,190,0
r24_L,ours_pca8,351,0
r24_L,ours_pca4,449,0
r24_L,ours_pca2,176,0
r24_L,ours_16node,333,0
r24_L,ours_4node,12,0
r24_L,ours_noatok,442,0
r24_L,ours_noadaln,844,1
r24_R,astra,571,0
r24_R,matrixgame,12,0
r24_R,minwm,640,1
r24_R,worldcam,13,0
r24_R,worldplay,11,0
r24_R,yume,281,0
r24_R,ours_pca8,367,0
r24_R,ours_pca4,193,0
r24_R,ours_pca2,266,0
r24_R,ours_16node,386,0
r24_R,ours_4node,31,0
r24_R,ours_noatok,117,0
r24_R,ours_noadaln,145,0
r25_B,astra,6,0
r25_B,matrixgame,7,0
r25_B,minwm,81,0
r25_B,worldcam,826,1
r25_B,worldplay,5,0
r25_B,yume,107,0
r25_B,ours_pca8,20,0
r25_B,ours_pca4,11,0
r25_B,ours_pca2,20,0
r25_B,ours_16node,18,0
r25_B,ours_4node,15,0
r25_B,ours_noatok,7,0
r25_B,ours_noadaln,45,0
r25_BL,astra,5,0
r25_BL,matrixgame,7,0
r25_BL,minwm,100,0
r25_BL,worldcam,12,0
r25_BL,worldplay,3,0
r25_BL,yume,11,0
r25_BL,ours_pca8,13,0
r25_BL,ours_pca4,16,0
r25_BL,ours_pca2,11,0
r25_BL,ours_16node,12,0
r25_BL,ours_4node,12,0
r25_BL,ours_noatok,15,0
r25_BL,ours_noadaln,16,0
r25_BR,astra,7,0
r25_BR,matrixgame,1,0
r25_BR,minwm,161,0
r25_BR,worldcam,13,0
r25_BR,worldplay,4,0
r25_BR,yume,6,0
r25_BR,ours_pca8,14,0
r25_BR,ours_pca4,14,0
r25_BR,ours_pca2,70,0
r25_BR,ours_16node,13,0
r25_BR,ours_4node,11,0
r25_BR,ours_noatok,12,0
r25_BR,ours_noadaln,15,0
r25_F,astra,6,0
r25_F,matrixgame,5,0
r25_F,minwm,89,0
r25_F,worldcam,11,0
r25_F,worldplay,4,0
r25_F,yume,42,0
r25_F,ours_pca8,29,0
r25_F,ours_pca4,52,0
r25_F,ours_pca2,97,0
r25_F,ours_16node,39,0
r25_F,ours_4node,24,0
r25_F,ours_noatok,39,0
r25_F,ours_noadaln,13,0
r25_FL,astra,2,0
r25_FL,matrixgame,4,0
r25_FL,minwm,25,0
r25_FL,worldcam,17,0
r25_FL,worldplay,4,0
r25_FL,yume,7,0
r25_FL,ours_pca8,31,0
r25_FL,ours_pca4,23,0
r25_FL,ours_pca2,15,0
r25_FL,ours_16node,62,0
r25_FL,ours_4node,30,0
r25_FL,ours_noatok,22,0
r25_FL,ours_noadaln,24,0
r25_FR,astra,5,0
r25_FR,matrixgame,8,0
r25_FR,minwm,37,0
r25_FR,worldcam,17,0
r25_FR,worldplay,5,0
r25_FR,yume,8,0
r25_FR,ours_pca8,12,0
r25_FR,ours_pca4,9,0
r25_FR,ours_pca2,12,0
r25_FR,ours_16node,12,0
r25_FR,ours_4node,11,0
r25_FR,ours_noatok,13,0
r25_FR,ours_noadaln,13,0
r25_L,astra,0,0
r25_L,matrixgame,2,0
r25_L,minwm,221,0
r25_L,worldcam,4,0
r25_L,worldplay,5,0
r25_L,yume,27,0
r25_L,ours_pca8,11,0
r25_L,ours_pca4,9,0
r25_L,ours_pca2,14,0
r25_L,ours_16node,13,0
r25_L,ours_4node,13,0
r25_L,ours_noatok,13,0
r25_L,ours_noadaln,17,0
r25_R,astra,6,0
r25_R,matrixgame,7,0
r25_R,minwm,31,0
r25_R,worldcam,11,0
r25_R,worldplay,4,0
r25_R,yume,7,0
r25_R,ours_pca8,12,0
r25_R,ours_pca4,11,0
r25_R,ours_pca2,11,0
r25_R,ours_16node,25,0
r25_R,ours_4node,10,0
r25_R,ours_noatok,11,0
r25_R,ours_noadaln,16,0
r26_B,astra,76,0
r26_B,matrixgame,44,0
r26_B,minwm,370,0
r26_B,worldcam,1235,1
r26_B,worldplay,28,0
r26_B,yume,397,0
r26_B,ours_pca8,124,0
r26_B,ours_pca4,127,0
r26_B,ours_pca2,247,0
r26_B,ours_16node,58,0
r26_B,ours_4node,72,0
r26_B,ours_noatok,214,0
r26_B,ours_noadaln,46,0
r26_BL,astra,12,0
r26_BL,matrixgame,4,0
r26_BL,minwm,181,0
r26_BL,worldcam,9,0
r26_BL,worldplay,11,0
r26_BL,yume,12,0
r26_BL,ours_pca8,68,0
r26_BL,ours_pca4,83,0
r26_BL,ours_pca2,44,0
r26_BL,ours_16node,94,0
r26_BL,ours_4node,13,0
r26_BL,ours_noatok,65,0
r26_BL,ours_noadaln,20,0
r26_BR,astra,13,0
r26_BR,matrixgame,14,0
r26_BR,minwm,186,0
r26_BR,worldcam,5,0
r26_BR,worldplay,11,0
r26_BR,yume,13,0
r26_BR,ours_pca8,23,0
r26_BR,ours_pca4,33,0
r26_BR,ours_pca2,30,0
r26_BR,ours_16node,30,0
r26_BR,ours_4node,17,0
r26_BR,ours_noatok,16,0
r26_BR,ours_noadaln,32,0
r26_F,astra,83,0
r26_F,matrixgame,16,0
r26_F,minwm,70,0
r26_F,worldcam,162,0
r26_F,worldplay,50,0
r26_F,yume,70,0
r26_F,ours_pca8,52,0
r26_F,ours_pca4,16,0
r26_F,ours_pca2,23,0
r26_F,ours_16node,12,0
