ride_ts,video_path,ride_dir
20240319104752,/projects/u6ex/fbots/frodobots_raw/frodobots_data/output_rides_4/ride_22428_20240319104752/recordings/fe18b1a66c4349adfe3052bb1f0189f2_ride_22428__uid_s_1000__uid_e_video.m3u8,/projects/u6ex/fbots/frodobots_raw/frodobots_data/output_rides_4/ride_22428_20240319104752
